Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,139.810566,[38 71] ; [343  43],[83.8969697 25.1030303] ; [297.1030303  88.8969697],1
n6,1,0.0,46.70123,[67 41] ; [345  40],[90.25557809 17.74442191] ; [321.74442191  63.25557809],1
s7,1,3e-06,21.830148,[47 57] ; [261 112],[67.15303983 36.84696017] ; [240.84696017 132.15303983],1
p11,1,1.1e-05,19.418148,[69 41] ; [319  68],[85.87525151 24.12474849] ; [302.12474849  84.87525151],1
a5,1,4.2e-05,16.774971,[63 47] ; [298  89],[79.89939638 30.10060362] ; [281.10060362 105.89939638],1
p6,1,0.000133,14.597723,[25 83] ; [166 216],[42.09795918 65.90204082] ; [148.90204082 233.09795918],1
a8,1,0.00032,12.948495,[ 3 99] ; [ 61 301],[14.06896552 87.93103448] ; [ 49.93103448 312.06896552],1
a3,1,0.000403,12.517054,[65 44] ; [296  90],[79.49292929 29.50707071] ; [281.50707071 104.49292929],1
s4,1,0.000472,12.224045,[38 72] ; [ 72 311],[24.54361055 85.45638945] ; [ 85.45638945 297.54361055],1
p3,1,0.000533,11.997748,[41 69] ; [215 169],[57.00404858 52.99595142] ; [198.99595142 185.00404858],1
r4,1,0.000838,11.155363,[95 15] ; [369  18],[102.69617706   7.30382294] ; [361.30382294  25.69617706],1
p5,1,0.001822,9.720946,[  4 104] ; [ 57 325],[13.44489796 94.55510204] ; [ 47.55510204 334.44489796],0
p4,1,0.002055,9.499749,[52 57] ; [246 138],[65.88640974 43.11359026] ; [232.11359026 151.88640974],0
r1,1,0.00569,7.645832,[82 27] ; [333  53],[91.38383838 17.61616162] ; [323.61616162  62.38383838],0
a4,1,0.007414,7.169852,[38 72] ; [189 197],[50.34274194 59.65725806] ; [176.65725806 209.34274194],0
p10,1,0.007865,7.064015,[79 27] ; [329  56],[88.0814664 17.9185336] ; [319.9185336  65.0814664],0
v3,1,0.008043,7.023967,[30 72] ; [164 209],[41.65894737 60.34105263] ; [152.34105263 220.65894737],0
p2,1,0.008916,6.839611,[83 26] ; [333  52],[91.78947368 17.21052632] ; [324.21052632  60.78947368],0
u1,1,0.011373,6.406151,[12 98] ; [ 84 303],[21.24748491 88.75251509] ; [ 74.75251509 312.24748491],0
b1,1,0.013056,6.161511,[33 77] ; [167 220],[44.26559356 65.73440644] ; [155.73440644 231.26559356],0
d1,1,0.017189,5.676953,[57 53] ; [249 138],[67.72635815 42.27364185] ; [238.27364185 148.72635815],0
v1,1,0.018072,5.589153,[47 58] ; [216 158],[57.65135699 47.34864301] ; [205.34864301 168.65135699],0
a2,1,0.020926,5.332922,[18 92] ; [105 282],[27.22334004 82.77665996] ; [ 95.77665996 291.22334004],0
d5,1,0.022195,5.230425,[80 30] ; [317  67],[88.40080972 21.59919028] ; [308.59919028  75.40080972],0
n1,1,0.031538,4.623411,[12 27] ; [36 33],[17.33333333 21.66666667] ; [30.66666667 38.33333333],0
p12,1,0.033769,4.506367,[  5 104] ; [ 44 339],[10.85569106 98.14430894] ; [ 38.14430894 344.85569106],0
s8,1,0.034791,4.455403,[53 57] ; [229 156],[62.66666667 47.33333333] ; [219.33333333 165.66666667],0
p8,1,0.047466,3.928806,[47 61] ; [208 175],[56.08961303 51.91038697] ; [198.91038697 184.08961303],0
d2,1,0.054463,3.698446,[48 62] ; [208 177],[56.88888889 53.11111111] ; [199.11111111 185.88888889],0
p7,1,0.057467,3.609019,[58 43] ; [254 122],[66.06289308 34.93710692] ; [245.93710692 130.06289308],0
p9,1,0.076893,3.129375,[85 21] ; [335  50],[90.67209776 15.32790224] ; [329.32790224  55.67209776],0
v4,1,0.10716,2.595609,[101   7] ; [374  12],[103.84615385   4.15384615] ; [371.15384615  14.84615385],0
d3,1,0.272281,1.205217,[72 38] ; [273 112],[76.66666667 33.33333333] ; [268.33333333 116.66666667],0
s1,1,0.322726,0.977867,[  3 106] ; [ 19 363],[  4.88391039 104.11608961] ; [ 17.11608961 364.88391039],0
s6,1,0.327997,0.956791,[87 22] ; [316  61],[90.38477366 18.61522634] ; [312.61522634  64.38477366],0
u4,1,0.345447,0.890113,[  2 108] ; [ 14 373],[  3.54124748 106.45875252] ; [ 12.45875252 374.54124748],0
s2,1,0.350521,0.871569,[83 27] ; [308  79],[86.53923541 23.46076459] ; [304.46076459  82.53923541],0
v2,1,0.38376,0.758621,[52 48] ; [211 160],[55.83864119 44.16135881] ; [207.16135881 163.83864119],0
a1,1,0.394534,0.724922,[  4 106] ; [ 22 365],[  5.75452716 104.24547284] ; [ 20.24547284 366.75452716],0
a7,1,0.403754,0.697117,[82 28] ; [272 114],[78.50806452 31.49193548] ; [275.49193548 110.50806452],0
n2,1,0.425123,0.636111,[30 10] ; [57 13],[31.63636364  8.36363636] ; [55.36363636 14.63636364],0
u3,1,0.433985,0.612134,[29 14] ; [55 36],[26.95522388 16.04477612] ; [57.04477612 33.95522388],0
b4,1,0.471812,0.51773,[69 41] ; [228 159],[65.73440644 44.26559356] ; [231.26559356 155.73440644],0
