Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4.5e-05,16.630684,[10 24] ; [32 10],[18.78947368 15.21052632] ; [23.21052632 18.78947368],1
a1,1,0.460624,0.544378,[ 3 31] ; [ 2 41],[ 2.20779221 31.79220779] ; [ 2.79220779 40.20779221],0
p8,1,0.502413,0.449836,[12 22] ; [18 24],[13.42105263 20.57894737] ; [16.57894737 25.42105263],0
a3,1,0.515334,0.423222,[23 11] ; [26 17],[21.63636364 12.36363636] ; [27.36363636 15.63636364],0
p7,1,0.526171,0.401781,[18 14] ; [20 21],[16.65753425 15.34246575] ; [21.34246575 19.65753425],0
v3,1,0.567869,0.326261,[ 7 27] ; [11 31],[ 8.05263158 25.94736842] ; [ 9.94736842 32.05263158],0
p3,1,0.572842,0.317951,[12 21] ; [13 30],[10.85526316 22.14473684] ; [14.14473684 28.85526316],0
a4,1,0.604164,0.268761,[13 21] ; [14 29],[11.92207792 22.07792208] ; [15.07792208 27.92207792],0
p5,1,0.609603,0.260753,[ 4 29] ; [ 7 36],[ 4.77631579 28.22368421] ; [ 6.22368421 36.77631579],0
p9,1,0.616332,0.251057,[27  6] ; [37  6],[27.78947368  5.21052632] ; [36.21052632  6.78947368],0
n1,1,0.647434,0.20915,[ 7 10] ; [ 5 10],[ 6.375 10.625] ; [5.625 9.375],0
p1,1,0.725104,0.123654,[ 4 30] ; [ 4 39],[ 3.53246753 30.46753247] ; [ 4.46753247 38.53246753],0
s7,1,0.730487,0.118665,[15 18] ; [17 24],[14.27027027 18.72972973] ; [17.72972973 23.27027027],0
s6,1,0.740747,0.109471,[14 20] ; [18 22],[14.7027027 19.2972973] ; [17.2972973 22.7027027],0
s2,1,0.776347,0.080703,[13 21] ; [17 24],[13.6 20.4] ; [16.4 24.6],0
a5,1,0.84246,0.039501,[19 15] ; [25 18],[19.42857143 14.57142857] ; [24.57142857 18.42857143],0
n2,1,0.86316,0.029705,[12  5] ; [11  4],[12.21875  4.78125] ; [10.78125  4.21875],0
p12,1,0.879419,0.023015,[ 1 33] ; [ 1 41],[ 0.89473684 33.10526316] ; [ 1.10526316 40.89473684],0
p6,1,0.893707,0.017853,[ 8 25] ; [11 32],[ 8.25 24.75] ; [10.75 32.25],0
r1,1,0.917188,0.010811,[12 22] ; [14 27],[11.78666667 22.21333333] ; [14.21333333 26.78666667],0
s3,1,0.920728,0.009904,[14 19] ; [17 22],[14.20833333 18.79166667] ; [16.79166667 22.20833333],0
b4,1,0.926486,0.008513,[21 13] ; [27 16],[21.19480519 12.80519481] ; [26.80519481 16.19480519],0
u2,1,0.93021,0.00767,[6 5] ; [9 7],[6.11111111 4.88888889] ; [8.88888889 7.11111111],0
p11,1,0.937714,0.006106,[24 10] ; [30 13],[23.84415584 10.15584416] ; [30.15584416 12.84415584],0
n6,1,0.941408,0.005402,[22 11] ; [27 14],[21.85135135 11.14864865] ; [27.14864865 13.85135135],0
p2,1,0.954339,0.003279,[24  8] ; [32 11],[23.89333333  8.10666667] ; [32.10666667 10.89333333],0
