Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-06,21.669599,[147  31] ; [34 30],[133.1322314  44.8677686] ; [47.8677686 16.1322314],1
r1,1,0.704172,0.144168,[133  45] ; [47 18],[131.85185185  46.14814815] ; [48.14814815 16.85185185],0
d5,1,0.732184,0.117116,[144  35] ; [51 14],[143.05327869  35.94672131] ; [51.94672131 13.05327869],0
a1,1,0.791857,0.069643,[  2 177] ; [ 1 64],[  2.20081967 176.79918033] ; [ 0.79918033 64.20081967],0
u4,1,0.791857,0.069643,[  2 177] ; [ 1 64],[  2.20081967 176.79918033] ; [ 0.79918033 64.20081967],0
d1,1,0.839312,0.041117,[99 80] ; [35 30],[98.30327869 80.69672131] ; [35.69672131 29.30327869],0
v1,1,0.893378,0.017964,[85 87] ; [31 33],[84.54237288 87.45762712] ; [31.45762712 32.54237288],0
b4,1,0.930242,0.007663,[114  65] ; [41 24],[113.70901639  65.29098361] ; [41.29098361 23.70901639],0
a7,1,0.968678,0.001542,[131  47] ; [48 17],[131.11934156  46.88065844] ; [47.88065844 17.11934156],0
d4,1,0.969172,0.001494,[142  36] ; [52 13],[142.10699588  35.89300412] ; [51.89300412 13.10699588],0
a2,1,0.97594,0.00091,[ 30 149] ; [11 54],[ 30.07786885 148.92213115] ; [10.92213115 54.07786885],0
