Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-06,21.669599,[147  31] ; [34 30],[133.1322314  44.8677686] ; [47.8677686 16.1322314],1
b1,1,9e-06,19.66932,[ 45 134] ; [36 29],[ 59.42213115 119.57786885] ; [21.57786885 43.42213115],1
a5,1,0.000698,11.495036,[132  47] ; [33 32],[121.04508197  57.95491803] ; [43.95491803 21.04508197],1
n6,1,0.001478,10.106188,[153  26] ; [43 21],[144.37860082  34.62139918] ; [51.62139918 12.37860082],0
s7,1,0.006165,7.501377,[ 57 114] ; [32 28],[ 65.88311688 105.11688312] ; [23.11688312 36.88311688],0
p9,1,0.008476,6.929938,[153  24] ; [46 18],[146.15352697  30.84647303] ; [52.84647303 11.15352697],0
n4,1,0.016933,5.703258,[140  39] ; [41 24],[132.78278689  46.21721311] ; [48.21721311 16.78278689],0
n5,1,0.018154,5.581267,[132  46] ; [38 27],[124.52674897  53.47325103] ; [45.47325103 19.52674897],0
s2,1,0.019061,5.49594,[ 74 101] ; [38 26],[82.0083682 92.9916318] ; [29.9916318 34.0083682],0
r3,1,0.030694,4.669994,[169   8] ; [57  8],[165.29752066  11.70247934] ; [60.70247934  4.29752066],0
n3,1,0.036343,4.380952,[32 10] ; [14 13],[28. 14.] ; [18.  9.],0
s5,1,0.044103,4.052632,[ 35 136] ; [20 40],[ 40.71428571 130.28571429] ; [14.28571429 45.71428571],0
p1,1,0.05425,3.704975,[ 11 167] ; [ 9 56],[ 14.65020576 163.34979424] ; [ 5.34979424 59.65020576],0
a3,1,0.078282,3.100221,[121  58] ; [36 29],[115.17622951  63.82377049] ; [41.82377049 23.17622951],0
r4,1,0.089261,2.887653,[154  25] ; [50 15],[149.6557377  29.3442623] ; [54.3442623 10.6557377],0
s4,1,0.092732,2.826289,[ 21 157] ; [13 51],[ 25.00826446 152.99173554] ; [ 8.99173554 55.00826446],0
a6,1,0.095438,2.780165,[125  54] ; [38 27],[119.57786885  59.42213115] ; [43.42213115 21.57786885],0
v2,1,0.097033,2.753639,[92 80] ; [26 37],[86.36595745 85.63404255] ; [31.63404255 31.36595745],0
s8,1,0.101762,2.67771,[ 55 123] ; [27 37],[ 60.31404959 117.68595041] ; [21.68595041 42.31404959],0
s1,1,0.126754,2.331819,[  4 173] ; [ 4 60],[  5.87551867 171.12448133] ; [ 2.12448133 61.87551867],0
r2,1,0.1476,2.096885,[167  12] ; [56  8],[164.26748971  14.73251029] ; [58.73251029  5.26748971],0
u3,1,0.165954,1.919118,[37 21] ; [14 15],[34. 24.] ; [17. 12.],0
p12,1,0.179924,1.798249,[ 14 163] ; [ 2 63],[ 11.70247934 165.29752066] ; [ 4.29752066 60.70247934],0
d3,1,0.182176,1.779781,[113  66] ; [47 18],[117.37704918  61.62295082] ; [42.62295082 22.37704918],0
p6,1,0.219964,1.504604,[ 27 151] ; [14 50],[ 30.15702479 147.84297521] ; [10.84297521 53.15702479],0
u2,1,0.221897,1.492058,[33 25] ; [12 16],[30.34883721 27.65116279] ; [14.65116279 13.34883721],0
a4,1,0.250822,1.318718,[ 78 101] ; [23 42],[ 74.0942623 104.9057377] ; [26.9057377 38.0942623],0
a8,1,0.253334,1.304825,[ 20 142] ; [ 4 54],[ 17.67272727 144.32727273] ; [ 6.32727273 51.67272727],0
p5,1,0.309344,1.033476,[ 10 169] ; [ 6 59],[ 11.73770492 167.26229508] ; [ 4.26229508 60.73770492],0
v4,1,0.409179,0.681185,[167  11] ; [59  6],[165.5473251  12.4526749] ; [60.4526749  4.5473251],0
s3,1,0.506597,0.441089,[89 87] ; [36 29],[91.28630705 84.71369295] ; [33.71369295 31.28630705],0
p3,1,0.526623,0.400904,[ 58 120] ; [24 41],[ 60.06584362 117.93415638] ; [21.93415638 43.06584362],0
n2,1,0.564655,0.331707,[30 11] ; [18  9],[28.94117647 12.05882353] ; [19.05882353  7.94117647],0
b5,1,0.571798,0.319683,[117  62] ; [45 20],[118.8442623  60.1557377] ; [43.1557377 21.8442623],0
n1,1,0.58107,0.304508,[14 27] ; [11 16],[15.07352941 25.92647059] ; [ 9.92647059 17.07352941],0
s6,1,0.600782,0.273818,[104  73] ; [40 24],[105.7593361  71.2406639] ; [38.2406639 25.7593361],0
u1,1,0.608679,0.262102,[ 23 156] ; [10 55],[ 24.20901639 154.79098361] ; [ 8.79098361 56.20901639],0
v3,1,0.643134,0.214667,[ 54 120] ; [17 44],[ 52.57021277 121.42978723] ; [18.42978723 42.57021277],0
p4,1,0.65006,0.205825,[85 94] ; [33 32],[86.56557377 92.43442623] ; [31.43442623 33.56557377],0
d2,1,0.652606,0.202631,[82 95] ; [28 37],[80.45454545 96.54545455] ; [29.54545455 35.45454545],0
b3,1,0.669935,0.181678,[36 66] ; [ 9 20],[35.03816794 66.96183206] ; [ 9.96183206 19.03816794],0
b2,1,0.669935,0.181678,[36 66] ; [ 9 20],[35.03816794 66.96183206] ; [ 9.96183206 19.03816794],0
p8,1,0.671029,0.1804,[ 54 123] ; [18 47],[ 52.66115702 124.33884298] ; [19.33884298 45.66115702],0
