Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,38.113916,[1 6] ; [70  4],[6.13580247 0.86419753] ; [64.86419753  9.13580247],1
n4,1,0.008248,6.978773,[2 5] ; [56 18],[5.01234568 1.98765432] ; [52.98765432 21.01234568],0
d1,1,0.058986,3.565655,[2 5] ; [48 26],[4.32098765 2.67901235] ; [45.67901235 28.32098765],0
d2,1,0.060662,3.519199,[1 6] ; [38 36],[3.37037037 3.62962963] ; [35.62962963 38.37037037],0
n5,1,0.082854,3.008003,[4 3] ; [62 12],[5.7037037 1.2962963] ; [60.2962963 13.7037037],0
a3,1,0.098538,2.72905,[2 5] ; [45 29],[4.0617284 2.9382716] ; [42.9382716 31.0617284],0
a4,1,0.13613,2.221174,[1 6] ; [32 42],[2.85185185 4.14814815] ; [30.14814815 43.85185185],0
a5,1,0.162088,1.954633,[3 4] ; [51 23],[4.66666667 2.33333333] ; [49.33333333 24.66666667],0
n6,1,0.17832,1.811574,[5 2] ; [65  8],[6.125 0.875] ; [63.875  9.125],0
r4,1,0.225781,1.467244,[5 2] ; [65  9],[6.04938272 0.95061728] ; [63.95061728 10.04938272],0
s5,1,0.270233,1.215566,[2 4] ; [38 29],[3.28767123 2.71232877] ; [36.71232877 30.28767123],0
v3,1,0.310729,1.027575,[1 6] ; [24 49],[2.1875 4.8125] ; [22.8125 50.1875],0
s7,1,0.332125,0.940595,[6 1] ; [49 23],[4.87341772 2.12658228] ; [50.12658228 21.87341772],0
b5,1,0.34178,0.903742,[5 2] ; [39 35],[3.80246914 3.19753086] ; [40.19753086 33.80246914],0
u3,1,0.363602,0.825414,[4 1] ; [17 12],[3.08823529 1.91176471] ; [17.91176471 11.08823529],0
b1,1,0.394924,0.723728,[4 3] ; [30 44],[2.9382716 4.0617284] ; [31.0617284 42.9382716],0
p11,1,0.408614,0.68283,[5 2] ; [62 12],[5.79012346 1.20987654] ; [61.20987654 12.79012346],0
s8,1,0.436239,0.606155,[3 4] ; [43 31],[3.97530864 3.02469136] ; [42.02469136 31.97530864],0
v2,1,0.45821,0.550263,[2 5] ; [31 41],[2.92405063 4.07594937] ; [30.07594937 41.92405063],0
a6,1,0.535817,0.383347,[5 2] ; [44 30],[4.2345679 2.7654321] ; [44.7654321 29.2345679],0
v1,1,0.592771,0.286038,[3 4] ; [39 34],[3.675 3.325] ; [38.325 34.675],0
p4,1,0.606201,0.265744,[5 2] ; [59 15],[5.5308642 1.4691358] ; [58.4691358 15.5308642],0
u2,1,0.62822,0.234483,[2 3] ; [15 14],[2.5 2.5] ; [14.5 14.5],0
a7,1,0.67631,0.17431,[5 2] ; [47 27],[4.49382716 2.50617284] ; [47.50617284 26.49382716],0
r2,1,0.682479,0.167349,[6 1] ; [67  7],[6.30864198 0.69135802] ; [66.69135802  7.30864198],0
p6,1,0.683772,0.165911,[4 3] ; [48 26],[4.49382716 2.50617284] ; [47.50617284 26.49382716],0
r1,1,0.738289,0.111636,[5 2] ; [57 17],[5.35802469 1.64197531] ; [56.64197531 17.35802469],0
d5,1,0.762936,0.090979,[6 1] ; [60 14],[5.7037037 1.2962963] ; [60.2962963 13.7037037],0
p7,1,0.80075,0.063694,[6 1] ; [64  8],[6.20253165 0.79746835] ; [63.79746835  8.20253165],0
d3,1,0.803307,0.062036,[5 2] ; [56 18],[5.27160494 1.72839506] ; [55.72839506 18.27160494],0
u1,1,0.826264,0.048178,[1 6] ; [13 61],[1.20987654 5.79012346] ; [12.79012346 61.20987654],0
a2,1,0.826264,0.048178,[1 6] ; [13 61],[1.20987654 5.79012346] ; [12.79012346 61.20987654],0
p3,1,0.890722,0.018876,[5 2] ; [51 23],[4.83950617 2.16049383] ; [51.16049383 22.83950617],0
b4,1,0.929541,0.007819,[4 3] ; [41 33],[3.88888889 3.11111111] ; [41.11111111 32.88888889],0
s2,1,0.991281,0.000119,[5 2] ; [52 21],[4.9875 2.0125] ; [52.0125 20.9875],0
