Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,82.861941,[230  27] ; [33 47],[200.56676558  56.43323442] ; [62.43323442 17.56676558],1
r1,1,5.6e-05,16.24831,[198  59] ; [43 37],[183.78931751  73.21068249] ; [57.21068249 22.78931751],1
s3,1,0.000148,14.399384,[148 107] ; [27 53],[133.20895522 121.79104478] ; [41.79104478 38.20895522],1
a5,1,0.000184,13.992462,[187  71] ; [40 40],[173.27218935  84.72781065] ; [53.72781065 26.27218935],1
p4,1,0.000349,12.785359,[161  96] ; [32 48],[147.18397626 109.81602374] ; [45.81602374 34.18397626],1
s7,1,0.000557,11.913292,[126 121] ; [22 55],[112.82716049 134.17283951] ; [35.17283951 41.82716049],1
p6,1,0.000731,11.409533,[102 155] ; [15 64],[ 89.49107143 167.50892857] ; [27.50892857 51.49107143],1
a4,1,0.000743,11.377551,[118 137] ; [20 60],[105.04477612 149.95522388] ; [32.95522388 47.04477612],1
s8,1,0.001108,10.637728,[111 146] ; [18 61],[ 98.66964286 158.33035714] ; [30.33035714 48.66964286],0
a2,1,0.001126,10.607752,[ 58 200] ; [ 5 75],[ 48.0887574 209.9112426] ; [14.9112426 65.0887574],0
s6,1,0.001614,9.943708,[175  75] ; [40 39],[163.37386018  86.62613982] ; [51.62613982 27.37386018],0
u1,1,0.001778,9.765721,[ 46 212] ; [ 3 77],[ 37.40236686 220.59763314] ; [11.59763314 68.40236686],0
d1,1,0.002225,9.354263,[144 114] ; [29 51],[132.05325444 125.94674556] ; [40.94674556 39.05325444],0
p10,1,0.002953,8.836183,[205  50] ; [50 28],[195.27027027  59.72972973] ; [59.72972973 18.27027027],0
a3,1,0.004953,7.896585,[177  79] ; [41 38],[166.59104478  89.40895522] ; [51.40895522 27.59104478],0
p3,1,0.005769,7.620968,[125 131] ; [25 55],[114.28571429 141.71428571] ; [35.71428571 44.28571429],0
p5,1,0.006888,7.302014,[ 39 215] ; [ 3 76],[ 32.03603604 221.96396396] ; [ 9.96396396 69.03603604],0
r4,1,0.007945,7.04588,[230  28] ; [62 18],[222.88757396  35.11242604] ; [69.11242604 10.88757396],0
p8,1,0.010415,6.5625,[138 118] ; [30 50],[128. 128.] ; [40. 40.],0
r2,1,0.014333,5.996638,[238  16] ; [68 12],[232.70658683  21.29341317] ; [73.29341317  6.70658683],0
d5,1,0.016728,5.724687,[203  54] ; [52 27],[195.04464286  61.95535714] ; [59.95535714 19.04464286],0
n1,1,0.017985,5.597565,[30 28] ; [ 9 25],[24.58695652 33.41304348] ; [14.41304348 19.58695652],0
v1,1,0.023433,5.136116,[103 150] ; [21 58],[ 94.4939759 158.5060241] ; [29.5060241 49.4939759],0
p11,1,0.028762,4.781795,[202  56] ; [53 27],[194.64497041  63.35502959] ; [60.35502959 19.64497041],0
s2,1,0.035701,4.411323,[129 128] ; [29 50],[120.85119048 136.14880952] ; [37.14880952 41.85119048],0
v3,1,0.038158,4.297985,[ 56 199] ; [ 9 70],[ 49.6257485 205.3742515] ; [15.3742515 63.6257485],0
p12,1,0.041696,4.1475,[ 19 237] ; [ 1 79],[ 15.23809524 240.76190476] ; [ 4.76190476 75.23809524],0
p9,1,0.065987,3.380122,[209  45] ; [56 21],[203.35347432  50.64652568] ; [61.64652568 15.35347432],0
v4,1,0.071509,3.248046,[246  12] ; [71  8],[242.6884273  15.3115727] ; [74.3115727  4.6884273],0
p2,1,0.07588,3.151016,[212  45] ; [58 21],[206.51785714  50.48214286] ; [63.48214286 15.51785714],0
s4,1,0.089229,2.888234,[ 47 205] ; [22 58],[ 52.37349398 199.62650602] ; [16.62650602 63.37349398],0
a6,1,0.100185,2.702596,[162  96] ; [42 38],[155.71597633 102.28402367] ; [48.28402367 31.71597633],0
p1,1,0.104193,2.640154,[ 29 228] ; [ 4 75],[ 25.24107143 231.75892857] ; [ 7.75892857 71.24107143],0
s1,1,0.109613,2.559798,[ 14 241] ; [ 1 79],[ 11.41791045 243.58208955] ; [ 3.58208955 76.41791045],0
p7,1,0.123999,2.366064,[152 102] ; [39 39],[146.12650602 107.87349398] ; [44.87349398 33.12650602],0
d4,1,0.176103,1.830204,[199  58] ; [56 24],[194.46587537  62.53412463] ; [60.53412463 19.46587537],0
d2,1,0.196706,1.666667,[117 139] ; [30 50],[112. 144.] ; [35. 45.],0
a8,1,0.235613,1.40665,[ 31 206] ; [ 6 69],[ 28.10576923 208.89423077] ; [ 8.89423077 66.10576923],0
b2,1,0.279501,1.169513,[64 99] ; [11 26],[ 61.125 101.875] ; [13.875 23.125],0
b3,1,0.279501,1.169513,[64 99] ; [11 26],[ 61.125 101.875] ; [13.875 23.125],0
n3,1,0.288607,1.12611,[42 16] ; [21 13],[39.7173913 18.2826087] ; [23.2826087 10.7173913],0
s5,1,0.329674,0.95018,[ 84 165] ; [22 57],[ 80.4695122 168.5304878] ; [25.5304878 53.4695122],0
r3,1,0.339238,0.91331,[236  20] ; [71  9],[233.9047619  22.0952381] ; [73.0952381  6.9047619],0
b1,1,0.340282,0.909367,[109 149] ; [29 51],[105.33727811 152.66272189] ; [32.66272189 47.33727811],0
a7,1,0.447418,0.577185,[172  86] ; [49 30],[169.19287834  88.80712166] ; [51.80712166 27.19287834],0
u2,1,0.648351,0.207986,[39 42] ; [20 18],[40.15966387 40.84033613] ; [18.84033613 19.15966387],0
n2,1,0.71632,0.132046,[42 18] ; [25  9],[42.76595745 17.23404255] ; [24.23404255  9.76595745],0
d3,1,0.744445,0.106258,[162  96] ; [48 31],[160.77151335  97.22848665] ; [49.22848665 29.77151335],0
b5,1,0.756277,0.096332,[153 105] ; [49 31],[154.18934911 103.81065089] ; [47.81065089 32.18934911],0
a1,1,0.774943,0.081748,[  8 250] ; [ 3 77],[  8.3964497 249.6035503] ; [ 2.6035503 77.3964497],0
b4,1,0.896925,0.016782,[143 115] ; [45 35],[143.50295858 114.49704142] ; [44.49704142 35.50295858],0
u3,1,0.989329,0.000179,[42 38] ; [20 18],[42.03389831 37.96610169] ; [19.96610169 18.03389831],0
