Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,27.448917,[89  3] ; [68 33],[74.83937824 17.16062176] ; [82.16062176 18.83937824],1
p5,1,1e-06,23.421475,[29 63] ; [ 5 96],[16.20725389 75.79274611] ; [17.79274611 83.20725389],1
s8,1,0.000159,14.257926,[70 20] ; [52 49],[57.48691099 32.51308901] ; [64.51308901 36.48691099],1
p8,1,0.000295,13.103601,[69 22] ; [51 50],[56.875 34.125] ; [63.125 37.875],1
s7,1,0.000321,12.94113,[75 15] ; [57 39],[63.87096774 26.12903226] ; [68.12903226 27.87096774],1
s6,1,0.000395,12.556243,[87  4] ; [78 22],[78.61256545 12.38743455] ; [86.38743455 13.61256545],1
n6,1,0.002355,9.249803,[87  3] ; [84 17],[80.57591623  9.42408377] ; [90.42408377 10.57591623],0
p4,1,0.002406,9.211056,[71 20] ; [58 43],[61.140625 29.859375] ; [67.859375 33.140625],0
p7,1,0.009985,6.637657,[73 17] ; [63 35],[65.10638298 24.89361702] ; [70.89361702 27.10638298],0
r4,1,0.014315,5.99882,[91  1] ; [92  9],[87.23316062  4.76683938] ; [95.76683938  5.23316062],0
p1,1,0.019432,5.462238,[15 76] ; [ 6 95],[ 9.953125 81.046875] ; [11.046875 89.953125],0
v1,1,0.020061,5.406598,[71 21] ; [61 38],[63.58115183 28.41884817] ; [68.41884817 30.58115183],0
d4,1,0.040745,4.186589,[81  9] ; [80 21],[75.86387435 14.13612565] ; [85.13612565 15.86387435],0
d5,1,0.0487,3.885669,[80 10] ; [79 22],[74.92146597 15.07853403] ; [84.07853403 16.92146597],0
n2,1,0.052276,3.766923,[17  1] ; [14  6],[14.68421053  3.31578947] ; [16.31578947  3.68421053],0
a8,1,0.060723,3.517519,[ 7 78] ; [17 79],[11.27071823 73.72928177] ; [12.72928177 83.27071823],0
a3,1,0.062143,3.47924,[76 15] ; [73 28],[70.61979167 20.38020833] ; [78.38020833 22.61979167],0
s4,1,0.065884,3.382698,[20 72] ; [12 89],[15.25388601 76.74611399] ; [16.74611399 84.25388601],0
d1,1,0.068013,3.330341,[67 25] ; [61 40],[61.01554404 30.98445596] ; [66.98445596 34.01554404],0
p6,1,0.068115,3.327865,[41 49] ; [33 68],[34.86910995 55.13089005] ; [39.13089005 61.86910995],0
a4,1,0.0781,3.103997,[49 43] ; [41 60],[42.9015544 49.0984456] ; [47.0984456 53.9015544],0
a5,1,0.109362,2.56342,[77 15] ; [75 26],[72.45595855 19.54404145] ; [79.54404145 21.45595855],0
v4,1,0.122438,2.385856,[91  1] ; [96  5],[89.13989637  2.86010363] ; [97.86010363  3.13989637],0
r2,1,0.122438,2.385856,[91  1] ; [96  5],[89.13989637  2.86010363] ; [97.86010363  3.13989637],0
p12,1,0.146587,2.107409,[19 73] ; [13 88],[15.25388601 76.74611399] ; [16.74611399 84.25388601],0
u1,1,0.162033,1.955151,[23 69] ; [17 84],[19.06735751 72.93264249] ; [20.93264249 80.06735751],0
b5,1,0.193216,1.692925,[47 45] ; [61 40],[51.48186528 40.51813472] ; [56.51813472 44.48186528],0
p9,1,0.221115,1.49712,[82  9] ; [85 16],[79.15104167 11.84895833] ; [87.84895833 13.15104167],0
p3,1,0.234689,1.412217,[59 32] ; [57 44],[54.97916667 36.02083333] ; [61.02083333 39.97916667],0
n5,1,0.275687,1.188231,[80 12] ; [82 19],[77.22279793 14.77720207] ; [84.77720207 16.22279793],0
r1,1,0.286492,1.136036,[83  9] ; [86 15],[80.55958549 11.44041451] ; [88.44041451 12.55958549],0
a1,1,0.319387,0.991456,[ 9 83] ; [ 6 95],[ 7.15025907 84.84974093] ; [ 7.84974093 93.15025907],0
b3,1,0.329912,0.949242,[23 26] ; [25 41],[20.45217391 28.54782609] ; [27.54782609 38.45217391],0
b2,1,0.329912,0.949242,[23 26] ; [25 41],[20.45217391 28.54782609] ; [27.54782609 38.45217391],0
p10,1,0.336799,0.922577,[81 11] ; [84 17],[78.65284974 13.34715026] ; [86.34715026 14.65284974],0
v2,1,0.351918,0.866527,[74 17] ; [75 24],[71.36315789 19.63684211] ; [77.63684211 21.36315789],0
r3,1,0.358997,0.8414,[91  1] ; [98  3],[90.09326425  1.90673575] ; [98.90673575  2.09326425],0
a2,1,0.377022,0.780391,[28 64] ; [25 76],[25.2642487 66.7357513] ; [27.7357513 73.2642487],0
d3,1,0.460954,0.543578,[70 21] ; [73 28],[67.77604167 23.22395833] ; [75.22395833 25.77604167],0
s1,1,0.467534,0.527798,[ 2 90] ; [ 4 96],[ 2.875 89.125] ; [ 3.125 96.875],0
u2,1,0.490062,0.476391,[8 8] ; [17 11],[9.09090909 6.90909091] ; [15.90909091 12.09090909],0
u3,1,0.533712,0.387319,[11  5] ; [16 11],[10.04651163  5.95348837] ; [16.95348837 10.04651163],0
n1,1,0.552033,0.353688,[ 8 10] ; [ 7 13],[ 7.10526316 10.89473684] ; [ 7.89473684 12.10526316],0
p2,1,0.556301,0.346149,[81 11] ; [86 15],[79.60621762 12.39378238] ; [87.39378238 13.60621762],0
n4,1,0.635227,0.225039,[77 15] ; [87 14],[78.1761658 13.8238342] ; [85.8238342 15.1761658],0
d2,1,0.642565,0.215403,[49 42] ; [51 50],[47.39583333 43.60416667] ; [52.60416667 48.39583333],0
a7,1,0.696841,0.151779,[62 30] ; [70 30],[63.25 28.75] ; [68.75 31.25],0
b4,1,0.720912,0.12762,[56 36] ; [64 37],[57.20207254 34.79792746] ; [62.79792746 38.20207254],0
p11,1,0.760325,0.093058,[78 14] ; [84 17],[77.22279793 14.77720207] ; [84.77720207 16.22279793],0
u4,1,0.79516,0.067401,[ 3 89] ; [ 4 97],[ 3.33678756 88.66321244] ; [ 3.66321244 97.33678756],0
a6,1,0.795742,0.06701,[59 31] ; [68 33],[59.84293194 30.15706806] ; [67.15706806 33.84293194],0
n3,1,0.92506,0.008848,[14  5] ; [15  5],[14.12820513  4.87179487] ; [14.87179487  5.12820513],0
b1,1,0.930734,0.007555,[37 55] ; [40 61],[36.70466321 55.29533679] ; [40.29533679 60.70466321],0
