Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3e-06,21.644647,[19 24] ; [97 22],[30.79012346 12.20987654] ; [85.20987654 33.79012346],1
p10,1,2.1e-05,18.06605,[15 27] ; [85 32],[26.41509434 15.58490566] ; [73.58490566 43.41509434],1
p9,1,5.7e-05,16.2077,[20 23] ; [92 24],[30.28930818 12.71069182] ; [81.71069182 34.28930818],1
v4,1,0.001522,10.052116,[28 14] ; [105  14],[34.69565217  7.30434783] ; [98.30434783 20.69565217],0
r3,1,0.001845,9.6972,[28 16] ; [102  17],[35.09202454  8.90797546] ; [94.90797546 24.09202454],0
p11,1,0.004095,8.241238,[23 21] ; [90 29],[30.50306748 13.49693252] ; [82.49693252 36.50306748],0
b1,1,0.008963,6.830216,[29 15] ; [51 68],[21.59509202 22.40490798] ; [58.40490798 60.59509202],0
n4,1,0.013938,6.045927,[25 19] ; [91 28],[31.31288344 12.68711656] ; [84.68711656 34.31288344],0
a5,1,0.017434,5.652133,[19 25] ; [76 43],[25.64417178 18.35582822] ; [69.35582822 49.64417178],0
r4,1,0.019327,5.471688,[25 19] ; [90 29],[31.04294479 12.95705521] ; [83.95705521 35.04294479],0
p2,1,0.022762,5.186587,[23 19] ; [87 31],[28.875 13.125] ; [81.125 36.875],0
p8,1,0.024012,5.093752,[11 32] ; [53 64],[17.2 25.8] ; [46.8 70.2],0
a1,1,0.025715,4.975085,[ 4 40] ; [  2 117],[ 1.6196319 42.3803681] ; [  4.3803681 114.6196319],0
s8,1,0.037397,4.332257,[ 4 40] ; [28 90],[ 8.69135802 35.30864198] ; [23.30864198 94.69135802],0
u2,1,0.041125,4.170856,[13  8] ; [17 31],[ 9.13043478 11.86956522] ; [20.86956522 27.13043478],0
s6,1,0.050618,3.820863,[11 33] ; [48 67],[16.32704403 27.67295597] ; [42.67295597 72.32704403],0
d5,1,0.07038,3.274132,[22 22] ; [78 41],[26.99386503 17.00613497] ; [73.00613497 45.99386503],0
p3,1,0.078595,3.093718,[11 32] ; [48 70],[15.75776398 27.24223602] ; [43.24223602 74.75776398],0
v3,1,0.104259,2.639148,[ 7 33] ; [36 81],[10.95541401 29.04458599] ; [32.04458599 84.95541401],0
r2,1,0.112146,2.523715,[33 10] ; [101  15],[36.23899371  6.76100629] ; [97.76100629 18.23899371],0
s5,1,0.119455,2.424456,[ 6 36] ; [30 85],[ 9.63057325 32.36942675] ; [26.36942675 88.63057325],0
d4,1,0.149284,2.079556,[24 19] ; [81 38],[27.87037037 15.12962963] ; [77.12962963 41.87037037],0
p5,1,0.164896,1.928744,[ 2 42] ; [ 14 104],[ 4.34567901 39.65432099] ; [ 11.65432099 106.34567901],0
s3,1,0.165948,1.919175,[15 28] ; [28 89],[11.55625 31.44375] ; [31.44375 85.55625],0
d1,1,0.174508,1.843782,[13 31] ; [49 70],[16.73619632 27.26380368] ; [45.26380368 73.73619632],0
p4,1,0.177921,1.814905,[14 28] ; [53 64],[17.69811321 24.30188679] ; [49.30188679 67.69811321],0
n1,1,0.192137,1.701154,[ 9 11] ; [10 26],[ 6.78571429 13.21428571] ; [12.21428571 23.78571429],0
r1,1,0.197606,1.65998,[24 20] ; [78 41],[27.53374233 16.46625767] ; [74.46625767 44.53374233],0
s1,1,0.199928,1.642897,[ 3 41] ; [  3 115],[ 1.62962963 42.37037037] ; [  4.37037037 113.62962963],0
s4,1,0.219526,1.507466,[ 8 36] ; [ 13 106],[ 5.66871166 38.33128834] ; [ 15.33128834 103.66871166],0
s7,1,0.231095,1.434112,[ 7 33] ; [31 84],[ 9.80645161 30.19354839] ; [28.19354839 86.80645161],0
n2,1,0.292872,1.10637,[15  5] ; [22 14],[13.21428571  6.78571429] ; [23.78571429 12.21428571],0
a8,1,0.3145,1.011684,[ 2 40] ; [ 11 101],[ 3.54545455 38.45454545] ; [  9.45454545 102.54545455],0
v2,1,0.318334,0.995779,[13 28] ; [47 69],[15.66878981 25.33121019] ; [44.33121019 71.66878981],0
u3,1,0.322629,0.978261,[ 9 12] ; [15 34],[ 7.2 13.8] ; [16.8 32.2],0
b4,1,0.344078,0.895179,[23 21] ; [72 47],[25.64417178 18.35582822] ; [69.35582822 49.64417178],0
p7,1,0.357799,0.845604,[20 23] ; [64 53],[22.575 20.425] ; [61.425 55.575],0
v1,1,0.360559,0.835946,[14 30] ; [46 70],[16.5 27.5] ; [43.5 72.5],0
a3,1,0.419633,0.651344,[23 21] ; [70 48],[25.25925926 18.74074074] ; [67.74074074 50.25925926],0
a4,1,0.435603,0.607837,[14 30] ; [45 72],[16.1242236 27.8757764] ; [42.8757764 74.1242236],0
a6,1,0.440927,0.59387,[17 27] ; [54 65],[19.16564417 24.83435583] ; [51.83435583 67.16564417],0
d3,1,0.479403,0.500221,[14 30] ; [45 74],[15.92638037 28.07361963] ; [43.07361963 75.92638037],0
b5,1,0.510448,0.433148,[24 20] ; [58 61],[22.13496933 21.86503067] ; [59.86503067 59.13496933],0
u1,1,0.561498,0.337116,[ 1 43] ; [  5 114],[ 1.6196319 42.3803681] ; [  4.3803681 114.6196319],0
p6,1,0.691448,0.157522,[ 9 31] ; [30 87],[ 9.93630573 30.06369427] ; [29.06369427 87.93630573],0
d2,1,0.782929,0.075903,[21 23] ; [53 64],[20.22360248 23.77639752] ; [53.77639752 63.22360248],0
b2,1,0.807389,0.059436,[11 16] ; [30 39],[11.53125 15.46875] ; [29.46875 39.53125],0
b3,1,0.807389,0.059436,[11 16] ; [30 39],[11.53125 15.46875] ; [29.46875 39.53125],0
a2,1,0.825072,0.048853,[ 3 41] ; [  7 112],[ 2.6993865 41.3006135] ; [  7.3006135 111.6993865],0
n3,1,0.923525,0.009215,[13  6] ; [23 10],[13.15384615  5.84615385] ; [22.84615385 10.15384615],0
p1,1,0.976101,0.000897,[ 4 40] ; [ 11 108],[ 4.04907975 39.95092025] ; [ 10.95092025 108.04907975],0
