Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,69.281523,[194  92] ; [22 84],[157.59183673 128.40816327] ; [58.40816327 47.59183673],1
s3,1,0.0,52.331274,[188  95] ; [27 79],[156.41388175 126.58611825] ; [58.58611825 47.41388175],1
s7,1,0.0,37.487489,[174 102] ; [27 72],[147.936 128.064] ; [53.064 45.936],1
s8,1,0.0,35.063088,[175 111] ; [30 78],[148.8071066 137.1928934] ; [56.1928934 51.8071066],1
s5,1,1e-06,23.447312,[136 144] ; [23 84],[115.03875969 164.96124031] ; [43.96124031 63.03875969],1
n6,1,0.007163,7.231519,[253  33] ; [84 24],[244.62436548  41.37563452] ; [92.37563452 15.62436548],0
p12,1,0.013705,6.07573,[ 35 251] ; [  4 101],[ 28.52685422 257.47314578] ; [10.47314578 94.52685422],0
p9,1,0.019226,5.480851,[260  25] ; [87 18],[253.57692308  31.42307692] ; [93.42307692 11.57692308],0
s4,1,0.023535,5.128591,[ 53 231] ; [10 98],[ 45.64285714 238.35714286] ; [17.35714286 90.64285714],0
p6,1,0.03038,4.68766,[133 148] ; [36 67],[123.66927083 157.33072917] ; [45.33072917 57.66927083],0
n5,1,0.032284,4.583344,[239  47] ; [80 28],[231.55837563  54.44162437] ; [87.44162437 20.55837563],0
a2,1,0.043769,4.065463,[ 91 197] ; [23 85],[ 82.90909091 205.09090909] ; [31.09090909 76.90909091],0
p4,1,0.059786,3.543307,[202  85] ; [64 42],[194.25445293  92.74554707] ; [71.74554707 34.25445293],0
b4,1,0.068394,3.321149,[181 107] ; [57 51],[173.09090909 114.90909091] ; [64.90909091 43.09090909],0
p10,1,0.069787,3.288019,[248  36] ; [84 21],[242.38560411  41.61439589] ; [89.61439589 15.38560411],0
a3,1,0.0818,3.02877,[230  57] ; [77 30],[223.62690355  63.37309645] ; [83.37309645 23.62690355],0
r3,1,0.086889,2.931079,[279   8] ; [101   7],[276.10126582  10.89873418] ; [103.89873418   4.10126582],0
u1,1,0.090292,2.869158,[ 74 214] ; [19 89],[ 67.63636364 220.36363636] ; [25.36363636 82.63636364],0
r4,1,0.10247,2.666667,[268  20] ; [95 13],[264.  24.] ; [99.  9.],0
v4,1,0.117347,2.452381,[280   7] ; [101   6],[277.53045685   9.46954315] ; [103.46954315   3.53045685],0
n2,1,0.146636,2.106904,[48 11] ; [11  6],[45.80263158 13.19736842] ; [13.19736842  3.80263158],0
u3,1,0.185773,1.750826,[40 18] ; [17 14],[37.14606742 20.85393258] ; [19.85393258 11.14606742],0
b5,1,0.214778,1.538926,[190  98] ; [64 44],[184.72727273 103.27272727] ; [69.27272727 38.72727273],0
p2,1,0.224362,1.47625,[249  37] ; [97  9],[252.43877551  33.56122449] ; [93.56122449 12.43877551],0
a4,1,0.270774,1.212821,[156 131] ; [52 56],[151.12911392 135.87088608] ; [56.87088608 51.12911392],0
b3,1,0.284898,1.143574,[ 73 113] ; [30 34],[ 76.632 109.368] ; [26.368 37.632],0
b2,1,0.284898,1.143574,[ 73 113] ; [30 34],[ 76.632 109.368] ; [26.368 37.632],0
a1,1,0.324534,0.970588,[ 18 270] ; [  4 104],[ 16. 272.] ; [  6. 102.],0
p5,1,0.346972,0.884501,[ 43 243] ; [12 94],[ 40.12755102 245.87244898] ; [14.87244898 91.12755102],0
r2,1,0.349518,0.875205,[275  10] ; [101   6],[273.36734694  11.63265306] ; [102.63265306   4.36734694],0
u2,1,0.374133,0.78989,[35 22] ; [16 15],[33.03409091 23.96590909] ; [17.96590909 13.03409091],0
n4,1,0.455788,0.556219,[237  49] ; [86 22],[234.46192893  51.53807107] ; [88.53807107 19.46192893],0
a6,1,0.490331,0.475799,[197  90] ; [78 30],[199.81012658  87.18987342] ; [75.18987342 32.81012658],0
a8,1,0.507744,0.438714,[ 40 219] ; [12 83],[ 38.04519774 220.95480226] ; [13.95480226 81.04519774],0
d4,1,0.530741,0.392973,[262  26] ; [96 12],[260.36363636  27.63636364] ; [97.63636364 10.36363636],0
d2,1,0.569357,0.323759,[158 129] ; [56 52],[155.48860759 131.51139241] ; [58.51139241 49.48860759],0
p11,1,0.57854,0.308601,[233  55] ; [90 18],[234.90909091  53.09090909] ; [88.09090909 19.90909091],0
p7,1,0.640625,0.217926,[191  84] ; [71 35],[189.10761155  85.89238845] ; [72.89238845 33.10761155],0
n1,1,0.6471,0.209576,[28 31] ; [ 7 10],[27.17105263 31.82894737] ; [7.82894737 9.17105263],0
d1,1,0.664345,0.188288,[209  79] ; [76 32],[207.27272727  80.72727273] ; [77.72727273 30.27272727],0
p1,1,0.669872,0.181752,[ 25 261] ; [  8 100],[ 23.95431472 262.04568528] ; [ 9.04568528 98.95431472],0
d3,1,0.739305,0.110738,[218  70] ; [80 28],[216.72727273  71.27272727] ; [81.27272727 26.72727273],0
a7,1,0.774368,0.082177,[214  73] ; [79 29],[212.88860759  74.11139241] ; [80.11139241 27.88860759],0
r1,1,0.823972,0.049479,[244  43] ; [90 17],[243.29441624  43.70558376] ; [90.70558376 16.29441624],0
b1,1,0.83186,0.045078,[106 182] ; [41 67],[106.90909091 181.09090909] ; [40.09090909 67.90909091],0
p8,1,0.838158,0.041718,[160 121] ; [61 44],[160.88341969 120.11658031] ; [60.11658031 44.88341969],0
v2,1,0.861564,0.03041,[194  84] ; [73 33],[193.296875  84.703125] ; [73.703125 32.296875],0
a5,1,0.875185,0.024673,[234  54] ; [87 21],[233.45454545  54.54545455] ; [87.54545455 20.45454545],0
p3,1,0.888166,0.019775,[169 118] ; [61 44],[168.39285714 118.60714286] ; [61.60714286 43.39285714],0
n3,1,0.900328,0.015687,[41 17] ; [13  5],[41.21052632 16.78947368] ; [12.78947368  5.21052632],0
v3,1,0.964034,0.002033,[141 137] ; [52 50],[141.19473684 136.80526316] ; [51.80526316 50.19473684],0
s1,1,0.985951,0.00031,[  8 274] ; [  3 104],[  7.97429306 274.02570694] ; [  3.02570694 103.97429306],0
