Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u2,1,0.00399,8.288265,[3 1] ; [ 1 13],[0.88888889 3.11111111] ; [ 3.11111111 10.88888889],0
n6,1,0.007805,7.077778,[6 3] ; [ 6 24],[2.76923077 6.23076923] ; [ 9.23076923 20.76923077],0
p3,1,0.007866,7.063741,[6 4] ; [ 5 25],[2.75 7.25] ; [ 8.25 21.75],0
s3,1,0.009132,6.796759,[7 3] ; [ 7 22],[3.58974359 6.41025641] ; [10.41025641 18.58974359],0
s1,1,0.010572,6.535948,[4 6] ; [ 2 28],[1.5 8.5] ; [ 4.5 25.5],0
v3,1,0.01911,5.491379,[5 5] ; [ 4 25],[2.30769231 7.69230769] ; [ 6.69230769 22.30769231],0
s6,1,0.01911,5.491379,[5 4] ; [ 5 25],[2.30769231 6.69230769] ; [ 7.69230769 22.30769231],0
s7,1,0.038301,4.291626,[3 4] ; [ 3 26],[1.16666667 5.83333333] ; [ 4.83333333 24.16666667],0
p8,1,0.059505,3.551136,[3 7] ; [ 2 27],[1.28205128 8.71794872] ; [ 3.71794872 25.28205128],0
p4,1,0.111017,2.539683,[5 5] ; [ 7 23],[3. 7.] ; [ 9. 21.],0
r1,1,0.136037,2.222222,[6 4] ; [10 20],[4. 6.] ; [12. 18.],0
p6,1,0.137409,2.20674,[3 7] ; [ 3 26],[1.53846154 8.46153846] ; [ 4.46153846 24.53846154],0
r3,1,0.196134,1.670929,[6 4] ; [11 19],[4.25 5.75] ; [12.75 17.25],0
p2,1,0.306677,1.044932,[4 6] ; [ 7 23],[2.75 7.25] ; [ 8.25 21.75],0
p7,1,0.306677,1.044932,[4 6] ; [ 7 23],[2.75 7.25] ; [ 8.25 21.75],0
u3,1,0.316233,1.004464,[1 3] ; [ 1 13],[0.44444444 3.55555556] ; [ 1.55555556 12.44444444],0
b4,1,0.360709,0.835422,[4 6] ; [17 13],[5.25 4.75] ; [15.75 14.25],0
n1,1,0.368688,0.808081,[1 3] ; [8 8],[1.8 2.2] ; [7.2 8.8],0
n2,1,0.368688,0.808081,[1 3] ; [8 8],[1.8 2.2] ; [7.2 8.8],0
a4,1,0.392176,0.732184,[2 8] ; [10 19],[3.07692308 6.92307692] ; [ 8.92307692 20.07692308],0
v1,1,0.425556,0.634921,[4 6] ; [ 8 22],[3. 7.] ; [ 9. 21.],0
d1,1,0.425556,0.634921,[2 8] ; [10 20],[3. 7.] ; [ 9. 21.],0
b3,1,0.435678,0.607639,[1 3] ; [11 13],[1.71428571 2.28571429] ; [10.28571429 13.71428571],0
b2,1,0.435678,0.607639,[1 3] ; [11 13],[1.71428571 2.28571429] ; [10.28571429 13.71428571],0
n5,1,0.456057,0.555556,[5 5] ; [19 11],[6. 4.] ; [18. 12.],0
d5,1,0.465209,0.533333,[4 6] ; [16 14],[5. 5.] ; [15. 15.],0
a7,1,0.465209,0.533333,[4 6] ; [16 14],[5. 5.] ; [15. 15.],0
a1,1,0.471063,0.519481,[1 9] ; [ 6 24],[1.75 8.25] ; [ 5.25 24.75],0
v2,1,0.546788,0.363103,[3 7] ; [ 6 23],[2.30769231 7.69230769] ; [ 6.69230769 22.30769231],0
d3,1,0.579585,0.306905,[5 5] ; [12 18],[4.25 5.75] ; [12.75 17.25],0
a5,1,0.583411,0.300752,[6 4] ; [15 15],[5.25 4.75] ; [15.75 14.25],0
p1,1,0.609134,0.261438,[1 9] ; [ 5 25],[1.5 8.5] ; [ 4.5 25.5],0
s4,1,0.609134,0.261438,[2 8] ; [ 4 26],[1.5 8.5] ; [ 4.5 25.5],0
n3,1,0.639207,0.21978,[1 3] ; [ 6 10],[1.4 2.6] ; [ 5.6 10.4],0
r4,1,0.67329,0.177778,[3 7] ; [ 7 23],[2.5 7.5] ; [ 7.5 22.5],0
b5,1,0.713628,0.13468,[5 5] ; [13 17],[4.5 5.5] ; [13.5 16.5],0
a6,1,0.713628,0.13468,[5 5] ; [13 17],[4.5 5.5] ; [13.5 16.5],0
p10,1,0.714301,0.134019,[3 7] ; [ 7 22],[2.56410256 7.43589744] ; [ 7.43589744 21.56410256],0
a2,1,0.782528,0.07619,[1 9] ; [ 4 26],[1.25 8.75] ; [ 3.75 26.25],0
a8,1,0.782528,0.07619,[1 9] ; [ 4 26],[1.25 8.75] ; [ 3.75 26.25],0
a3,1,0.790643,0.070478,[6 4] ; [16 13],[5.64102564 4.35897436] ; [16.35897436 12.64102564],0
d2,1,0.790643,0.070478,[4 6] ; [13 16],[4.35897436 5.64102564] ; [12.64102564 16.35897436],0
d4,1,0.853493,0.034101,[6 4] ; [17 13],[5.75 4.25] ; [17.25 12.75],0
s5,1,0.861162,0.030588,[1 8] ; [ 4 26],[1.15384615 7.84615385] ; [ 3.84615385 26.15384615],0
p9,1,0.951264,0.003736,[3 7] ; [ 9 20],[3.07692308 6.92307692] ; [ 8.92307692 20.07692308],0
r2,1,0.968358,0.001573,[6 4] ; [17 11],[6.05263158 3.94736842] ; [16.94736842 11.05263158],0
n4,1,1.0,0.0,[7 3] ; [21  9],[7. 3.] ; [21.  9.],0
b1,1,1.0,0.0,[6 4] ; [18 12],[6. 4.] ; [18. 12.],0
