Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.000121,14.775146,[12 22] ; [46 15],[20.75789474 13.24210526] ; [37.24210526 23.75789474],1
d4,1,0.002403,9.21339,[22 12] ; [55  6],[27.55789474  6.44210526] ; [49.44210526 11.55789474],0
s6,1,0.015745,5.83109,[26  7] ; [57  3],[29.4516129  3.5483871] ; [53.5483871  6.4516129],0
r4,1,0.016008,5.802033,[25  9] ; [56  5],[28.98947368  5.01052632] ; [52.01052632  8.98947368],0
d2,1,0.017731,5.622538,[12 22] ; [37 24],[17.53684211 16.46315789] ; [31.46315789 29.53684211],0
p9,1,0.029777,4.722141,[25  7] ; [57  4],[28.21505376  3.78494624] ; [53.78494624  7.21505376],0
u1,1,0.034495,4.469991,[ 4 30] ; [19 42],[ 8.23157895 25.76842105] ; [14.76842105 46.23157895],0
r2,1,0.036063,4.394122,[30  4] ; [59  1],[32.19148936  1.80851064] ; [56.80851064  3.19148936],0
p10,1,0.051752,3.783761,[24  9] ; [54  7],[27.38297872  5.61702128] ; [50.61702128 10.38297872],0
s2,1,0.07108,3.257905,[26  8] ; [55  6],[28.98947368  5.01052632] ; [52.01052632  8.98947368],0
n6,1,0.103516,2.650519,[25  9] ; [53  8],[27.91578947  6.08421053] ; [50.08421053 10.91578947],0
p12,1,0.151029,2.061827,[ 1 33] ; [ 7 54],[ 2.86315789 31.13684211] ; [ 5.13684211 55.86315789],0
p11,1,0.166605,1.913225,[23 11] ; [49 12],[25.76842105  8.23157895] ; [46.23157895 14.76842105],0
v3,1,0.185126,1.755983,[ 8 25] ; [23 38],[10.88297872 22.11702128] ; [20.11702128 40.88297872],0
p6,1,0.188504,1.729268,[14 19] ; [34 26],[17.03225806 15.96774194] ; [30.96774194 29.03225806],0
p1,1,0.195146,1.678335,[ 2 32] ; [ 9 52],[ 3.93684211 30.06315789] ; [ 7.06315789 53.93684211],0
r3,1,0.204191,1.61214,[29  4] ; [58  3],[30.54255319  2.45744681] ; [56.45744681  4.54255319],0
s5,1,0.205793,1.600776,[17 14] ; [39 18],[19.72727273 11.27272727] ; [36.27272727 20.72727273],0
n4,1,0.223183,1.483787,[21 13] ; [45 16],[23.62105263 10.37894737] ; [42.37894737 18.62105263],0
n5,1,0.223183,1.483787,[21 13] ; [45 16],[23.62105263 10.37894737] ; [42.37894737 18.62105263],0
r1,1,0.235112,1.409666,[23 11] ; [48 13],[25.41052632  8.58947368] ; [45.58947368 15.41052632],0
a5,1,0.267494,1.229555,[22 12] ; [46 15],[24.33684211  9.66315789] ; [43.66315789 17.33684211],0
v1,1,0.291488,1.112737,[14 20] ; [32 29],[16.46315789 17.53684211] ; [29.53684211 31.46315789],0
a4,1,0.304223,1.055589,[13 21] ; [30 31],[15.38947368 18.61052632] ; [27.61052632 33.38947368],0
a2,1,0.3418,0.903669,[ 6 28] ; [16 45],[ 7.87368421 26.12631579] ; [14.12631579 46.87368421],0
n2,1,0.359637,0.839161,[10  1] ; [10  3],[9.16666667 1.83333333] ; [10.83333333  2.16666667],0
a6,1,0.41352,0.668659,[20 14] ; [41 20],[21.83157895 12.16842105] ; [39.16842105 21.83157895],0
