Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,164.093312,[418  70] ; [ 54 106],[355.45679012 132.54320988] ; [116.54320988  43.45679012],1
n2,1,0.023624,5.122014,[69 17] ; [36 21],[63.14685315 22.85314685] ; [41.85314685 15.14685315],0
a1,1,0.02745,4.86228,[ 26 464] ; [  2 159],[ 21.07526882 468.92473118] ; [  6.92473118 154.07526882],0
p12,1,0.035794,4.406903,[ 47 439] ; [  7 153],[ 40.625387 445.374613] ; [ 13.374613 146.625387],0
d5,1,0.041058,4.17362,[413  75] ; [125  36],[404.53620955  83.46379045] ; [133.46379045  27.53620955],0
p8,1,0.051893,3.779225,[266 214] ; [74 85],[255.39906103 224.60093897] ; [84.60093897 74.39906103],0
p1,1,0.052182,3.769912,[ 49 438] ; [  8 151],[ 42.97058824 444.02941176] ; [ 14.02941176 144.97058824],0
p9,1,0.060322,3.528522,[417  66] ; [125  31],[409.68075117  73.31924883] ; [132.31924883  23.68075117],0
s6,1,0.076696,3.133552,[334 147] ; [99 61],[324.91887676 156.08112324] ; [108.08112324  51.91887676],0
s2,1,0.083703,2.991495,[257 226] ; [73 88],[247.5 235.5] ; [82.5 78.5],0
a6,1,0.092759,2.825825,[385 102] ; [117  44],[377.27469136 109.72530864] ; [124.72530864  36.27469136],0
s3,1,0.094552,2.795118,[274 207] ; [79 81],[264.88767551 216.11232449] ; [88.11232449 71.88767551],0
n3,1,0.120461,2.411314,[67 18] ; [39 19],[63.00699301 21.99300699] ; [42.99300699 15.00699301],0
r3,1,0.127241,2.325847,[472  17] ; [150  10],[468.65639445  20.34360555] ; [153.34360555   6.65639445],0
p2,1,0.134369,2.24129,[418  71] ; [128  31],[412.02777778  76.97222222] ; [133.97222222  25.02777778],0
v2,1,0.231298,1.432861,[281 191] ; [81 69],[274.70096463 197.29903537] ; [87.29903537 62.70096463],0
s1,1,0.250417,1.320978,[ 18 463] ; [  3 157],[ 15.75819033 465.24180967] ; [  5.24180967 154.75819033],0
s5,1,0.341512,0.904749,[152 315] ; [ 45 113],[147.1984 319.8016] ; [ 49.8016 108.1984],0
b1,1,0.377983,0.777252,[177 313] ; [ 52 109],[172.3655914 317.6344086] ; [ 56.6344086 104.3655914],0
d4,1,0.384443,0.756447,[417  71] ; [133  28],[413.55932203  74.44067797] ; [136.44067797  24.55932203],0
u4,1,0.430115,0.622512,[ 11 479] ; [  2 159],[  9.78494624 480.21505376] ; [  3.21505376 157.78494624],0
u3,1,0.52159,0.410748,[80 47] ; [42 20],[81.97883598 45.02116402] ; [40.02116402 21.97883598],0
b2,1,0.545148,0.366081,[110 194] ; [24 50],[107.76719577 196.23280423] ; [26.23280423 47.76719577],0
b3,1,0.545148,0.366081,[110 194] ; [24 50],[107.76719577 196.23280423] ; [26.23280423 47.76719577],0
d3,1,0.552133,0.35351,[386 102] ; [123  37],[383.32098765 104.67901235] ; [125.67901235  34.32098765],0
u2,1,0.617419,0.249512,[73 54] ; [38 24],[74.58730159 52.41269841] ; [36.41269841 25.58730159],0
b5,1,0.723322,0.125332,[324 166] ; [104  57],[322.15053763 167.84946237] ; [105.84946237  55.15053763],0
b4,1,0.995246,3.5e-05,[289 201] ; [95 66],[289.03225806 200.96774194] ; [94.96774194 66.03225806],0
