Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.003973,8.296006,[45  5] ; [8 6],[41.40625  8.59375] ; [11.59375  2.40625],0
r2,1,0.016769,5.720358,[47  3] ; [10  4],[44.53125  5.46875] ; [12.46875  1.53125],0
p11,1,0.024678,5.046308,[40 10] ; [7 7],[36.71875 13.28125] ; [10.28125  3.71875],0
n5,1,0.042433,4.117848,[36 14] ; [6 8],[32.8125 17.1875] ; [9.1875 4.8125],0
u2,1,0.050603,3.821356,[11 14] ; [6 1],[13.28125 11.71875] ; [3.71875 3.28125],0
v4,1,0.05778,3.6,[48  1] ; [12  2],[46.66666667  2.33333333] ; [13.33333333  0.66666667],0
v1,1,0.059314,3.556452,[21 28] ; [10  4],[24.11111111 24.88888889] ; [6.88888889 7.11111111],0
s4,1,0.066627,3.364234,[12 37] ; [7 7],[14.77777778 34.22222222] ; [4.22222222 9.77777778],0
n3,1,0.067113,3.352259,[10  3] ; [2 4],[8.21052632 4.78947368] ; [3.78947368 2.21052632],0
v3,1,0.078445,3.096828,[19 29] ; [ 2 12],[16.25806452 31.74193548] ; [4.74193548 9.25806452],0
p9,1,0.123447,2.373028,[40  8] ; [9 5],[37.93548387 10.06451613] ; [11.06451613  2.93548387],0
a7,1,0.129989,2.292632,[32 17] ; [6 8],[29.55555556 19.44444444] ; [8.44444444 5.55555556],0
r1,1,0.165419,1.923975,[38 12] ; [8 6],[35.9375 14.0625] ; [10.0625  3.9375],0
a4,1,0.165841,1.920138,[12 38] ; [ 1 13],[10.15625 39.84375] ; [ 2.84375 11.15625],0
r3,1,0.175083,1.838875,[46  2] ; [12  2],[44.90322581  3.09677419] ; [13.09677419  0.90322581],0
p10,1,0.23568,1.40625,[39 10] ; [9 5],[37.33333333 11.66666667] ; [10.66666667  3.33333333],0
s7,1,0.256347,1.288376,[25 21] ; [10  4],[26.83333333 19.16666667] ; [8.16666667 5.83333333],0
n4,1,0.27439,1.194667,[33 17] ; [7 7],[31.25 18.75] ; [8.75 5.25],0
d3,1,0.298837,1.079375,[28 22] ; [10  4],[29.6875 20.3125] ; [8.3125 5.6875],0
b3,1,0.302816,1.061751,[ 3 25] ; [2 6],[ 3.88888889 24.11111111] ; [1.11111111 6.88888889],0
b2,1,0.302816,1.061751,[ 3 25] ; [2 6],[ 3.88888889 24.11111111] ; [1.11111111 6.88888889],0
p5,1,0.31078,1.027358,[ 9 40] ; [ 1 13],[ 7.77777778 41.22222222] ; [ 2.22222222 11.77777778],0
a1,1,0.328304,0.955576,[ 1 49] ; [ 1 13],[ 1.5625 48.4375] ; [ 0.4375 13.5625],0
b1,1,0.342622,0.900595,[18 32] ; [7 7],[19.53125 30.46875] ; [5.46875 8.53125],0
p1,1,0.37342,0.792253,[ 8 40] ; [ 1 13],[ 6.96774194 41.03225806] ; [ 2.03225806 11.96774194],0
a8,1,0.376348,0.782596,[ 8 37] ; [ 1 12],[ 6.98275862 38.01724138] ; [ 2.01724138 10.98275862],0
p4,1,0.383743,0.758678,[28 22] ; [6 8],[26.5625 23.4375] ; [7.4375 6.5625],0
s6,1,0.405381,0.692308,[40  9] ; [10  4],[38.88888889 10.11111111] ; [11.11111111  2.88888889],0
s2,1,0.449653,0.571528,[34 16] ; [8 6],[32.8125 17.1875] ; [9.1875 4.8125],0
d2,1,0.517024,0.419825,[10 39] ; [ 4 10],[10.88888889 38.11111111] ; [ 3.11111111 10.88888889],0
d5,1,0.528375,0.397516,[35 15] ; [11  3],[35.9375 14.0625] ; [10.0625  3.9375],0
p6,1,0.535363,0.384202,[18 31] ; [6 7],[18.96774194 30.03225806] ; [5.03225806 7.96774194],0
s3,1,0.541539,0.372695,[33 17] ; [8 6],[32.03125 17.96875] ; [8.96875 5.03125],0
p3,1,0.578988,0.307874,[22 28] ; [5 9],[21.09375 28.90625] ; [5.90625 8.09375],0
d4,1,0.595413,0.281969,[35 14] ; [11  3],[35.77777778 13.22222222] ; [10.22222222  3.77777778],0
v2,1,0.63211,0.22921,[21 28] ; [5 9],[20.22222222 28.77777778] ; [5.77777778 8.22222222],0
p8,1,0.707204,0.141086,[26 24] ; [6 7],[25.3968254 24.6031746] ; [6.6031746 6.3968254],0
u3,1,0.74047,0.109714,[16  9] ; [4 3],[15.625  9.375] ; [4.375 2.625],0
p7,1,0.759204,0.093958,[29 18] ; [8 6],[28.50819672 18.49180328] ; [8.49180328 5.50819672],0
b4,1,0.793615,0.068445,[34 16] ; [9 5],[33.59375 16.40625] ; [9.40625 4.59375],0
u1,1,0.87592,0.024381,[ 3 47] ; [ 1 13],[ 3.125 46.875] ; [ 0.875 13.125],0
n1,1,0.875975,0.024359,[7 6] ; [3 3],[6.84210526 6.15789474] ; [3.15789474 2.84210526],0
b5,1,0.894706,0.017517,[24 26] ; [7 7],[24.21875 25.78125] ; [6.78125 7.21875],0
a6,1,0.894706,0.017517,[24 26] ; [7 7],[24.21875 25.78125] ; [6.78125 7.21875],0
d1,1,0.917638,0.010693,[15 35] ; [ 4 10],[14.84375 35.15625] ; [4.15625 9.84375],0
n2,1,0.943209,0.005075,[11  2] ; [5 1],[10.94736842  2.05263158] ; [5.05263158 0.94736842],0
a3,1,0.946301,0.004536,[25 24] ; [7 7],[24.88888889 24.11111111] ; [7.11111111 6.88888889],0
s8,1,0.984288,0.000388,[18 32] ; [5 9],[17.96875 32.03125] ; [5.03125 8.96875],0
