Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00181,9.733203,[16  5] ; [17 31],[10.04347826 10.95652174] ; [22.95652174 25.04347826],0
v1,1,0.007089,7.250322,[12  8] ; [12 35],[ 7.1641791 12.8358209] ; [16.8358209 30.1641791],0
p6,1,0.019499,5.456159,[ 7 13] ; [ 5 41],[ 3.63636364 16.36363636] ; [ 8.36363636 37.63636364],0
d5,1,0.022887,5.177071,[15  6] ; [20 28],[10.65217391 10.34782609] ; [24.34782609 23.65217391],0
p11,1,0.022887,5.177071,[15  6] ; [20 28],[10.65217391 10.34782609] ; [24.34782609 23.65217391],0
s8,1,0.029353,4.746792,[ 8 13] ; [ 7 41],[ 4.56521739 16.43478261] ; [10.43478261 37.56521739],0
u3,1,0.037303,4.336533,[4 3] ; [ 4 19],[1.86666667 5.13333333] ; [ 6.13333333 16.86666667],0
s4,1,0.067145,3.351465,[ 1 20] ; [11 37],[ 3.65217391 17.34782609] ; [ 8.34782609 39.65217391],0
d1,1,0.092981,2.821984,[ 9 12] ; [11 37],[ 6.08695652 14.91304348] ; [13.91304348 34.08695652],0
n3,1,0.105832,2.615385,[6 2] ; [11 15],[4. 4.] ; [13. 13.],0
v4,1,0.130166,2.290526,[14  6] ; [24 24],[11.17647059  8.82352941] ; [26.82352941 21.17647059],0
s6,1,0.138661,2.192758,[10 11] ; [14 34],[ 7.30434783 13.69565217] ; [16.69565217 31.30434783],0
s2,1,0.138661,2.192758,[10 11] ; [14 34],[ 7.30434783 13.69565217] ; [16.69565217 31.30434783],0
d2,1,0.148188,2.090801,[12  9] ; [18 29],[ 9.26470588 11.73529412] ; [20.73529412 26.26470588],0
b2,1,0.151207,2.060035,[ 3 12] ; [14 20],[5.20408163 9.79591837] ; [11.79591837 22.20408163],0
b3,1,0.151207,2.060035,[ 3 12] ; [14 20],[5.20408163 9.79591837] ; [11.79591837 22.20408163],0
v3,1,0.171547,1.869371,[ 6 15] ; [ 7 41],[ 3.95652174 17.04347826] ; [ 9.04347826 38.95652174],0
b5,1,0.219195,1.509634,[13  8] ; [22 26],[10.65217391 10.34782609] ; [24.34782609 23.65217391],0
n2,1,0.288589,1.126194,[6 3] ; [12 14],[4.62857143 4.37142857] ; [13.37142857 12.62857143],0
p7,1,0.290923,1.115347,[10 10] ; [17 30],[ 8.05970149 11.94029851] ; [18.94029851 28.05970149],0
a3,1,0.299249,1.077538,[14  7] ; [25 22],[12.04411765  8.95588235] ; [26.95588235 20.04411765],0
p8,1,0.303435,1.059037,[ 7 13] ; [11 37],[ 5.29411765 14.70588235] ; [12.70588235 35.29411765],0
a1,1,0.327289,0.959595,[ 1 20] ; [ 6 42],[ 2.13043478 18.86956522] ; [ 4.86956522 43.13043478],0
b4,1,0.361542,0.832529,[13  8] ; [24 24],[11.26086957  9.73913043] ; [25.73913043 22.26086957],0
p9,1,0.36462,0.821919,[13  8] ; [23 23],[11.28358209  9.71641791] ; [24.71641791 21.28358209],0
r2,1,0.37163,0.798208,[12  7] ; [24 23],[10.36363636  8.63636364] ; [25.63636364 21.36363636],0
b1,1,0.381231,0.766729,[15  6] ; [29 19],[13.39130435  7.60869565] ; [30.60869565 17.39130435],0
a6,1,0.381231,0.766729,[ 6 15] ; [19 29],[ 7.60869565 13.39130435] ; [17.39130435 30.60869565],0
p5,1,0.393626,0.72771,[ 2 19] ; [ 2 45],[ 1.23529412 19.76470588] ; [ 2.76470588 44.23529412],0
p4,1,0.457915,0.550987,[ 9 10] ; [18 30],[ 7.65671642 11.34328358] ; [19.34328358 28.65671642],0
p10,1,0.490732,0.474921,[11  9] ; [22 26],[ 9.70588235 10.29411765] ; [23.29411765 24.70588235],0
p12,1,0.516584,0.420707,[ 1 19] ; [ 1 47],[ 0.58823529 19.41176471] ; [ 1.41176471 46.58823529],0
p2,1,0.519698,0.414493,[13  7] ; [26 20],[11.81818182  8.18181818] ; [27.18181818 18.81818182],0
u2,1,0.541552,0.372671,[3 4] ; [ 7 16],[2.33333333 4.66666667] ; [ 7.66666667 15.33333333],0
s1,1,0.629344,0.232952,[ 2 19] ; [ 3 45],[ 1.52173913 19.47826087] ; [ 3.47826087 44.52173913],0
s5,1,0.641131,0.217267,[ 4 17] ; [ 7 41],[ 3.34782609 17.65217391] ; [ 7.65217391 40.34782609],0
n5,1,0.646679,0.210113,[16  5] ; [34 14],[15.2173913  5.7826087] ; [34.7826087 13.2173913],0
p3,1,0.690762,0.158262,[ 5 15] ; [14 33],[ 5.67164179 14.32835821] ; [13.32835821 33.67164179],0
d3,1,0.696131,0.152528,[ 6 15] ; [16 32],[ 6.69565217 14.30434783] ; [15.30434783 32.69565217],0
n6,1,0.856017,0.032923,[13  8] ; [28 19],[12.66176471  8.33823529] ; [28.33823529 18.66176471],0
n4,1,0.867223,0.027951,[14  7] ; [31 17],[13.69565217  7.30434783] ; [31.30434783 16.69565217],0
a2,1,0.911171,0.012446,[ 1 20] ; [ 2 46],[ 0.91304348 20.08695652] ; [ 2.08695652 45.91304348],0
r1,1,0.915903,0.011151,[ 5 16] ; [12 36],[ 5.17391304 15.82608696] ; [11.82608696 36.17391304],0
a4,1,0.919028,0.010334,[ 6 15] ; [14 33],[ 6.17647059 14.82352941] ; [13.82352941 33.17647059],0
s7,1,0.921929,0.009605,[ 7 12] ; [16 29],[ 6.828125 12.171875] ; [16.171875 28.828125],0
s3,1,0.928762,0.007993,[ 8 13] ; [17 29],[ 7.8358209 13.1641791] ; [17.1641791 28.8358209],0
n1,1,0.944322,0.004877,[3 6] ; [ 9 17],[3.08571429 5.91428571] ; [ 8.91428571 17.08571429],0
d4,1,0.945117,0.004739,[12  9] ; [27 21],[11.86956522  9.13043478] ; [27.13043478 20.86956522],0
a5,1,0.981832,0.000519,[10 11] ; [23 25],[10.04347826 10.95652174] ; [22.95652174 25.04347826],0
