Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.564414,[57  6] ; [3 7],[51.78082192 11.21917808] ; [8.21917808 1.78082192],1
r3,1,0.000245,13.451766,[62  1] ; [7 3],[59.54794521  3.45205479] ; [9.45205479 0.54794521],1
b4,1,0.00154,10.03017,[40 23] ; [1 9],[35.38356164 27.61643836] ; [5.61643836 4.38356164],0
d1,1,0.004163,8.211215,[37 26] ; [1 9],[32.79452055 30.20547945] ; [5.20547945 4.79452055],0
a1,1,0.006433,7.424701,[ 1 62] ; [2 8],[ 2.5890411 60.4109589] ; [0.4109589 9.5890411],0
r1,1,0.009355,6.753705,[49 13] ; [4 6],[45.63888889 16.36111111] ; [7.36111111 2.63888889],0
a6,1,0.036809,4.359244,[46 17] ; [4 6],[43.15068493 19.84931507] ; [6.84931507 3.15068493],0
v4,1,0.037993,4.305351,[58  5] ; [7 3],[56.09589041  6.90410959] ; [8.90410959 1.09589041],0
d3,1,0.064691,3.412847,[44 19] ; [4 6],[41.42465753 21.57534247] ; [6.57534247 3.42465753],0
d5,1,0.071813,3.241078,[53 10] ; [6 4],[50.91780822 12.08219178] ; [8.08219178 1.91780822],0
a5,1,0.084504,2.976078,[48 15] ; [5 5],[45.73972603 17.26027397] ; [7.26027397 2.73972603],0
a7,1,0.104652,2.633172,[42 21] ; [4 6],[39.69863014 23.30136986] ; [6.30136986 3.69863014],0
p12,1,0.130029,2.292164,[ 1 62] ; [1 9],[ 1.7260274 61.2739726] ; [0.2739726 9.7260274],0
d2,1,0.144416,2.130267,[28 35] ; [2 8],[25.89041096 37.10958904] ; [4.10958904 5.89041096],0
p7,1,0.15072,2.06495,[42 20] ; [9 1],[43.91666667 18.08333333] ; [7.08333333 2.91666667],0
n4,1,0.188477,1.729483,[33 30] ; [3 7],[31.06849315 31.93150685] ; [4.93150685 5.06849315],0
v2,1,0.205796,1.600753,[33 26] ; [3 6],[31.23529412 27.76470588] ; [4.76470588 4.23529412],0
n2,1,0.205903,1.6,[16  4] ; [2 2],[15.  5.] ; [3. 1.],0
n3,1,0.205903,1.6,[16  4] ; [2 2],[15.  5.] ; [3. 1.],0
s4,1,0.212919,1.551464,[ 9 54] ; [3 7],[10.35616438 52.64383562] ; [1.64383562 8.35616438],0
s3,1,0.22186,1.492297,[30 31] ; [7 3],[31.78873239 29.21126761] ; [5.21126761 4.78873239],0
b5,1,0.227231,1.458113,[38 25] ; [4 6],[36.24657534 26.75342466] ; [5.75342466 4.24657534],0
n1,1,0.231289,1.432915,[ 8 11] ; [3 1],[9.08695652 9.91304348] ; [1.91304348 2.08695652],0
u3,1,0.289471,1.122078,[18  4] ; [3 2],[17.11111111  4.88888889] ; [3.88888889 1.11111111],0
p2,1,0.28996,1.119805,[52 10] ; [7 3],[50.80555556 11.19444444] ; [8.19444444 1.80555556],0
s6,1,0.306565,1.045417,[42 21] ; [5 5],[40.56164384 22.43835616] ; [6.43835616 3.56164384],0
p8,1,0.37226,0.796108,[32 31] ; [6 3],[33.25 29.75] ; [4.75 4.25],0
a3,1,0.415,0.664431,[40 23] ; [5 5],[38.83561644 24.16438356] ; [6.16438356 3.83561644],0
s1,1,0.518254,0.417366,[ 3 58] ; [1 9],[ 3.43661972 57.56338028] ; [0.56338028 9.43661972],0
p11,1,0.533712,0.387318,[44 19] ; [6 4],[43.15068493 19.84931507] ; [6.84931507 3.15068493],0
s8,1,0.558566,0.342193,[25 38] ; [3 7],[24.16438356 38.83561644] ; [3.83561644 6.16438356],0
v1,1,0.564603,0.331797,[25 37] ; [5 5],[25.83333333 36.16666667] ; [4.16666667 5.83333333],0
d4,1,0.58879,0.292239,[49 14] ; [7 3],[48.32876712 14.67123288] ; [7.67123288 2.32876712],0
p10,1,0.605737,0.266429,[43 20] ; [6 4],[42.28767123 20.71232877] ; [6.71232877 3.28767123],0
s5,1,0.648989,0.207177,[14 46] ; [3 7],[14.57142857 45.42857143] ; [2.42857143 7.57142857],0
s7,1,0.658424,0.195444,[21 40] ; [3 4],[21.52941176 39.47058824] ; [2.47058824 4.52941176],0
a8,1,0.678378,0.171958,[ 4 52] ; [1 8],[ 4.30769231 51.69230769] ; [0.69230769 8.30769231],0
p6,1,0.732311,0.117001,[21 40] ; [4 6],[21.47887324 39.52112676] ; [3.52112676 6.47887324],0
s2,1,0.760518,0.092903,[28 34] ; [4 6],[27.55555556 34.44444444] ; [4.44444444 5.55555556],0
n5,1,0.833441,0.044222,[27 35] ; [4 6],[26.69444444 35.30555556] ; [4.30555556 5.69444444],0
p9,1,0.842535,0.039462,[46 17] ; [7 3],[45.73972603 17.26027397] ; [7.26027397 2.73972603],0
p3,1,0.888653,0.019603,[33 30] ; [5 5],[32.79452055 30.20547945] ; [5.20547945 4.79452055],0
v3,1,0.900618,0.015595,[16 41] ; [3 7],[16.1641791 40.8358209] ; [2.8358209 7.1641791],0
a4,1,0.939562,0.005749,[26 37] ; [4 6],[25.89041096 37.10958904] ; [4.10958904 5.89041096],0
