Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,65.569261,[481 102] ; [35 47],[452.37293233 130.62706767] ; [63.62706767 18.37293233],1
n4,1,0.0,34.459706,[490  94] ; [47 36],[470.17691154 113.82308846] ; [66.82308846 16.17691154],1
p10,1,0.000113,14.907719,[515  65] ; [61 22],[503.89140271  76.10859729] ; [72.10859729 10.89140271],1
p9,1,0.00031,13.009157,[522  55] ; [64 19],[512.30606061  64.69393939] ; [73.69393939  9.30606061],1
s5,1,0.001314,10.323436,[206 356] ; [15 66],[193.16018663 368.83981337] ; [27.83981337 53.16018663],0
s7,1,0.001724,9.822253,[287 276] ; [25 53],[274.03432137 288.96567863] ; [37.96567863 40.03432137],0
s6,1,0.004805,7.951538,[398 173] ; [45 38],[386.77828746 184.22171254] ; [56.22171254 26.77828746],0
p6,1,0.006165,7.501373,[228 348] ; [19 61],[216.87804878 359.12195122] ; [30.12195122 49.87804878],0
d2,1,0.0063,7.46236,[290 293] ; [28 55],[278.36936937 304.63063063] ; [39.63063063 43.36936937],0
a2,1,0.009285,6.767152,[146 439] ; [10 73],[136.61676647 448.38323353] ; [19.38323353 63.61676647],0
v3,1,0.010025,6.630377,[246 319] ; [22 56],[235.48989114 329.51010886] ; [32.51010886 45.48989114],0
d1,1,0.011425,6.397962,[360 225] ; [39 44],[349.42365269 235.57634731] ; [49.57634731 33.42365269],0
b1,1,0.012199,6.281665,[193 392] ; [39 44],[203.17365269 381.82634731] ; [28.82634731 54.17365269],0
p5,1,0.012246,6.27487,[ 77 502] ; [ 3 79],[ 70.07564297 508.92435703] ; [ 9.92435703 72.07564297],0
p8,1,0.013651,6.082761,[337 235] ; [37 46],[326.60763359 245.39236641] ; [47.39236641 35.60763359],0
s2,1,0.026956,4.893618,[301 277] ; [32 50],[291.62727273 286.37272727] ; [41.37272727 40.62727273],0
p4,1,0.031829,4.607691,[369 212] ; [42 40],[360.16742081 220.83257919] ; [50.83257919 31.16742081],0
a4,1,0.034716,4.459071,[268 314] ; [28 55],[259.0556391 322.9443609] ; [36.9443609 46.0556391],0
u1,1,0.037511,4.327077,[111 474] ; [ 8 75],[104.21407186 480.78592814] ; [14.78592814 68.21407186],0
p3,1,0.044322,4.044249,[314 268] ; [35 48],[305.4406015 276.5593985] ; [43.5593985 39.4406015],0
r2,1,0.046512,3.962967,[569  13] ; [78  5],[566.24661654  15.75338346] ; [80.75338346  2.24661654],0
n1,1,0.054445,3.69901,[33 70] ; [10  8],[36.60330579 66.39669421] ; [ 6.39669421 11.60330579],0
p12,1,0.057609,3.604907,[ 59 520] ; [ 3 79],[ 54.3086233 524.6913767] ; [ 7.6913767 74.3086233],0
p7,1,0.057712,3.601955,[392 177] ; [46 33],[384.60185185 184.39814815] ; [53.39814815 25.60185185],0
u3,1,0.066012,3.379496,[90 66] ; [22  7],[94.44324324 61.55675676] ; [17.55675676 11.44324324],0
p2,1,0.06916,3.302843,[505  76] ; [66 17],[499.625  81.375] ; [71.375 11.625],0
d3,1,0.079734,3.070309,[414 170] ; [51 32],[407.13643178 176.86356822] ; [57.86356822 25.13643178],0
a3,1,0.103577,2.649581,[429 154] ; [54 29],[422.80630631 160.19369369] ; [60.19369369 22.80630631],0
n2,1,0.113602,2.503383,[75 27] ; [18  2],[77.75409836 24.24590164] ; [15.24590164  4.75409836],0
u2,1,0.115696,2.474634,[88 67] ; [21  8],[91.82065217 63.17934783] ; [17.17934783 11.82065217],0
v2,1,0.117584,2.449205,[334 228] ; [38 38],[327.68652038 234.31347962] ; [44.31347962 31.68652038],0
s4,1,0.139028,2.188683,[ 91 483] ; [ 8 75],[ 86.49315068 487.50684932] ; [12.50684932 70.49315068],0
v1,1,0.145573,2.11804,[327 243] ; [39 41],[320.95384615 249.04615385] ; [45.04615385 34.95384615],0
a8,1,0.159142,1.982363,[ 83 453] ; [ 7 68],[ 78.95253682 457.04746318] ; [11.04746318 63.95253682],0
a7,1,0.214341,1.541862,[431 152] ; [56 27],[426.30780781 156.69219219] ; [60.69219219 22.30780781],0
a5,1,0.224512,1.475298,[444 140] ; [58 25],[439.53223388 144.46776612] ; [62.46776612 20.53223388],0
d4,1,0.237467,1.395566,[487  96] ; [65 18],[483.20720721  99.79279279] ; [68.79279279 14.20720721],0
b3,1,0.237911,1.392931,[152 220] ; [15 32],[148.2673031 223.7326969] ; [18.7326969 28.2673031],0
b2,1,0.237911,1.392931,[152 220] ; [15 32],[148.2673031 223.7326969] ; [18.7326969 28.2673031],0
b5,1,0.24037,1.378422,[341 244] ; [54 29],[345.92065868 239.07934132] ; [49.07934132 33.92065868],0
s8,1,0.317075,1.000975,[272 309] ; [34 49],[267.75 313.25] ; [38.25 44.75],0
d5,1,0.360149,0.837375,[475 109] ; [64 19],[471.92803598 112.07196402] ; [67.07196402 15.92803598],0
u4,1,0.44849,0.574464,[ 15 570] ; [ 1 82],[ 14.01197605 570.98802395] ; [ 1.98802395 81.01197605],0
s3,1,0.501168,0.452463,[328 247] ; [43 38],[325.19054878 249.80945122] ; [45.80945122 35.19054878],0
s1,1,0.556618,0.345594,[ 15 561] ; [ 3 77],[ 15.80487805 560.19512195] ; [ 2.19512195 77.80487805],0
a1,1,0.634834,0.225562,[ 28 557] ; [ 3 80],[ 27.14820359 557.85179641] ; [ 3.85179641 79.14820359],0
b4,1,0.641058,0.217361,[347 238] ; [47 36],[345.04491018 239.95508982] ; [48.95508982 34.04491018],0
v4,1,0.641562,0.216705,[575  10] ; [80  2],[574.47526237  10.52473763] ; [80.52473763  1.47526237],0
a6,1,0.733917,0.115546,[411 172] ; [57 26],[409.67567568 173.32432432] ; [58.32432432 24.67567568],0
r1,1,0.783116,0.075768,[499  85] ; [71 11],[499.81981982  84.18018018] ; [70.18018018 11.81981982],0
n3,1,0.944678,0.004815,[78 25] ; [15  5],[77.87804878 25.12195122] ; [15.12195122  4.87804878],0
p1,1,0.979726,0.000646,[ 50 530] ; [ 7 75],[ 49.93957704 530.06042296] ; [ 7.06042296 74.93957704],0
