Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,53.53791,[30 50] ; [115  19],[54.20560748 25.79439252] ; [90.79439252 43.20560748],1
n6,1,3e-06,21.715928,[47 32] ; [117  17],[60.82629108 18.17370892] ; [103.17370892  30.82629108],1
p4,1,0.000611,11.741752,[29 51] ; [81 53],[41.12149533 38.87850467] ; [68.87850467 65.12149533],1
p3,1,0.000917,10.987077,[21 59] ; [66 68],[32.52336449 47.47663551] ; [54.47663551 79.52336449],1
v1,1,0.001763,9.781353,[23 53] ; [69 62],[33.77777778 42.22222222] ; [58.22222222 72.77777778],0
r4,1,0.002794,8.937572,[55 25] ; [115  19],[63.55140187 16.44859813] ; [106.44859813  27.55140187],0
a8,1,0.004064,8.254803,[ 3 72] ; [ 22 100],[ 9.5177665 65.4822335] ; [ 15.4822335 106.5177665],0
s6,1,0.004551,8.049595,[37 42] ; [88 44],[46.80094787 32.19905213] ; [78.19905213 53.80094787],0
p5,1,0.007496,7.150162,[ 3 77] ; [ 21 113],[ 8.97196262 71.02803738] ; [ 15.02803738 118.97196262],0
v3,1,0.007721,7.097085,[15 60] ; [50 82],[23.55072464 51.44927536] ; [41.44927536 90.55072464],0
p7,1,0.014155,6.018671,[39 37] ; [91 42],[47.27272727 28.72727273] ; [82.72727273 50.27272727],0
a4,1,0.023117,5.159723,[ 9 71] ; [ 32 102],[15.3271028 64.6728972] ; [ 25.6728972 108.3271028],0
r3,1,0.031206,4.641598,[69 10] ; [126   6],[73.00947867  5.99052133] ; [121.99052133  10.00947867],0
a3,1,0.032181,4.588839,[29 50] ; [69 64],[36.51886792 42.48113208] ; [61.48113208 71.51886792],0
s7,1,0.03327,4.531857,[23 54] ; [57 70],[30.19607843 46.80392157] ; [49.80392157 77.19607843],0
p8,1,0.033678,4.510986,[31 47] ; [73 60],[38.44549763 39.55450237] ; [65.55450237 67.44549763],0
p11,1,0.038771,4.270883,[51 29] ; [103  31],[57.57009346 22.42990654] ; [96.42990654 37.57009346],0
p10,1,0.041913,4.138724,[51 27] ; [104  29],[57.2985782 20.7014218] ; [97.7014218 35.2985782],0
p6,1,0.0446,4.033686,[20 57] ; [52 79],[26.65384615 50.34615385] ; [45.34615385 85.65384615],0
p1,1,0.065042,3.40391,[ 4 76] ; [ 17 116],[ 7.88732394 72.11267606] ; [ 13.11267606 119.88732394],0
p12,1,0.066784,3.360346,[ 1 79] ; [  9 125],[ 3.73831776 76.26168224] ; [  6.26168224 127.73831776],0
d5,1,0.068265,3.324265,[47 32] ; [96 38],[53.03755869 25.96244131] ; [89.96244131 44.03755869],0
r1,1,0.073374,3.205885,[45 35] ; [91 42],[51.07981221 28.92018779] ; [84.92018779 48.07981221],0
s3,1,0.091745,2.843483,[39 41] ; [80 52],[44.90566038 35.09433962] ; [74.09433962 57.90566038],0
s4,1,0.104271,2.63897,[20 60] ; [ 21 111],[15.47169811 64.52830189] ; [ 25.52830189 106.47169811],0
v2,1,0.10855,2.575203,[29 48] ; [62 64],[34.51724138 42.48275862] ; [56.48275862 69.51724138],0
d2,1,0.141394,2.162721,[13 67] ; [ 33 100],[17.27699531 62.72300469] ; [ 28.72300469 104.27699531],0
a7,1,0.174654,1.842535,[58 21] ; [85 47],[53.54028436 25.45971564] ; [89.45971564 42.54028436],0
n1,1,0.192376,1.699328,[ 7 22] ; [12 18],[ 9.33898305 19.66101695] ; [ 9.66101695 20.33898305],0
p9,1,0.241372,1.372563,[58 20] ; [108  25],[61.36492891 16.63507109] ; [104.63507109  28.36492891],0
s8,1,0.241614,1.371154,[23 57] ; [49 85],[26.91588785 53.08411215] ; [45.08411215 88.91588785],0
u3,1,0.272654,1.203345,[29 21] ; [31 34],[26.08695652 23.91304348] ; [33.91304348 31.08695652],0
s2,1,0.3463,0.886969,[32 48] ; [62 71],[35.30516432 44.69483568] ; [58.69483568 74.30516432],0
v4,1,0.347506,0.882543,[73  6] ; [127   6],[74.52830189  4.47169811] ; [125.47169811   7.52830189],0
b1,1,0.412285,0.672203,[26 54] ; [51 83],[28.78504673 51.21495327] ; [48.21495327 85.78504673],0
n2,1,0.456722,0.553915,[18 10] ; [22  8],[19.31034483  8.68965517] ; [20.68965517  9.31034483],0
b2,1,0.470799,0.520099,[ 7 26] ; [23 60],[ 8.53448276 24.46551724] ; [21.46551724 61.53448276],0
b3,1,0.470799,0.520099,[ 7 26] ; [23 60],[ 8.53448276 24.46551724] ; [21.46551724 61.53448276],0
b5,1,0.476217,0.507514,[45 35] ; [82 52],[47.47663551 32.52336449] ; [79.52336449 54.47663551],0
r2,1,0.491458,0.473333,[69 11] ; [118  14],[70.56603774  9.43396226] ; [116.43396226  15.56603774],0
d1,1,0.513772,0.426378,[24 56] ; [46 88],[26.1682243 53.8317757] ; [43.8317757 90.1682243],0
s5,1,0.519119,0.415644,[19 60] ; [36 92],[20.99033816 58.00966184] ; [34.00966184 93.99033816],0
u2,1,0.555308,0.347893,[28 21] ; [33 31],[26.45132743 22.54867257] ; [34.54867257 29.45132743],0
d4,1,0.66631,0.185949,[53 26] ; [93 40],[54.40566038 24.59433962] ; [91.59433962 41.40566038],0
a6,1,0.774863,0.081808,[44 36] ; [71 63],[42.99065421 37.00934579] ; [72.00934579 61.99065421],0
u1,1,0.797511,0.065828,[ 3 77] ; [  6 128],[ 3.36448598 76.63551402] ; [  5.63551402 128.36448598],0
b4,1,0.880335,0.022664,[48 32] ; [79 55],[47.47663551 32.52336449] ; [79.52336449 54.47663551],0
a1,1,0.902598,0.014977,[ 2 78] ; [  3 131],[ 1.86915888 78.13084112] ; [  3.13084112 130.86915888],0
d3,1,0.917186,0.010812,[46 32] ; [80 54],[46.35849057 31.64150943] ; [79.64150943 54.35849057],0
n3,1,0.931248,0.007443,[20  9] ; [21  9],[20.15254237  8.84745763] ; [20.84745763  9.15254237],0
