Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.6e-05,16.593812,[73 66] ; [219  84],[91.8280543 47.1719457] ; [200.1719457 102.8280543],1
p5,1,0.000245,13.448826,[ 10 130] ; [ 64 239],[ 23.38600451 116.61399549] ; [ 50.61399549 252.38600451],1
p12,1,0.001352,10.269745,[  5 136] ; [ 41 263],[ 14.5752809 126.4247191] ; [ 31.4247191 272.5752809],0
p10,1,0.002929,8.851284,[111  28] ; [274  30],[120.8013544  18.1986456] ; [264.1986456  39.8013544],0
p9,1,0.003896,8.331701,[114  25] ; [278  26],[122.99774266  16.00225734] ; [269.00225734  34.99774266],0
n4,1,0.008552,6.914172,[108  33] ; [264  41],[117.60538117  23.39461883] ; [254.39461883  50.60538117],0
p6,1,0.01368,6.078925,[57 82] ; [162 140],[69.02721088 69.97278912] ; [149.97278912 152.02721088],0
u1,1,0.019097,5.492567,[ 24 117] ; [ 83 222],[ 33.82735426 107.17264574] ; [ 73.17264574 231.82735426],0
p7,1,0.022389,5.215326,[94 45] ; [235  67],[103.6984127  35.3015873] ; [225.3015873  76.6984127],0
a3,1,0.038228,4.294855,[96 45] ; [235  69],[104.87865169  36.12134831] ; [226.12134831  77.87865169],0
v3,1,0.048322,3.898749,[51 82] ; [142 150],[60.39764706 72.60235294] ; [132.60235294 159.39764706],0
b1,1,0.057733,3.601346,[45 96] ; [126 179],[54.06053812 86.93946188] ; [116.93946188 188.06053812],0
s7,1,0.07648,3.138167,[70 67] ; [171 113],[78.42517815 58.57482185] ; [162.57482185 121.42517815],0
s5,1,0.079159,3.082076,[45 91] ; [123 170],[53.25874126 82.74125874] ; [114.74125874 178.25874126],0
p11,1,0.089155,2.889564,[110  31] ; [258  47],[116.34080717  24.65919283] ; [251.65919283  53.34080717],0
n6,1,0.095723,2.775396,[118  22] ; [273  31],[123.28828829  16.71171171] ; [267.71171171  36.28828829],0
n5,1,0.135887,2.223932,[109  32] ; [253  51],[114.7011236  26.2988764] ; [247.2988764  56.7011236],0
b5,1,0.145545,2.118336,[88 53] ; [168 137],[80.93273543 60.06726457] ; [175.06726457 129.93273543],0
u4,1,0.156522,2.007514,[  2 139] ; [ 12 293],[  4.42600897 136.57399103] ; [  9.57399103 295.42600897],0
