Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3.7e-05,17.004482,[36 20] ; [31 71],[23.74683544 32.25316456] ; [43.25316456 58.74683544],1
p5,1,0.005925,7.573083,[ 7 49] ; [  2 101],[ 3.16981132 52.83018868] ; [ 5.83018868 97.16981132],0
p1,1,0.01917,5.485932,[ 7 49] ; [ 3 98],[ 3.56687898 52.43312102] ; [ 6.43312102 94.56687898],0
b1,1,0.026742,4.90736,[32 24] ; [40 63],[25.35849057 30.64150943] ; [46.64150943 56.35849057],0
p8,1,0.035734,4.409735,[25 30] ; [29 72],[19.03846154 35.96153846] ; [34.96153846 66.03846154],0
s4,1,0.041031,4.174736,[12 43] ; [10 91],[ 7.75641026 47.24358974] ; [14.24358974 86.75641026],0
p7,1,0.049506,3.858114,[33 23] ; [43 58],[27.10828025 28.89171975] ; [48.89171975 52.10828025],0
p6,1,0.055869,3.655961,[19 34] ; [22 80],[14.01935484 38.98064516] ; [26.98064516 75.01935484],0
p11,1,0.059876,3.540829,[25 31] ; [62 41],[30.64150943 25.35849057] ; [56.35849057 46.64150943],0
s8,1,0.060963,3.510997,[21 33] ; [25 77],[15.92307692 38.07692308] ; [30.07692308 71.92307692],0
s2,1,0.065542,3.391285,[25 29] ; [32 70],[19.73076923 34.26923077] ; [37.26923077 64.73076923],0
s6,1,0.075535,3.158445,[34 20] ; [49 53],[28.73076923 25.26923077] ; [54.26923077 47.73076923],0
d4,1,0.083745,2.990684,[38 18] ; [81 20],[42.44585987 13.55414013] ; [76.55414013 24.44585987],0
d3,1,0.086955,2.929861,[29 27] ; [67 35],[34.02531646 21.97468354] ; [61.97468354 40.02531646],0
b3,1,0.094127,2.802339,[16 22] ; [17 48],[12.17475728 25.82524272] ; [20.82524272 44.17475728],0
b2,1,0.094127,2.802339,[16 22] ; [17 48],[12.17475728 25.82524272] ; [20.82524272 44.17475728],0
a4,1,0.135142,2.232416,[20 36] ; [49 53],[24.4556962 31.5443038] ; [44.5443038 57.4556962],0
s3,1,0.140554,2.171879,[31 24] ; [44 56],[26.61290323 28.38709677] ; [48.38709677 51.61290323],0
a6,1,0.212435,1.554751,[30 26] ; [65 37],[33.67088608 22.32911392] ; [61.32911392 40.67088608],0
s5,1,0.223301,1.48303,[14 39] ; [18 82],[11.08496732 41.91503268] ; [20.91503268 79.08496732],0
a2,1,0.228347,1.451126,[ 9 47] ; [25 78],[11.97484277 44.02515723] ; [22.02515723 80.97484277],0
r2,1,0.249646,1.325283,[54  2] ; [102   1],[54.94339623  1.05660377] ; [101.05660377   1.94339623],0
u3,1,0.267781,1.228077,[16  7] ; [21 17],[13.95081967  9.04918033] ; [23.04918033 14.95081967],0
r1,1,0.329615,0.950409,[45 11] ; [88 14],[47.13924051  8.86075949] ; [85.86075949 16.13924051],0
p2,1,0.347625,0.882108,[40 16] ; [66 37],[37.33333333 18.66666667] ; [68.66666667 34.33333333],0
d1,1,0.357678,0.84603,[24 32] ; [52 51],[26.7672956 29.2327044] ; [49.2327044 53.7672956],0
s1,1,0.385055,0.7545,[ 4 52] ; [ 4 97],[ 2.85350318 53.14649682] ; [ 5.14649682 95.85350318],0
s7,1,0.391756,0.733483,[21 32] ; [32 66],[18.60264901 34.39735099] ; [34.39735099 63.60264901],0
n2,1,0.401486,0.703871,[14  3] ; [28 11],[12.75  4.25] ; [29.25  9.75],0
a1,1,0.439729,0.59699,[ 3 53] ; [  3 100],[ 2.11320755 53.88679245] ; [ 3.88679245 99.11320755],0
n1,1,0.455778,0.556244,[9 8] ; [16 22],[7.72727273 9.27272727] ; [17.27272727 20.72727273],0
v3,1,0.468882,0.52461,[14 38] ; [32 66],[15.94666667 36.05333333] ; [30.05333333 67.94666667],0
d2,1,0.505881,0.442577,[26 30] ; [53 49],[28. 28.] ; [51. 51.],0
a3,1,0.55232,0.353177,[33 23] ; [65 37],[34.73417722 21.26582278] ; [63.26582278 38.73417722],0
a8,1,0.582997,0.301414,[ 6 42] ; [15 79],[ 7.09859155 40.90140845] ; [13.90140845 80.09859155],0
u1,1,0.603407,0.269887,[ 8 48] ; [18 85],[ 9.1572327 46.8427673] ; [16.8427673 86.1572327],0
a5,1,0.612309,0.256827,[36 20] ; [62 41],[34.51572327 21.48427673] ; [63.48427673 39.51572327],0
n3,1,0.636604,0.223211,[13  4] ; [26 11],[12.27777778  4.72222222] ; [26.72222222 10.27777778],0
a7,1,0.638639,0.220527,[36 20] ; [70 33],[37.33333333 18.66666667] ; [68.66666667 34.33333333],0
n6,1,0.639171,0.219828,[37 18] ; [73 30],[38.29113924 16.70886076] ; [71.70886076 31.29113924],0
n4,1,0.687969,0.161293,[37 18] ; [66 37],[35.85443038 19.14556962] ; [67.14556962 35.85443038],0
v4,1,0.710046,0.138231,[53  3] ; [95  7],[52.4556962  3.5443038] ; [95.5443038  6.4556962],0
v2,1,0.731496,0.117742,[24 30] ; [42 59],[22.99354839 31.00645161] ; [43.00645161 57.99354839],0
d5,1,0.776554,0.08055,[40 16] ; [75 27],[40.75949367 15.24050633] ; [74.24050633 27.75949367],0
b4,1,0.788677,0.071839,[36 20] ; [64 39],[35.22012579 20.77987421] ; [64.77987421 38.22012579],0
n5,1,0.810242,0.057655,[31 24] ; [56 47],[30.28481013 24.71518987] ; [56.71518987 46.28481013],0
u2,1,0.812199,0.056449,[10 12] ; [18 19],[10.44067797 11.55932203] ; [17.55932203 19.44067797],0
r3,1,0.82014,0.051695,[54  2] ; [100   3],[54.23899371  1.76100629] ; [99.76100629  3.23899371],0
p9,1,0.882503,0.021844,[21 34] ; [39 60],[21.42857143 33.57142857] ; [38.57142857 60.42857143],0
b5,1,0.88273,0.021759,[36 20] ; [65 38],[35.57232704 20.42767296] ; [65.42767296 37.57232704],0
u4,1,0.921427,0.009729,[ 2 54] ; [ 4 99],[ 2.11320755 53.88679245] ; [ 3.88679245 99.11320755],0
v1,1,0.948933,0.004102,[22 34] ; [41 62],[22.18867925 33.81132075] ; [40.81132075 62.18867925],0
