Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,27.743748,[85  8] ; [4 8],[78.82857143 14.17142857] ; [10.17142857  1.82857143],1
p2,1,0.000722,11.430524,[78 15] ; [5 7],[73.51428571 19.48571429] ; [9.48571429 2.51428571],1
p4,1,0.002186,9.386202,[65 28] ; [3 9],[60.22857143 32.77142857] ; [7.77142857 4.22857143],0
p11,1,0.002849,8.901714,[75 18] ; [5 7],[70.85714286 22.14285714] ; [9.14285714 2.85714286],0
b1,1,0.005154,7.824519,[31 62] ; [9 3],[35.42857143 57.57142857] ; [4.57142857 7.42857143],0
p3,1,0.020672,5.354271,[56 37] ; [3 9],[52.25714286 40.74285714] ; [6.74285714 5.25714286],0
p6,1,0.024662,5.047458,[47 45] ; [ 2 10],[43.34615385 48.65384615] ; [5.65384615 6.34615385],0
p7,1,0.035278,4.431677,[66 26] ; [5 7],[62.80769231 29.19230769] ; [8.19230769 3.80769231],0
b3,1,0.036928,4.353715,[33 31] ; [1 7],[30.22222222 33.77777778] ; [3.77777778 4.22222222],0
b2,1,0.036928,4.353715,[33 31] ; [1 7],[30.22222222 33.77777778] ; [3.77777778 4.22222222],0
a1,1,0.039625,4.233871,[ 3 90] ; [ 2 10],[ 4.42857143 88.57142857] ; [ 0.57142857 11.42857143],0
v1,1,0.05826,3.586247,[57 35] ; [4 8],[53.96153846 38.03846154] ; [7.03846154 4.96153846],0
n1,1,0.115078,2.483069,[ 5 16] ; [3 2],[ 6.46153846 14.53846154] ; [1.53846154 3.46153846],0
b5,1,0.145647,2.117258,[59 34] ; [5 7],[56.68571429 36.31428571] ; [7.31428571 4.68571429],0
v2,1,0.163034,1.945853,[57 34] ; [5 7],[54.77669903 36.22330097] ; [7.22330097 4.77669903],0
s5,1,0.170441,1.879062,[33 57] ; [ 2 10],[30.88235294 59.11764706] ; [4.11764706 7.88235294],0
s2,1,0.211836,1.558834,[23 70] ; [5 7],[24.8 68.2] ; [3.2 8.8],0
a5,1,0.219846,1.505376,[76 17] ; [8 4],[74.4 18.6] ; [9.6 2.4],0
a6,1,0.220357,1.502046,[56 37] ; [5 7],[54.02857143 38.97142857] ; [6.97142857 5.02857143],0
s1,1,0.230527,1.437605,[ 2 90] ; [ 1 11],[ 2.65384615 89.34615385] ; [ 0.34615385 11.65384615],0
d3,1,0.255363,1.29372,[62 31] ; [6 6],[60.22857143 32.77142857] ; [7.77142857 4.22857143],0
n2,1,0.261253,1.262107,[11 10] ; [4 1],[12.11538462  8.88461538] ; [2.88461538 2.11538462],0
a7,1,0.327163,0.960096,[67 26] ; [7 5],[65.54285714 27.45714286] ; [8.45714286 3.54285714],0
p8,1,0.347288,0.88334,[51 40] ; [5 7],[49.47572816 41.52427184] ; [6.52427184 5.47572816],0
r3,1,0.38438,0.756647,[90  3] ; [11  1],[89.45714286  3.54285714] ; [11.54285714  0.45714286],0
u1,1,0.410477,0.677419,[21 72] ; [4 8],[22.14285714 70.85714286] ; [2.85714286 9.14285714],0
r1,1,0.432388,0.616402,[77 16] ; [11  1],[77.94285714 15.05714286] ; [10.05714286  1.94285714],0
n6,1,0.479458,0.500096,[78 15] ; [11  1],[78.82857143 14.17142857] ; [10.17142857  1.82857143],0
d1,1,0.498259,0.458643,[56 37] ; [6 6],[54.91428571 38.08571429] ; [7.08571429 4.91428571],0
v4,1,0.537043,0.381048,[89  4] ; [11  1],[88.57142857  4.42857143] ; [11.42857143  0.57142857],0
n4,1,0.576875,0.311314,[76 17] ; [9 3],[75.28571429 17.71428571] ; [9.71428571 2.28571429],0
a3,1,0.578961,0.307918,[69 24] ; [8 4],[68.2 24.8] ; [8.8 3.2],0
n5,1,0.594535,0.283317,[68 24] ; [8 4],[67.23076923 24.76923077] ; [8.76923077 3.23076923],0
n3,1,0.656005,0.198413,[13  8] ; [2 2],[12.6  8.4] ; [2.4 1.6],0
a4,1,0.660886,0.192449,[45 48] ; [5 7],[44.28571429 48.71428571] ; [5.71428571 6.28571429],0
s7,1,0.662597,0.190385,[54 34] ; [6 5],[53.33333333 34.66666667] ; [6.66666667 4.33333333],0
b4,1,0.718149,0.130273,[57 36] ; [8 4],[57.57142857 35.42857143] ; [7.42857143 4.57142857],0
v3,1,0.749564,0.101898,[46 45] ; [5 6],[45.5 45.5] ; [5.5 5.5],0
a2,1,0.851005,0.035282,[21 72] ; [3 9],[21.25714286 71.74285714] ; [2.74285714 9.25714286],0
r2,1,0.872745,0.025655,[83  9] ; [11  1],[83.15384615  8.84615385] ; [10.84615385  1.15384615],0
d2,1,0.873691,0.025272,[52 41] ; [7 5],[52.25714286 40.74285714] ; [6.74285714 5.25714286],0
s6,1,0.883319,0.02154,[60 33] ; [8 4],[60.22857143 32.77142857] ; [7.77142857 4.22857143],0
d4,1,0.891357,0.018656,[76 17] ; [10  2],[76.17142857 16.82857143] ; [9.82857143 2.17142857],0
d5,1,0.962906,0.002163,[77 16] ; [10  2],[77.05714286 15.94285714] ; [9.94285714 2.05714286],0
r4,1,0.975026,0.00098,[85  8] ; [11  1],[85.02857143  7.97142857] ; [10.97142857  1.02857143],0
