Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.008386,6.949091,[ 1 10] ; [9 6],[4.23076923 6.76923077] ; [5.76923077 9.23076923],0
r3,1,0.024485,5.059933,[5 6] ; [13  2],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
d1,1,0.032981,4.546777,[2 9] ; [9 6],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
v2,1,0.032981,4.546777,[2 9] ; [9 6],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
d2,1,0.047168,3.939394,[3 8] ; [10  5],[5.5 5.5] ; [7.5 7.5],0
r1,1,0.059417,3.553572,[4 7] ; [11  4],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
d5,1,0.067362,3.346168,[5 6] ; [12  3],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
p7,1,0.067362,3.346168,[6 5] ; [ 3 12],[3.80769231 7.19230769] ; [5.19230769 9.80769231],0
s3,1,0.095581,2.777778,[2 8] ; [8 7],[4. 6.] ; [6. 9.],0
p9,1,0.183902,1.765803,[3 8] ; [8 7],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
b2,1,0.201352,1.63254,[2 5] ; [6 4],[3.29411765 3.70588235] ; [4.70588235 5.29411765],0
b3,1,0.201352,1.63254,[2 5] ; [6 4],[3.29411765 3.70588235] ; [4.70588235 5.29411765],0
s5,1,0.226765,1.461039,[ 1 10] ; [ 4 10],[2.2 8.8] ; [ 2.8 11.2],0
b5,1,0.233703,1.418182,[7 4] ; [6 9],[5.5 5.5] ; [7.5 7.5],0
b4,1,0.233703,1.418182,[9 2] ; [9 6],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
s6,1,0.315266,1.008485,[3 8] ; [7 8],[4.23076923 6.76923077] ; [5.76923077 9.23076923],0
a2,1,0.363892,0.824418,[2 9] ; [ 1 14],[1.26923077 9.73076923] ; [ 1.73076923 13.26923077],0
p3,1,0.389505,0.740488,[2 9] ; [ 5 10],[2.96153846 8.03846154] ; [ 4.03846154 10.96153846],0
b1,1,0.391153,0.735354,[7 4] ; [7 8],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
a4,1,0.391153,0.735354,[4 7] ; [8 7],[5.07692308 5.92307692] ; [6.92307692 8.07692308],0
p8,1,0.420345,0.649351,[3 8] ; [6 8],[3.96 7.04] ; [5.04 8.96],0
p6,1,0.446248,0.580165,[ 1 10] ; [ 3 12],[1.69230769 9.30769231] ; [ 2.30769231 12.69230769],0
d3,1,0.462325,0.54026,[5 6] ; [9 6],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
u2,1,0.465209,0.533333,[1 3] ; [2 2],[1.5 2.5] ; [1.5 2.5],0
n2,1,0.490153,0.47619,[1 2] ; [4 3],[1.5 1.5] ; [3.5 3.5],0
s7,1,0.492519,0.471018,[2 7] ; [5 9],[2.73913043 6.26086957] ; [4.26086957 9.73913043],0
a6,1,0.596613,0.280135,[4 7] ; [ 4 11],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
a3,1,0.596613,0.280135,[7 4] ; [11  4],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
n4,1,0.596613,0.280135,[4 7] ; [ 4 11],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
p11,1,0.599337,0.275996,[4 7] ; [7 8],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
s2,1,0.61193,0.257374,[2 9] ; [ 4 11],[2.53846154 8.46153846] ; [ 3.46153846 11.53846154],0
d4,1,0.734966,0.114601,[9 2] ; [13  2],[9.30769231 1.69230769] ; [12.69230769  2.30769231],0
v1,1,0.740797,0.109428,[3 8] ; [ 5 10],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
p4,1,0.740797,0.109428,[3 8] ; [ 5 10],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
n6,1,0.740797,0.109428,[3 8] ; [ 5 10],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
p10,1,0.740797,0.109428,[3 8] ; [ 5 10],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
p2,1,0.780914,0.077355,[5 6] ; [6 9],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
s8,1,0.818726,0.052525,[ 1 10] ; [ 1 14],[ 0.84615385 10.15384615] ; [ 1.15384615 13.84615385],0
v3,1,0.840342,0.040584,[2 9] ; [ 3 11],[2.2 8.8] ; [ 2.8 11.2],0
a5,1,0.951159,0.003752,[6 5] ; [8 7],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
a7,1,0.951159,0.003752,[6 5] ; [8 7],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
