Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000839,11.152984,[11 17] ; [89 34],[18.54304636  9.45695364] ; [81.45695364 41.54304636],1
n5,1,0.001953,9.592952,[12 15] ; [92 31],[18.72  8.28] ; [85.28 37.72],0
r2,1,0.003206,8.686275,[19  8] ; [113  11],[23.60264901  3.39735099] ; [108.39735099  15.60264901],0
r4,1,0.008603,6.90337,[19  9] ; [109  15],[23.57894737  4.42105263] ; [104.42105263  19.57894737],0
a7,1,0.023945,5.098627,[12 16] ; [81 42],[17.24503311 10.75496689] ; [75.75496689 47.24503311],0
a6,1,0.023945,5.098627,[12 16] ; [81 42],[17.24503311 10.75496689] ; [75.75496689 47.24503311],0
u2,1,0.034343,4.47753,[10  2] ; [29 29],[6.68571429 5.31428571] ; [32.31428571 25.68571429],0
s7,1,0.04954,3.856953,[ 6 20] ; [51 65],[10.43661972 15.56338028] ; [46.56338028 69.43661972],0
v3,1,0.071212,3.254872,[ 5 23] ; [43 78],[ 9.02013423 18.97986577] ; [38.97986577 82.02013423],0
p10,1,0.075087,3.168156,[18 10] ; [96 24],[21.56756757  6.43243243] ; [92.43243243 27.56756757],0
b4,1,0.076083,3.146648,[13 15] ; [80 44],[17.13157895 10.86842105] ; [75.86842105 48.13157895],0
v2,1,0.127284,2.325316,[ 9 18] ; [58 59],[12.5625 14.4375] ; [54.4375 62.5625],0
p8,1,0.133946,2.246163,[11 17] ; [66 54],[14.56756757 13.43243243] ; [62.43243243 57.56756757],0
p4,1,0.145832,2.115314,[ 9 18] ; [59 62],[12.40540541 14.59459459] ; [55.59459459 65.40540541],0
r3,1,0.169435,1.887936,[24  4] ; [115   8],[25.77483444  2.22516556] ; [113.22516556   9.77483444],0
b5,1,0.18251,1.777068,[19  9] ; [67 57],[15.84210526 12.15789474] ; [70.15789474 53.84210526],0
v4,1,0.212205,1.556321,[24  3] ; [118   6],[25.39072848  1.60927152] ; [116.60927152   7.39072848],0
d2,1,0.223863,1.479435,[ 4 24] ; [31 93],[ 6.44736842 21.55263158] ; [28.55263158 95.44736842],0
s5,1,0.233384,1.420118,[ 5 22] ; [35 82],[ 7.5 19.5] ; [32.5 84.5],0
b1,1,0.238202,1.391205,[14 14] ; [47 77],[11.23684211 16.76315789] ; [49.76315789 74.23684211],0
u3,1,0.245934,1.346255,[8 4] ; [28 30],[6.17142857 5.82857143] ; [29.82857143 28.17142857],0
a5,1,0.266763,1.233316,[12 16] ; [67 56],[14.64900662 13.35099338] ; [64.35099338 58.64900662],0
r1,1,0.289629,1.121344,[18 10] ; [92 32],[20.26315789  7.73684211] ; [89.73684211 34.26315789],0
a2,1,0.296721,1.088874,[ 1 27] ; [ 12 112],[ 2.39473684 25.60526316] ; [ 10.60526316 113.39473684],0
p9,1,0.303892,1.057035,[21  7] ; [100  20],[22.89189189  5.10810811] ; [98.10810811 21.89189189],0
s3,1,0.307613,1.040897,[17 11] ; [59 59],[14.57534247 13.42465753] ; [61.42465753 56.57534247],0
p3,1,0.346689,0.885539,[ 9 19] ; [51 71],[11.2 16.8] ; [48.8 73.2],0
a8,1,0.40086,0.705744,[ 4 21] ; [ 12 106],[ 2.7972028 22.2027972] ; [ 13.2027972 104.7972028],0
b2,1,0.416851,0.659177,[ 5 12] ; [30 45],[ 6.4673913 10.5326087] ; [28.5326087 46.4673913],0
b3,1,0.416851,0.659177,[ 5 12] ; [30 45],[ 6.4673913 10.5326087] ; [28.5326087 46.4673913],0
s2,1,0.461856,0.541392,[10 18] ; [52 68],[11.72972973 16.27027027] ; [50.27027027 69.72972973],0
p2,1,0.467478,0.52793,[19  9] ; [91 31],[20.53333333  7.46666667] ; [89.46666667 32.53333333],0
p6,1,0.471658,0.51809,[ 7 20] ; [40 81],[ 8.57432432 18.42567568] ; [38.42567568 82.57432432],0
d1,1,0.477259,0.505121,[ 1 27] ; [  9 115],[ 1.84210526 26.15789474] ; [  8.15789474 115.84210526],0
v1,1,0.553727,0.350682,[11 17] ; [55 66],[12.40268456 15.59731544] ; [53.59731544 67.40268456],0
p1,1,0.578485,0.30869,[ 3 25] ; [ 18 104],[ 3.92 24.08] ; [ 17.08 104.92],0
d4,1,0.592395,0.28662,[13 15] ; [64 59],[14.2781457 13.7218543] ; [62.7218543 60.2781457],0
