Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,53.089173,[339  14] ; [69 27],[320.76614699  32.23385301] ; [87.23385301  8.76614699],1
p9,1,0.0,47.057872,[309  42] ; [53 40],[286.17567568  64.82432432] ; [75.82432432 17.17567568],1
p10,1,0.0,45.061246,[300  51] ; [51 44],[276.23542601  74.76457399] ; [74.76457399 20.23542601],1
p8,1,0.0,42.377569,[197 151] ; [18 77],[168.89390519 179.10609481] ; [46.10609481 48.89390519],1
p4,1,0.0,41.410743,[228 127] ; [26 69],[200.37777778 154.62222222] ; [53.62222222 41.37777778],1
r4,1,0.0,38.180904,[318  37] ; [61 35],[298.32594235  56.67405765] ; [80.67405765 15.32594235],1
v4,1,0.0,37.844073,[338  15] ; [73 23],[323.1247216  29.8752784] ; [87.8752784  8.1247216],1
p11,1,0.0,37.136746,[299  56] ; [53 43],[277.07317073  77.92682927] ; [74.92682927 21.07317073],1
p7,1,0.0,30.43463,[228 123] ; [30 61],[204.88235294 146.11764706] ; [53.11764706 37.88235294],1
v1,1,1.9e-05,18.304245,[198 148] ; [30 63],[179.69931663 166.30068337] ; [48.30068337 44.69931663],1
d3,1,3.3e-05,17.236505,[242 112] ; [43 52],[224.69933185 129.30066815] ; [60.30066815 34.69933185],1
p6,1,3.9e-05,16.927587,[127 226] ; [13 81],[110.55928412 242.44071588] ; [29.44071588 64.55928412],1
n6,1,4e-05,16.852602,[315  38] ; [69 26],[302.57142857  50.42857143] ; [81.42857143 13.57142857],1
d5,1,4.8e-05,16.514271,[290  65] ; [59 36],[275.32222222  79.67777778] ; [73.67777778 21.32222222],1
r1,1,0.000141,14.492209,[280  73] ; [58 38],[265.73273942  87.26726058] ; [72.26726058 23.73273942],1
a1,1,0.000203,13.800358,[ 11 344] ; [12 84],[ 18.10421286 336.89578714] ; [ 4.89578714 91.10421286],1
r2,1,0.000498,12.124384,[329  23] ; [77 17],[320.43049327  31.56950673] ; [85.56950673  8.43049327],1
d4,1,0.001022,10.787749,[281  73] ; [60 35],[268.85077951  85.14922049] ; [72.14922049 22.85077951],0
s6,1,0.00218,9.391226,[216 137] ; [42 54],[202.83741648 150.16258352] ; [55.16258352 40.83741648],0
b1,1,0.004367,8.12452,[128 227] ; [50 46],[140.11086475 214.88913525] ; [37.88913525 58.11086475],0
p3,1,0.005144,7.828022,[171 183] ; [31 65],[158.90666667 195.09333333] ; [43.09333333 52.90666667],0
