Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-05,19.539557,[100  23] ; [31 31],[87.0972973 35.9027027] ; [43.9027027 18.0972973],1
s6,1,5.6e-05,16.242654,[72 49] ; [17 44],[59.17032967 61.82967033] ; [29.82967033 31.17032967],1
v4,1,6.1e-05,16.067898,[107  16] ; [38 24],[96.40540541 26.59459459] ; [48.59459459 13.40540541],1
p11,1,6.3e-05,16.004276,[76 47] ; [19 43],[63.16216216 59.83783784] ; [31.83783784 30.16216216],1
n5,1,0.000227,13.595627,[87 36] ; [26 35],[75.53804348 47.46195652] ; [37.46195652 23.53804348],1
r3,1,0.000439,12.357535,[108  15] ; [41 21],[99.06486486 23.93513514] ; [49.93513514 12.06486486],1
s8,1,0.000479,12.195367,[46 76] ; [ 8 54],[35.80434783 86.19565217] ; [18.19565217 43.80434783],1
n4,1,0.001469,10.116841,[87 36] ; [29 33],[77.12432432 45.87567568] ; [38.87567568 23.12432432],0
p10,1,0.002309,9.286234,[74 48] ; [22 38],[64.35164835 57.64835165] ; [31.64835165 28.35164835],0
u1,1,0.00509,7.847321,[ 22 101] ; [ 2 60],[ 15.95675676 107.04324324] ; [ 8.04324324 53.95675676],0
r2,1,0.011065,6.454836,[109  11] ; [47 14],[103.42541436  16.57458564] ; [52.57458564  8.42541436],0
s7,1,0.025738,4.973565,[45 72] ; [12 44],[38.54913295 78.45086705] ; [18.45086705 37.54913295],0
s5,1,0.027078,4.885835,[32 86] ; [ 7 50],[26.29714286 91.70285714] ; [12.70285714 44.29714286],0
s4,1,0.033378,4.526299,[30 92] ; [ 7 55],[24.5326087 97.4673913] ; [12.4673913 49.5326087],0
p9,1,0.042035,4.133811,[72 46] ; [27 33],[65.62921348 52.37078652] ; [33.37078652 26.62921348],0
b5,1,0.051676,3.786227,[76 47] ; [29 33],[69.81081081 53.18918919] ; [35.18918919 26.81081081],0
p3,1,0.068435,3.320165,[40 83] ; [12 49],[34.76086957 88.23913043] ; [17.23913043 43.76086957],0
a1,1,0.074956,3.171021,[  8 115] ; [ 9 53],[ 11.3027027 111.6972973] ; [ 5.6972973 56.3027027],0
v2,1,0.076467,3.138429,[61 56] ; [22 36],[55.49142857 61.50857143] ; [27.50857143 30.49142857],0
d1,1,0.107696,2.58771,[65 58] ; [25 37],[59.83783784 63.16216216] ; [30.16216216 31.83783784],0
p4,1,0.124875,2.355087,[37 85] ; [12 49],[32.66666667 89.33333333] ; [16.33333333 44.66666667],0
p6,1,0.141493,2.161644,[25 97] ; [ 7 53],[ 21.45054945 100.54945055] ; [10.54945055 49.45054945],0
p12,1,0.149791,2.074379,[  8 115] ; [ 1 60],[  6.01630435 116.98369565] ; [ 2.98369565 58.01630435],0
b4,1,0.156532,2.007411,[73 50] ; [30 32],[68.48108108 54.51891892] ; [34.51891892 27.48108108],0
d4,1,0.183364,1.770146,[94 29] ; [41 20],[90.24456522 32.75543478] ; [44.75543478 16.24456522],0
a7,1,0.185044,1.756645,[76 47] ; [32 30],[71.80540541 51.19459459] ; [36.19459459 25.80540541],0
n2,1,0.188814,1.72685,[31 11] ; [19 13],[28.37837838 13.62162162] ; [21.62162162 10.37837838],0
r1,1,0.206994,1.592329,[83 40] ; [36 26],[79.11891892 43.88108108] ; [39.88108108 22.11891892],0
d5,1,0.248382,1.332381,[87 36] ; [38 23],[83.55978261 39.44021739] ; [41.44021739 19.55978261],0
s1,1,0.252913,1.307143,[  8 114] ; [ 7 54],[ 10. 112.] ; [ 5. 56.],0
v1,1,0.255116,1.295066,[45 75] ; [18 44],[41.53846154 78.46153846] ; [21.46153846 40.53846154],0
a8,1,0.265869,1.237938,[  9 107] ; [ 8 54],[ 11.07865169 104.92134831] ; [ 5.92134831 56.07865169],0
u2,1,0.271732,1.207983,[20 25] ; [14 10],[22.17391304 22.82608696] ; [11.82608696 12.17391304],0
a6,1,0.271865,1.207312,[73 50] ; [31 30],[69.52173913 53.47826087] ; [34.47826087 26.52173913],0
v3,1,0.313822,1.014521,[39 78] ; [15 43],[36.10285714 80.89714286] ; [17.89714286 40.10285714],0
d3,1,0.321679,0.982109,[70 53] ; [30 31],[66.84782609 56.15217391] ; [33.15217391 27.84782609],0
n3,1,0.324127,0.972222,[26 14] ; [16 14],[24. 16.] ; [18. 12.],0
s2,1,0.327549,0.958564,[50 71] ; [21 41],[46.94535519 74.05464481] ; [24.05464481 37.94535519],0
a2,1,0.335562,0.927313,[25 98] ; [ 9 53],[ 22.60540541 100.39459459] ; [11.39459459 50.60540541],0
u4,1,0.37414,0.789867,[  5 118] ; [ 1 61],[  3.98918919 119.01081081] ; [ 2.01081081 59.98918919],0
d2,1,0.433395,0.613708,[59 62] ; [26 35],[56.51098901 64.48901099] ; [28.48901099 32.51098901],0
p1,1,0.482439,0.493345,[ 10 113] ; [ 7 55],[ 11.3027027 111.6972973] ; [ 5.6972973 56.3027027],0
p7,1,0.490153,0.47619,[38 82] ; [16 44],[36. 84.] ; [18. 42.],0
a5,1,0.550201,0.356957,[77 46] ; [36 26],[75.12972973 47.87027027] ; [37.87027027 24.12972973],0
b1,1,0.566842,0.327995,[58 65] ; [32 30],[59.83783784 63.16216216] ; [30.16216216 31.83783784],0
b3,1,0.609358,0.26111,[27 51] ; [15 23],[28.24137931 49.75862069] ; [13.75862069 24.24137931],0
b2,1,0.609358,0.26111,[27 51] ; [15 23],[28.24137931 49.75862069] ; [13.75862069 24.24137931],0
s3,1,0.626708,0.236552,[49 72] ; [27 34],[50.52747253 70.47252747] ; [25.47252747 35.52747253],0
a4,1,0.652394,0.202895,[53 68] ; [25 37],[51.57377049 69.42622951] ; [26.42622951 35.57377049],0
u3,1,0.729419,0.119645,[25 21] ; [12 12],[24.31428571 21.68571429] ; [12.68571429 11.31428571],0
p8,1,0.776857,0.080325,[26 97] ; [12 50],[25.26486486 97.73513514] ; [12.73513514 49.26486486],0
n1,1,0.84452,0.038461,[18 24] ; [14 17],[18.4109589 23.5890411] ; [13.5890411 17.4109589],0
a3,1,0.913861,0.011701,[77 45] ; [38 23],[76.66666667 45.33333333] ; [38.33333333 22.66666667],0
