Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.0032,8.689624,[ 1 32] ; [3 5],[ 3.2195122 29.7804878] ; [0.7804878 7.2195122],0
d2,1,0.011925,6.322028,[ 9 24] ; [6 2],[12.07317073 20.92682927] ; [2.92682927 5.07317073],0
b3,1,0.012334,6.262155,[ 2 17] ; [4 3],[ 4.38461538 14.61538462] ; [1.61538462 5.38461538],0
b2,1,0.012334,6.262155,[ 2 17] ; [4 3],[ 4.38461538 14.61538462] ; [1.61538462 5.38461538],0
r1,1,0.015669,5.839656,[ 5 28] ; [4 3],[ 7.425 25.575] ; [1.575 5.425],0
a2,1,0.041392,4.159903,[ 3 30] ; [3 5],[ 4.82926829 28.17073171] ; [1.17073171 6.82926829],0
p1,1,0.041392,4.159903,[ 3 30] ; [3 5],[ 4.82926829 28.17073171] ; [1.17073171 6.82926829],0
s5,1,0.05145,3.793548,[ 6 25] ; [3 2],[ 7.75 23.25] ; [1.25 3.75],0
a3,1,0.063816,3.435318,[17 16] ; [7 1],[19.31707317 13.68292683] ; [4.68292683 3.31707317],0
d1,1,0.070005,3.282913,[13 20] ; [6 2],[15.29268293 17.70731707] ; [3.70731707 4.29268293],0
s1,1,0.105301,2.623362,[ 2 31] ; [2 6],[ 3.2195122 29.7804878] ; [0.7804878 7.2195122],0
a6,1,0.114918,2.485247,[19 14] ; [7 1],[20.92682927 12.07317073] ; [5.07317073 2.92682927],0
p8,1,0.133642,2.249675,[15 18] ; [6 2],[16.90243902 16.09756098] ; [4.09756098 3.90243902],0
d3,1,0.150111,2.071118,[20 13] ; [7 1],[21.73170732 11.26829268] ; [5.26829268 2.73170732],0
a7,1,0.177249,1.820538,[16 17] ; [6 2],[17.70731707 15.29268293] ; [4.29268293 3.70731707],0
p10,1,0.188204,1.73162,[19 13] ; [6 1],[20.51282051 11.48717949] ; [4.48717949 2.51282051],0
v3,1,0.229654,1.443001,[ 7 26] ; [3 4],[ 8.25 24.75] ; [1.75 5.25],0
p4,1,0.245282,1.349976,[22 11] ; [7 1],[23.34146341  9.65853659] ; [5.65853659 2.34146341],0
a1,1,0.264622,1.244415,[ 1 32] ; [1 7],[ 1.6097561 31.3902439] ; [0.3902439 7.6097561],0
n3,1,0.291841,1.111111,[8 4] ; [1 2],[7.2 4.8] ; [1.8 1.2],0
p9,1,0.307917,1.039589,[23 10] ; [7 1],[24.14634146  8.85365854] ; [5.85365854 2.14634146],0
v2,1,0.308063,1.038961,[12 21] ; [4 3],[13.2 19.8] ; [2.8 4.2],0
s2,1,0.338962,0.914354,[18 15] ; [2 4],[16.92307692 16.07692308] ; [3.07692308 2.92307692],0
a4,1,0.379926,0.77094,[11 22] ; [4 4],[12.07317073 20.92682927] ; [2.92682927 5.07317073],0
p6,1,0.388237,0.744456,[13 20] ; [4 3],[14.025 18.975] ; [2.975 4.025],0
p7,1,0.414216,0.666667,[19 13] ; [6 2],[20. 12.] ; [5. 3.],0
n5,1,0.414216,0.666667,[19 13] ; [6 2],[20. 12.] ; [5. 3.],0
v4,1,0.433714,0.612857,[22 11] ; [3 3],[21.15384615 11.84615385] ; [3.84615385 2.15384615],0
r3,1,0.433714,0.612857,[22 11] ; [3 3],[21.15384615 11.84615385] ; [3.84615385 2.15384615],0
p2,1,0.471604,0.518216,[25  8] ; [7 1],[25.75609756  7.24390244] ; [6.24390244 1.75609756],0
v1,1,0.477099,0.505488,[14 19] ; [4 3],[14.85 18.15] ; [3.15 3.85],0
a5,1,0.54313,0.369769,[21 12] ; [6 2],[21.73170732 11.26829268] ; [5.26829268 2.73170732],0
r2,1,0.565403,0.330435,[20 12] ; [3 3],[19.36842105 12.63157895] ; [3.63157895 2.36842105],0
n4,1,0.649523,0.206502,[22 11] ; [6 2],[22.53658537 10.46341463] ; [5.46341463 2.53658537],0
b5,1,0.698486,0.150051,[19 14] ; [4 4],[18.51219512 14.48780488] ; [4.48780488 3.51219512],0
n2,1,0.770335,0.085227,[9 3] ; [2 1],[8.8 3.2] ; [2.2 0.8],0
s8,1,0.927647,0.008246,[10 23] ; [2 5],[ 9.9 23.1] ; [2.1 4.9],0
b4,1,0.938689,0.005916,[16 17] ; [4 4],[16.09756098 16.90243902] ; [3.90243902 4.09756098],0
s6,1,0.945546,0.004665,[17 16] ; [3 3],[16.92307692 16.07692308] ; [3.07692308 2.92307692],0
b1,1,0.952263,0.003584,[21 12] ; [5 3],[20.92682927 12.07317073] ; [5.07317073 2.92682927],0
s7,1,0.981731,0.000524,[13 17] ; [3 4],[12.97297297 17.02702703] ; [3.02702703 3.97297297],0
s3,1,1.0,0.0,[16 16] ; [3 3],[16. 16.] ; [3. 3.],0
