Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,30.791361,[ 15 355] ; [10 27],[ 22.72727273 347.27272727] ; [ 2.27272727 34.72727273],1
s5,1,0.0,29.63256,[ 81 286] ; [22 12],[ 94.26683292 272.73316708] ; [ 8.73316708 25.26683292],1
p1,1,0.0,28.265758,[ 23 347] ; [12 26],[ 31.74019608 338.25980392] ; [ 3.25980392 34.74019608],1
p3,1,5.3e-05,16.336394,[147 224] ; [28 10],[158.7408313 212.2591687] ; [16.2591687 21.7408313],1
p6,1,0.000367,12.691242,[ 96 270] ; [20 17],[105.34987593 260.65012407] ; [10.65012407 26.34987593],1
p4,1,0.000414,12.46768,[191 179] ; [31  7],[201.32352941 168.67647059] ; [20.67647059 17.32352941],1
a1,1,0.001939,9.606593,[ 11 362] ; [ 5 33],[ 14.52068127 358.47931873] ; [ 1.47931873 36.52068127],0
p8,1,0.005004,7.877949,[173 194] ; [27 11],[181.2345679 185.7654321] ; [18.7654321 19.2345679],0
r3,1,0.007475,7.155073,[356  14] ; [32  5],[352.72727273  17.27272727] ; [35.27272727  1.72727273],0
p10,1,0.008348,6.957161,[295  74] ; [37  1],[301.002457  67.997543] ; [30.997543  7.002457],0
r2,1,0.009153,6.792675,[343  25] ; [30  7],[338.92345679  29.07654321] ; [34.07654321  2.92345679],0
n3,1,0.009385,6.748004,[67 17] ; [2 4],[64.4 19.6] ; [4.6 1.4],0
p9,1,0.015542,5.853932,[302  66] ; [37  1],[307.27093596  60.72906404] ; [31.72906404  6.27093596],0
b2,1,0.019945,5.416711,[ 56 146] ; [13 13],[ 61.13157895 140.86842105] ; [ 7.86842105 18.13157895],0
b3,1,0.019945,5.416711,[ 56 146] ; [13 13],[ 61.13157895 140.86842105] ; [ 7.86842105 18.13157895],0
v3,1,0.035283,4.431414,[109 253] ; [17 19],[114.60301508 247.39698492] ; [11.39698492 24.60301508],0
n5,1,0.037369,4.333527,[262 107] ; [33  5],[267.45700246 101.54299754] ; [27.54299754 10.45700246],0
d2,1,0.03957,4.236228,[141 229] ; [21 17],[146.91176471 223.08823529] ; [15.08823529 22.91176471],0
u1,1,0.057785,3.599858,[ 47 326] ; [ 9 29],[ 50.82238443 322.17761557] ; [ 5.17761557 32.82238443],0
s6,1,0.06876,3.312373,[184 183] ; [22 11],[189.005 177.995] ; [16.995 16.005],0
n6,1,0.071343,3.251843,[309  62] ; [35  2],[312.80392157  58.19607843] ; [31.19607843  5.80392157],0
a5,1,0.110829,2.542365,[247 126] ; [30  8],[251.3892944 121.6107056] ; [25.6107056 12.3892944],0
r4,1,0.11527,2.480444,[328  45] ; [30  8],[324.90024331  48.09975669] ; [33.09975669  4.90024331],0
s1,1,0.125998,2.341132,[  6 361] ; [ 2 36],[  7.24938272 359.75061728] ; [ 0.75061728 37.24938272],0
s4,1,0.132971,2.257468,[ 55 312] ; [ 2 33],[ 52.03731343 314.96268657] ; [ 4.96268657 30.03731343],0
p7,1,0.146985,2.103265,[211 153] ; [26 11],[215.13216958 148.86783042] ; [21.86783042 15.13216958],0
r1,1,0.205565,1.60239,[286  86] ; [25 12],[282.86552567  89.13447433] ; [28.13447433  8.86552567],0
d1,1,0.21048,1.568125,[186 187] ; [23 15],[189.67639903 183.32360097] ; [19.32360097 18.67639903],0
a3,1,0.224791,1.473519,[238 135] ; [28 10],[241.40632603 131.59367397] ; [24.59367397 13.40632603],0
b1,1,0.228554,1.449838,[121 252] ; [16 22],[124.33333333 248.66666667] ; [12.66666667 25.33333333],0
a6,1,0.233715,1.418106,[260 113] ; [30  8],[263.18734793 109.81265207] ; [26.81265207 11.18734793],0
s3,1,0.234948,1.41065,[149 217] ; [11 25],[145.67164179 220.32835821] ; [14.32835821 21.67164179],0
b5,1,0.256422,1.287975,[222 151] ; [19 19],[218.71776156 154.28223844] ; [22.28223844 15.71776156],0
n4,1,0.257963,1.279656,[272 100] ; [31  7],[274.91707317  97.08292683] ; [28.08292683  9.91707317],0
s7,1,0.284681,1.144605,[ 90 268] ; [12 24],[ 92.68020305 265.31979695] ; [ 9.31979695 26.68020305],0
u3,1,0.297549,1.085148,[71 63] ; [7 3],[72.58333333 61.41666667] ; [5.41666667 4.58333333],0
a8,1,0.30743,1.041686,[ 41 301] ; [ 2 31],[ 39.216 302.784] ; [ 3.784 29.216],0
u2,1,0.330544,0.946765,[72 61] ; [7 3],[73.47552448 59.52447552] ; [5.52447552 4.47552448],0
