Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,47.441532,[249  13] ; [58 28],[231.13218391  30.86781609] ; [75.86781609 10.13218391],1
v4,1,0.0,31.865726,[252  11] ; [65 21],[238.88538682  24.11461318] ; [78.11461318  7.88538682],1
p10,1,0.0,29.325279,[213  47] ; [44 40],[194.24418605  65.75581395] ; [62.75581395 21.24418605],1
r4,1,0.0,28.693254,[234  31] ; [54 32],[217.43589744  47.56410256] ; [70.56410256 15.43589744],1
p4,1,0.0,25.913104,[123 141] ; [13 71],[103.17241379 160.82758621] ; [32.82758621 51.17241379],1
p8,1,0.0,25.586669,[118 138] ; [13 72],[ 98.34604106 157.65395894] ; [32.65395894 52.34604106],1
p9,1,1e-06,23.956606,[218  40] ; [49 34],[202.01173021  55.98826979] ; [64.98826979 18.01173021],1
p7,1,2e-06,22.58349,[146 108] ; [22 59],[127.37910448 126.62089552] ; [40.62089552 40.37910448],1
p11,1,3e-06,21.821039,[210  55] ; [46 40],[193.27635328  71.72364672] ; [62.72364672 23.27635328],1
a1,1,7.8e-05,15.610898,[  6 259] ; [11 75],[ 12.83475783 252.16524217] ; [ 4.16524217 81.83475783],1
r1,1,0.000427,12.41026,[209  54] ; [52 34],[196.68481375  66.31518625] ; [64.31518625 21.68481375],1
d5,1,0.000534,11.994033,[209  56] ; [51 34],[196.85714286  68.14285714] ; [63.14285714 21.85714286],1
b1,1,0.000601,11.774096,[ 87 178] ; [46 40],[100.41310541 164.58689459] ; [32.58689459 53.41310541],1
s6,1,0.00197,9.577435,[176  85] ; [42 44],[163.97118156  97.02881844] ; [54.02881844 31.97118156],0
n6,1,0.002415,9.203525,[227  36] ; [62 24],[217.78510029  45.21489971] ; [71.21489971 14.78510029],0
p6,1,0.003004,8.80486,[ 80 180] ; [12 72],[ 69.53488372 190.46511628] ; [22.46511628 61.53488372],0
s1,1,0.004056,8.258642,[  6 250] ; [ 8 76],[ 10.54117647 245.45882353] ; [ 3.45882353 80.54117647],0
v1,1,0.005046,7.863042,[134 122] ; [30 56],[122.76023392 133.23976608] ; [41.23976608 44.76023392],0
r2,1,0.007256,7.208484,[243  18] ; [70 14],[236.79130435  24.20869565] ; [76.20869565  7.79130435],0
p1,1,0.00736,7.182932,[ 12 252] ; [11 75],[ 17.34857143 246.65142857] ; [ 5.65142857 80.34857143],0
s2,1,0.014202,6.01289,[132 129] ; [30 55],[122.20231214 138.79768786] ; [39.79768786 45.20231214],0
s3,1,0.022378,5.216137,[147 113] ; [35 48],[137.95918367 122.04081633] ; [44.04081633 38.95918367],0
d4,1,0.023685,5.117551,[208  55] ; [57 28],[200.27298851  62.72701149] ; [64.72701149 20.27298851],0
d3,1,0.036484,4.374326,[176  88] ; [46 39],[167.93123209  96.06876791] ; [54.06876791 30.93123209],0
b5,1,0.043269,4.084861,[171  94] ; [45 41],[163.07692308 101.92307692] ; [52.92307692 33.07692308],0
v2,1,0.053694,3.7222,[127 125] ; [30 49],[119.52870091 132.47129909] ; [37.47129909 41.52870091],0
a7,1,0.05632,3.642563,[183  81] ; [50 36],[175.74857143  88.25142857] ; [57.25142857 28.74857143],0
n3,1,0.08173,3.030159,[51 21] ; [20 17],[46.89908257 25.10091743] ; [24.10091743 12.89908257],0
n1,1,0.092835,2.824519,[26 44] ; [20 17],[30.09345794 39.90654206] ; [15.90654206 21.09345794],0
n2,1,0.103484,2.651014,[58 14] ; [26 13],[54.48648649 17.51351351] ; [29.51351351  9.48648649],0
p12,1,0.149777,2.074516,[ 11 252] ; [ 7 79],[ 13.56446991 249.43553009] ; [ 4.43553009 81.56446991],0
s7,1,0.165943,1.919218,[114 142] ; [29 52],[108.62908012 147.37091988] ; [34.37091988 46.62908012],0
p5,1,0.242292,1.367212,[ 13 251] ; [ 7 77],[ 15.17241379 248.82758621] ; [ 4.82758621 79.17241379],0
n4,1,0.24535,1.349589,[223  41] ; [68 18],[219.49714286  44.50285714] ; [71.50285714 14.49714286],0
u4,1,0.25404,1.300946,[  4 261] ; [ 3 83],[  5.28490028 259.71509972] ; [ 1.71509972 84.28490028],0
d2,1,0.256607,1.286969,[116 147] ; [43 41],[120.51008646 142.48991354] ; [38.48991354 45.51008646],0
a5,1,0.278762,1.173117,[186  79] ; [55 31],[181.95156695  83.04843305] ; [59.04843305 26.95156695],0
s5,1,0.291173,1.114188,[ 73 183] ; [19 65],[ 69.27058824 186.72941176] ; [22.72941176 61.27058824],0
u3,1,0.321208,0.984023,[45 41] ; [13 18],[42.63247863 43.36752137] ; [15.36752137 15.63247863],0
d1,1,0.405807,0.691052,[140 125] ; [41 45],[136.65242165 128.34757835] ; [44.34757835 41.65242165],0
s8,1,0.413318,0.669235,[102 162] ; [29 57],[ 98.81142857 165.18857143] ; [32.18857143 53.81142857],0
a6,1,0.414006,0.667268,[175  90] ; [52 33],[171.87142857  93.12857143] ; [55.12857143 29.87142857],0
v3,1,0.470025,0.521918,[ 84 173] ; [30 51],[ 86.68047337 170.31952663] ; [27.31952663 53.68047337],0
a8,1,0.486212,0.484899,[ 40 200] ; [11 71],[ 38.01242236 201.98757764] ; [12.98757764 69.01242236],0
b2,1,0.56186,0.336495,[51 96] ; [23 36],[52.80582524 94.19417476] ; [21.19417476 37.80582524],0
b3,1,0.56186,0.336495,[51 96] ; [23 36],[52.80582524 94.19417476] ; [21.19417476 37.80582524],0
a3,1,0.724928,0.123819,[179  86] ; [55 29],[177.67908309  87.32091691] ; [56.32091691 27.67908309],0
a2,1,0.733818,0.115635,[ 57 208] ; [20 66],[ 58.13390313 206.86609687] ; [18.86609687 67.13390313],0
b4,1,0.894318,0.017647,[155 110] ; [51 35],[155.52706553 109.47293447] ; [50.47293447 35.52706553],0
a4,1,0.944274,0.004886,[112 152] ; [36 48],[112.27586207 151.72413793] ; [35.72413793 48.27586207],0
u1,1,0.992406,9.1e-05,[ 34 231] ; [11 75],[ 33.97435897 231.02564103] ; [11.02564103 74.97435897],0
s4,1,0.994403,4.9e-05,[ 40 221] ; [13 72],[ 39.97976879 221.02023121] ; [13.02023121 71.97976879],0
u2,1,1.0,0.0,[43 43] ; [15 15],[43. 43.] ; [15. 15.],0
