Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,277.345669,[ 74 228] ; [308  38],[178.0308642 123.9691358] ; [203.9691358 142.0308642],1
s7,1,0.0,140.053949,[ 80 208] ; [252  83],[153.47672552 134.52327448] ; [178.52327448 156.47672552],1
s6,1,0.0,111.889399,[147 151] ; [301  42],[208.27457098  89.72542902] ; [239.72542902 103.27457098],1
s8,1,0.0,100.79029,[ 78 224] ; [227 121],[141.70769231 160.29230769] ; [163.29230769 184.70769231],1
s5,1,0.0,65.165711,[ 57 240] ; [167 167],[105.43264659 191.56735341] ; [118.56735341 215.43264659],1
s4,1,1.8e-05,18.391587,[ 27 274] ; [ 73 271],[ 46.66666667 254.33333333] ; [ 53.33333333 290.66666667],1
p6,1,2.5e-05,17.755336,[ 92 208] ; [161 182],[118.04043546 181.95956454] ; [134.95956454 208.04043546],1
d4,1,0.000177,14.065068,[226  76] ; [299  47],[244.67592593  57.32407407] ; [280.32407407  65.67592593],1
a3,1,0.000343,12.818764,[201 101] ; [275  73],[221.15692308  80.84307692] ; [254.84307692  93.15692308],1
p4,1,0.000364,12.709391,[167 135] ; [239 108],[188.92449923 113.07550077] ; [217.07550077 129.92449923],1
d1,1,0.000389,12.584143,[161 143] ; [233 117],[183.14373089 120.85626911] ; [210.85626911 139.14373089],1
r4,1,0.000522,12.035991,[269  35] ; [335  15],[280.75840979  23.24159021] ; [323.24159021  26.75840979],1
p9,1,0.000778,11.294107,[243  56] ; [312  33],[257.67857143  41.32142857] ; [297.32142857  47.67857143],1
p12,1,0.000864,11.098879,[ 14 285] ; [ 42 306],[ 25.87944359 273.12055641] ; [ 30.12055641 317.87944359],1
p10,1,0.002015,9.535592,[237  62] ; [306  41],[251.32662539  47.67337461] ; [291.67337461  55.32662539],0
r3,1,0.003395,8.581991,[276  27] ; [336  12],[284.84792627  18.15207373] ; [327.15207373  20.84792627],0
v4,1,0.005378,7.747583,[284  19] ; [343   7],[290.93568147  12.06431853] ; [336.06431853  13.93568147],0
u4,1,0.006483,7.410887,[  3 301] ; [ 16 334],[  8.83180428 295.16819572] ; [ 10.16819572 339.83180428],0
r1,1,0.006761,7.335293,[235  67] ; [300  49],[248.18740399  53.81259601] ; [286.81259601  62.18740399],0
v3,1,0.007626,7.119175,[111 187] ; [160 175],[127.57977883 170.42022117] ; [143.42022117 191.57977883],0
p7,1,0.009144,6.794412,[179 119] ; [235 101],[194.59305994 103.40694006] ; [219.40694006 116.59305994],0
a6,1,0.013278,6.131755,[225  79] ; [225 121],[210.46153846  93.53846154] ; [239.53846154 106.46153846],0
u1,1,0.01352,6.099717,[ 47 257] ; [ 81 269],[ 59.49847095 244.50152905] ; [ 68.50152905 281.49847095],0
n6,1,0.015689,5.837418,[263  40] ; [322  26],[272.28110599  30.71889401] ; [312.71889401  35.28110599],0
v1,1,0.021539,5.282615,[159 139] ; [212 128],[173.28840125 124.71159875] ; [197.71159875 142.28840125],0
p2,1,0.027826,4.838805,[240  61] ; [300  48],[250.44684129  50.55315871] ; [289.55315871  58.44684129],0
p3,1,0.03032,4.691064,[144 158] ; [195 152],[157.74730354 144.25269646] ; [181.25269646 165.74730354],0
s1,1,0.033407,4.524809,[  5 295] ; [ 16 328],[  9.7826087 290.2173913] ; [ 11.2173913 332.7826087],0
u3,1,0.035701,4.411328,[51 52] ; [49 26],[57.86516854 45.13483146] ; [42.13483146 32.86516854],0
d2,1,0.036305,4.382726,[140 161] ; [190 157],[153.28703704 147.71296296] ; [176.71296296 170.28703704],0
v2,1,0.040181,4.210219,[150 142] ; [200 136],[162.7388535 129.2611465] ; [187.2611465 148.7388535],0
u2,1,0.057723,3.601621,[46 55] ; [45 30],[52.22159091 48.77840909] ; [38.77840909 36.22159091],0
a4,1,0.060351,3.527707,[130 170] ; [177 172],[141.91063174 158.08936826] ; [165.08936826 183.91063174],0
n2,1,0.061182,3.505047,[52 21] ; [59 11],[56.66433566 16.33566434] ; [54.33566434 15.66433566],0
d3,1,0.061825,3.487737,[194 109] ; [246 101],[205.10769231  97.89230769] ; [234.89230769 112.10769231],0
a8,1,0.066721,3.361892,[ 33 237] ; [ 57 266],[ 40.97807757 229.02192243] ; [ 49.02192243 273.97807757],0
d5,1,0.086628,2.935942,[240  64] ; [292  55],[248.43010753  55.56989247] ; [283.56989247  63.43010753],0
p5,1,0.126862,2.330485,[ 34 268] ; [ 53 292],[ 40.60896445 261.39103555] ; [ 46.39103555 298.60896445],0
a2,1,0.130014,2.292339,[ 71 233] ; [100 250],[ 79.48623853 224.51376147] ; [ 91.51376147 258.48623853],0
