Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,182.981358,[220  94] ; [ 38 230],[139.19587629 174.80412371] ; [118.80412371 149.19587629],1
d4,1,0.0,168.757587,[310   4] ; [145 123],[245.48109966  68.51890034] ; [209.51890034  58.48109966],1
d5,1,0.0,157.339654,[308   6] ; [147 120],[245.90361446  68.09638554] ; [209.09638554  57.90361446],1
d3,1,0.0,147.111193,[279  35] ; [110 156],[210.59655172 103.40344828] ; [178.40344828  87.59655172],1
a2,1,0.0,64.796102,[104 211] ; [ 16 252],[ 64.83704974 250.16295026] ; [ 55.16295026 212.83704974],1
u1,1,0.0,62.171863,[ 78 237] ; [  5 263],[ 44.84562607 270.15437393] ; [ 38.15437393 229.84562607],1
a4,1,0.0,56.666472,[171 143] ; [ 63 203],[126.68275862 187.31724138] ; [107.31724138 158.68275862],1
a5,1,0.0,54.739296,[256  59] ; [141 127],[214.5025729 100.4974271] ; [182.4974271  85.5025729],1
a3,1,0.0,27.74802,[241  73] ; [150 117],[211.31497418 102.68502582] ; [179.68502582  87.31497418],1
r1,1,0.0,25.5739,[270  44] ; [183  84],[244.82271945  69.17728055] ; [208.17728055  58.82271945],1
a7,1,2.2e-05,18.026235,[255  60] ; [174  92],[232.59036145  82.40963855] ; [196.40963855  69.59036145],1
a6,1,6.9e-05,15.831318,[239  75] ; [163 105],[216.88659794  97.11340206] ; [185.11340206  82.88659794],1
n4,1,0.000182,14.013082,[251  64] ; [176  91],[231.10824742  83.89175258] ; [195.89175258  71.10824742],1
v2,1,0.000345,12.806793,[182 121] ; [113 139],[161.05405405 141.94594595] ; [133.94594595 118.05405405],1
s8,1,0.000383,12.612788,[131 183] ; [ 74 194],[110.60137457 203.39862543] ; [ 94.39862543 173.60137457],1
p4,1,0.001859,9.683351,[187 125] ; [125 141],[168.41522491 143.58477509] ; [143.58477509 122.41522491],0
s2,1,0.002258,9.327162,[138 176] ; [ 84 182],[120.1862069 193.8137931] ; [101.8137931 164.1862069],0
v3,1,0.004928,7.905605,[124 171] ; [ 80 182],[108.04308797 186.95691203] ; [ 95.95691203 166.04308797],0
s7,1,0.006555,7.390924,[134 168] ; [ 84 170],[118.41007194 183.58992806] ; [ 99.58992806 154.41007194],0
u4,1,0.008209,6.987271,[ 11 304] ; [  1 267],[  6.48370497 308.51629503] ; [  5.51629503 262.48370497],0
p9,1,0.010679,6.517899,[260  51] ; [198  66],[247.71826087  63.28173913] ; [210.28173913  53.71826087],0
r2,1,0.010946,6.474013,[299  12] ; [243  24],[291.62975779  19.37024221] ; [250.37024221  16.62975779],0
r4,1,0.012037,6.305369,[287  28] ; [226  42],[277.17838765  37.82161235] ; [235.82161235  32.17838765],0
n2,1,0.013831,6.05959,[45 31] ; [54 15],[51.88965517 24.11034483] ; [47.11034483 21.88965517],0
n6,1,0.014218,6.010846,[266  49] ; [204  63],[254.3814433  60.6185567] ; [215.6185567  51.3814433],0
r3,1,0.015121,5.90233,[303  12] ; [244  23],[296.05670103  18.94329897] ; [250.94329897  16.05670103],0
p8,1,0.027262,4.87416,[162 147] ; [114 150],[148.83769634 160.16230366] ; [127.16230366 136.83769634],0
p6,1,0.030878,4.65976,[104 205] ; [ 67 197],[ 92.21465969 216.78534031] ; [ 78.78534031 185.21465969],0
n3,1,0.059985,3.537813,[48 28] ; [52 15],[53.14685315 22.85314685] ; [46.85314685 20.14685315],0
s6,1,0.066549,3.366152,[185 128] ; [137 129],[174.06908463 138.93091537] ; [147.93091537 118.06908463],0
p3,1,0.105016,2.627667,[145 166] ; [107 161],[135.35751295 175.64248705] ; [116.64248705 151.35751295],0
p10,1,0.122463,2.385531,[245  67] ; [192  71],[237.12  74.88] ; [199.88  63.12],0
p12,1,0.138317,2.196583,[ 19 294] ; [  9 255],[ 15.18890815 297.81109185] ; [ 12.81109185 251.18890815],0
u2,1,0.155702,2.015482,[47 27] ; [61 54],[42.28571429 31.71428571] ; [65.71428571 49.28571429],0
v1,1,0.155911,2.013447,[156 150] ; [117 143],[147.59363958 158.40636042] ; [125.40636042 134.59363958],0
p11,1,0.249774,1.324565,[250  65] ; [202  66],[244.21955403  70.78044597] ; [207.78044597  60.21955403],0
a1,1,0.272047,1.206396,[ 15 300] ; [  8 260],[ 12.4271012 302.5728988] ; [ 10.5728988 257.4271012],0
