Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.874554,[43 54] ; [39  7],[55.62237762 41.37762238] ; [26.37762238 19.62237762],1
p4,1,8e-05,15.563884,[35 64] ; [33 14],[46.10958904 52.89041096] ; [21.89041096 25.10958904],1
p5,1,9.3e-05,15.277647,[ 5 95] ; [13 34],[12.24489796 87.75510204] ; [ 5.75510204 41.24489796],1
p3,1,0.00013,14.64723,[29 72] ; [29 18],[39.58108108 61.41891892] ; [18.41891892 28.58108108],1
p8,1,0.000188,13.951498,[41 58] ; [35 12],[51.53424658 47.46575342] ; [24.46575342 22.53424658],1
p12,1,0.000318,12.963039,[ 4 95] ; [11 36],[10.17123288 88.82876712] ; [ 4.82876712 42.17123288],1
p1,1,0.001357,10.263575,[ 8 93] ; [13 34],[14.33108108 86.66891892] ; [ 6.66891892 40.33108108],0
s7,1,0.001799,9.744318,[30 66] ; [26 18],[38.4 57.6] ; [17.6 26.4],0
a7,1,0.009975,6.639443,[55 46] ; [36 11],[62.10135135 38.89864865] ; [28.89864865 18.10135135],0
s2,1,0.01626,5.774574,[35 64] ; [26 20],[41.64827586 57.35172414] ; [19.35172414 26.64827586],0
p2,1,0.061516,3.496047,[69 32] ; [39  8],[73.7027027 27.2972973] ; [34.2972973 12.7027027],0
s8,1,0.10568,2.617667,[31 69] ; [21 26],[35.37414966 64.62585034] ; [16.62585034 30.37414966],0
b2,1,0.126279,2.337662,[20 40] ; [15 15],[23.33333333 36.66666667] ; [11.66666667 18.33333333],0
b3,1,0.126279,2.337662,[20 40] ; [15 15],[23.33333333 36.66666667] ; [11.66666667 18.33333333],0
s3,1,0.148188,2.090808,[47 51] ; [28 18],[51.04166667 46.95833333] ; [23.95833333 22.04166667],0
b1,1,0.155866,2.013883,[37 64] ; [23 24],[40.94594595 60.05405405] ; [19.05405405 27.94594595],0
n4,1,0.16895,1.892234,[63 37] ; [35 12],[66.66666667 33.33333333] ; [31.33333333 15.66666667],0
v2,1,0.188736,1.72746,[40 54] ; [25 21],[43.64285714 50.35714286] ; [21.35714286 24.64285714],0
v3,1,0.190451,1.714123,[27 71] ; [18 29],[30.4137931 67.5862069] ; [14.5862069 32.4137931],0
n1,1,0.197905,1.657771,[ 8 18] ; [4 3],[ 9.45454545 16.54545455] ; [2.54545455 4.45454545],0
a3,1,0.202805,1.62206,[51 50] ; [29 18],[54.59459459 46.40540541] ; [25.40540541 21.59459459],0
r4,1,0.209172,1.57715,[82 19] ; [42  5],[84.62162162 16.37837838] ; [39.37837838  7.62162162],0
n5,1,0.221863,1.492282,[66 33] ; [36 11],[69.16438356 29.83561644] ; [32.83561644 14.16438356],0
a5,1,0.253359,1.304685,[50 51] ; [28 19],[53.22972973 47.77027027] ; [24.77027027 22.22972973],0
a6,1,0.260454,1.266344,[59 42] ; [32 15],[62.10135135 38.89864865] ; [28.89864865 18.10135135],0
r2,1,0.274054,1.196343,[85 15] ; [43  4],[87.07482993 12.92517007] ; [40.92517007  6.07482993],0
a8,1,0.290819,1.115827,[ 9 86] ; [ 7 38],[10.85714286 84.14285714] ; [ 5.14285714 39.85714286],0
s6,1,0.311218,1.0255,[53 45] ; [29 17],[55.80555556 42.19444444] ; [26.19444444 19.80555556],0
a4,1,0.38543,0.75331,[24 77] ; [ 8 38],[21.98639456 79.01360544] ; [10.01360544 35.98639456],0
u1,1,0.417596,0.657071,[ 5 96] ; [ 1 46],[ 4.09459459 96.90540541] ; [ 1.90540541 45.09459459],0
s5,1,0.436101,0.606521,[25 73] ; [14 30],[26.91549296 71.08450704] ; [12.08450704 31.91549296],0
d2,1,0.450599,0.569144,[25 76] ; [ 9 38],[23.2027027 77.7972973] ; [10.7972973 36.2027027],0
n6,1,0.471658,0.51809,[81 20] ; [40  7],[82.57432432 18.42567568] ; [38.42567568  8.57432432],0
d4,1,0.520925,0.412062,[53 48] ; [22 25],[51.18243243 49.81756757] ; [23.81756757 23.18243243],0
u4,1,0.576854,0.311349,[  1 100] ; [ 1 46],[ 1.36486486 99.63513514] ; [ 0.63513514 46.36486486],0
r3,1,0.588885,0.292089,[91  9] ; [44  3],[91.83673469  8.16326531] ; [43.16326531  3.83673469],0
a2,1,0.599933,0.275096,[ 9 92] ; [ 3 44],[ 8.18918919 92.81081081] ; [ 3.81081081 43.18918919],0
r1,1,0.600297,0.274548,[71 30] ; [35 12],[72.33783784 28.66216216] ; [33.66216216 13.33783784],0
a1,1,0.687089,0.162254,[ 3 98] ; [ 2 45],[ 3.41216216 97.58783784] ; [ 1.58783784 45.41216216],0
n2,1,0.763341,0.090659,[20  6] ; [5 2],[19.6969697  6.3030303] ; [5.3030303 1.6969697],0
p10,1,0.763987,0.09015,[76 24] ; [36 10],[76.71232877 23.28767123] ; [35.28767123 10.71232877],0
b4,1,0.83353,0.044174,[62 39] ; [28 19],[61.41891892 39.58108108] ; [28.58108108 18.41891892],0
v1,1,0.835729,0.042998,[42 56] ; [21 26],[42.57931034 55.42068966] ; [20.42068966 26.57931034],0
s1,1,0.844432,0.038505,[ 5 93] ; [ 2 44],[ 4.76388889 93.23611111] ; [ 2.23611111 43.76388889],0
s4,1,0.857855,0.032079,[20 80] ; [10 37],[20.40816327 79.59183673] ; [ 9.59183673 37.40816327],0
p9,1,0.888165,0.019776,[81 18] ; [38  9],[80.69178082 18.30821918] ; [38.30821918  8.69178082],0
d3,1,0.893949,0.017771,[42 59] ; [19 28],[41.62837838 59.37162162] ; [19.37162162 27.62837838],0
d1,1,0.901646,0.015272,[ 7 94] ; [ 3 44],[ 6.82432432 94.17567568] ; [ 3.17567568 43.82432432],0
b5,1,0.907975,0.013362,[57 44] ; [27 20],[57.32432432 43.67567568] ; [26.67567568 20.32432432],0
u2,1,0.909534,0.012911,[27 23] ; [10  8],[27.20588235 22.79411765] ; [9.79411765 8.20588235],0
v4,1,0.928027,0.008159,[94  6] ; [44  3],[93.87755102  6.12244898] ; [44.12244898  2.87755102],0
n3,1,0.942621,0.005181,[22  4] ; [6 1],[22.06060606  3.93939394] ; [5.93939394 1.06060606],0
u3,1,1.0,0.0,[25 25] ; [9 9],[25. 25.] ; [9. 9.],0
