Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,32.000145,[2 6] ; [92  7],[7.02803738 0.97196262] ; [86.97196262 12.02803738],1
r4,1,1.1e-05,19.40057,[2 6] ; [86 13],[6.57943925 1.42056075] ; [81.42056075 17.57943925],1
s1,1,0.001202,10.486667,[2 6] ; [ 2 94],[0.30769231 7.69230769] ; [ 3.69230769 92.30769231],0
r1,1,0.011598,6.371302,[2 6] ; [67 30],[5.25714286 2.74285714] ; [63.74285714 33.25714286],0
n2,1,0.098648,2.727273,[1 2] ; [21  6],[2.2 0.8] ; [19.8  7.2],0
b1,1,0.107527,2.590193,[6 2] ; [45 54],[3.81308411 4.18691589] ; [47.18691589 51.81308411],0
p11,1,0.110871,2.541756,[4 4] ; [75 24],[5.90654206 2.09345794] ; [73.09345794 25.90654206],0
p4,1,0.118393,2.438458,[7 1] ; [59 40],[4.93457944 3.06542056] ; [61.06542056 37.93457944],0
r3,1,0.154107,2.031121,[6 2] ; [90  9],[7.17757009 0.82242991] ; [88.82242991 10.17757009],0
a8,1,0.176918,1.823326,[2 6] ; [ 9 85],[0.8627451 7.1372549] ; [10.1372549 83.8627451],0
a4,1,0.179552,1.801325,[4 4] ; [27 71],[2.33962264 5.66037736] ; [28.66037736 69.33962264],0
n4,1,0.204283,1.611486,[4 4] ; [70 28],[5.58490566 2.41509434] ; [68.41509434 29.58490566],0
b5,1,0.219724,1.506172,[6 2] ; [52 47],[4.3364486 3.6635514] ; [53.6635514 45.3364486],0
v3,1,0.223474,1.48192,[1 7] ; [33 66],[2.54205607 5.45794393] ; [31.45794393 67.54205607],0
a6,1,0.246545,1.342777,[3 5] ; [58 41],[4.56074766 3.43925234] ; [56.43925234 42.56074766],0
s7,1,0.248327,1.332692,[2 6] ; [42 49],[3.55555556 4.44444444] ; [40.44444444 50.55555556],0
n6,1,0.251946,1.31248,[5 3] ; [79 20],[6.28037383 1.71962617] ; [77.71962617 21.28037383],0
u3,1,0.260301,1.267154,[1 4] ; [24 28],[2.19298246 2.80701754] ; [22.80701754 29.19298246],0
u1,1,0.2755,1.189154,[1 7] ; [ 4 95],[0.37383178 7.62616822] ; [ 4.62616822 94.37383178],0
d1,1,0.2755,1.189154,[1 7] ; [ 4 95],[0.37383178 7.62616822] ; [ 4.62616822 94.37383178],0
d2,1,0.406308,0.689578,[3 5] ; [24 75],[2.01869159 5.98130841] ; [24.98130841 74.01869159],0
n5,1,0.416745,0.659476,[5 3] ; [74 24],[5.96226415 2.03773585] ; [73.03773585 24.96226415],0
p9,1,0.416745,0.659476,[5 3] ; [74 24],[5.96226415 2.03773585] ; [73.03773585 24.96226415],0
n1,1,0.421806,0.645279,[2 1] ; [11 15],[1.34482759 1.65517241] ; [11.65517241 14.34482759],0
d5,1,0.462095,0.540816,[3 5] ; [50 48],[4. 4.] ; [49. 49.],0
p10,1,0.470965,0.519711,[5 3] ; [72 25],[5.86666667 2.13333333] ; [71.13333333 25.86666667],0
s6,1,0.491381,0.4735,[3 4] ; [54 42],[3.87378641 3.12621359] ; [53.12621359 42.87378641],0
p2,1,0.520334,0.41323,[6 2] ; [83 16],[6.65420561 1.34579439] ; [82.34579439 16.65420561],0
s8,1,0.532554,0.389517,[4 4] ; [38 60],[3.16981132 4.83018868] ; [38.83018868 59.16981132],0
a3,1,0.586497,0.295848,[3 5] ; [47 52],[3.73831776 4.26168224] ; [46.26168224 52.73831776],0
b4,1,0.586497,0.295848,[3 5] ; [47 52],[3.73831776 4.26168224] ; [46.26168224 52.73831776],0
p3,1,0.586497,0.295848,[5 3] ; [52 47],[4.26168224 3.73831776] ; [52.73831776 46.26168224],0
v2,1,0.591014,0.288763,[3 5] ; [45 50],[3.72815534 4.27184466] ; [44.27184466 50.72815534],0
v1,1,0.604924,0.267632,[4 4] ; [39 57],[3.30769231 4.69230769] ; [39.69230769 56.30769231],0
u2,1,0.610492,0.259459,[2 3] ; [27 25],[2.54385965 2.45614035] ; [26.45614035 25.54385965],0
a5,1,0.624469,0.239636,[5 3] ; [53 46],[4.3364486 3.6635514] ; [53.6635514 45.3364486],0
d3,1,0.653407,0.201632,[3 5] ; [29 68],[2.43809524 5.56190476] ; [29.56190476 67.43809524],0
p6,1,0.718906,0.129544,[4 4] ; [43 56],[3.51401869 4.48598131] ; [43.48598131 55.51401869],0
a2,1,0.749996,0.101535,[1 7] ; [ 9 90],[0.74766355 7.25233645] ; [ 9.25233645 89.74766355],0
s4,1,0.758139,0.094818,[2 6] ; [20 78],[1.66037736 6.33962264] ; [20.33962264 77.66037736],0
p8,1,0.830664,0.045732,[4 3] ; [60 38],[4.26666667 2.73333333] ; [59.73333333 38.26666667],0
s3,1,0.91155,0.012339,[4 4] ; [51 47],[4.1509434 3.8490566] ; [50.8490566 47.1509434],0
s2,1,0.960552,0.002446,[3 5] ; [38 61],[3.06542056 4.93457944] ; [37.93457944 61.06542056],0
a7,1,0.965574,0.001863,[5 3] ; [62 36],[5.05660377 2.94339623] ; [61.94339623 36.05660377],0
