Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,5e-06,21.024945,[70  1] ; [43 18],[60.78030303 10.21969697] ; [52.21969697  8.78030303],1
v4,1,5.5e-05,16.261679,[67  4] ; [41 20],[58.09090909 12.90909091] ; [49.90909091 11.09090909],1
p7,1,0.000217,13.675325,[40 30] ; [15 45],[29.61538462 40.38461538] ; [25.38461538 34.61538462],1
r4,1,0.00054,11.971158,[60 11] ; [35 26],[51.09848485 19.90151515] ; [43.90151515 17.09848485],1
p8,1,0.001198,10.493453,[33 38] ; [12 49],[24.20454545 46.79545455] ; [20.79545455 40.20454545],0
p4,1,0.001647,9.90672,[36 35] ; [14 45],[27.30769231 43.69230769] ; [22.69230769 36.30769231],0
d3,1,0.004522,8.061418,[55 16] ; [33 28],[47.33333333 23.66666667] ; [40.66666667 20.33333333],0
a6,1,0.007858,7.065616,[52 19] ; [31 30],[44.64393939 26.35606061] ; [38.35606061 22.64393939],0
p11,1,0.008136,7.003205,[42 29] ; [22 39],[34.42424242 36.57575758] ; [29.57575758 31.42424242],0
r1,1,0.012064,6.301398,[59 12] ; [39 22],[52.71212121 18.28787879] ; [45.28787879 15.71212121],0
a7,1,0.013325,6.125405,[56 15] ; [36 25],[49.48484848 21.51515152] ; [42.51515152 18.48484848],0
s2,1,0.015515,5.856995,[31 38] ; [15 46],[24.41538462 44.58461538] ; [21.58461538 39.41538462],0
p6,1,0.017198,5.676018,[18 50] ; [ 6 54],[12.75 55.25] ; [11.25 48.75],0
s8,1,0.022873,5.178104,[21 49] ; [ 8 52],[15.61538462 54.38461538] ; [13.38461538 46.61538462],0
s3,1,0.027828,4.838682,[36 35] ; [19 41],[29.80916031 41.19083969] ; [25.19083969 34.80916031],0
n4,1,0.034728,4.458489,[51 20] ; [33 28],[45.18181818 25.81818182] ; [38.81818182 22.18181818],0
v1,1,0.037036,4.348734,[31 40] ; [16 45],[25.28030303 45.71969697] ; [21.71969697 39.28030303],0
d5,1,0.044238,4.047464,[63  8] ; [46 15],[58.62878788 12.37121212] ; [50.37121212 10.62878788],0
n2,1,0.055587,3.664392,[17  5] ; [12 12],[13.86956522  8.13043478] ; [15.13043478  8.86956522],0
p3,1,0.055729,3.660137,[29 42] ; [15 45],[23.84732824 47.15267176] ; [20.15267176 39.84732824],0
s7,1,0.071239,3.254243,[25 41] ; [13 44],[20.3902439 45.6097561] ; [17.6097561 39.3902439],0
u3,1,0.079783,3.069322,[16  8] ; [ 9 13],[13.04347826 10.95652174] ; [11.95652174 10.04347826],0
r2,1,0.086116,2.945516,[65  6] ; [48 11],[61.71538462  9.28461538] ; [51.28461538  7.71538462],0
s1,1,0.096122,2.768732,[ 2 68] ; [ 6 55],[ 4.27480916 65.72519084] ; [ 3.72519084 57.27480916],0
