Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.9e-05,18.258479,[12 24] ; [95 37],[22.92857143 13.07142857] ; [84.07142857 47.92857143],1
r3,1,4.3e-05,16.741176,[25 11] ; [123   8],[31.90419162  4.09580838] ; [116.09580838  14.90419162],1
b1,1,6.5e-05,15.958503,[25 11] ; [43 89],[14.57142857 21.42857143] ; [53.42857143 78.57142857],1
p11,1,0.00025,13.411557,[20 16] ; [111  21],[28.07142857  7.92857143] ; [102.92857143  29.07142857],1
n4,1,0.00069,11.514915,[16 20] ; [98 34],[24.42857143 11.57142857] ; [89.57142857 42.42857143],1
n5,1,0.004052,8.260197,[19 17] ; [101  30],[25.86826347 10.13173653] ; [94.13173653 36.86826347],0
p8,1,0.007175,7.228662,[ 8 26] ; [64 66],[14.92682927 19.07317073] ; [57.07317073 72.92682927],0
p10,1,0.013387,6.117221,[25 10] ; [114  15],[29.66463415  5.33536585] ; [109.33536585  19.66463415],0
v4,1,0.014383,5.990467,[26  9] ; [118  13],[30.36144578  4.63855422] ; [113.63855422  17.36144578],0
v3,1,0.028162,4.818115,[ 5 29] ; [44 85],[10.2208589 23.7791411] ; [38.7791411 90.2208589],0
d5,1,0.03192,4.602775,[20 16] ; [97 34],[25.22155689 10.77844311] ; [91.77844311 39.22155689],0
p2,1,0.043285,4.08425,[23 11] ; [109  22],[27.2  6.8] ; [104.8  26.2],0
b4,1,0.061488,3.496786,[17 19] ; [85 47],[21.85714286 14.14285714] ; [80.14285714 51.85714286],0
p3,1,0.071295,3.252953,[11 24] ; [64 68],[15.71856287 19.28143713] ; [59.28143713 72.71856287],0
a1,1,0.119187,2.427972,[ 5 31] ; [  8 124],[ 2.78571429 33.21428571] ; [ 10.21428571 121.78571429],0
u3,1,0.138952,2.189527,[8 5] ; [21 33],[5.62686567 7.37313433] ; [23.37313433 30.62686567],0
s6,1,0.140959,2.167455,[16 20] ; [74 53],[19.87730061 16.12269939] ; [70.12269939 56.87730061],0
d1,1,0.147932,2.093451,[11 25] ; [58 74],[14.78571429 21.21428571] ; [54.21428571 77.78571429],0
p4,1,0.15787,1.994514,[14 21] ; [70 61],[17.71084337 17.28915663] ; [66.28915663 64.71084337],0
n1,1,0.167291,1.907051,[7 5] ; [14 25],[4.94117647 7.05882353] ; [16.05882353 22.94117647],0
a5,1,0.174795,1.84133,[17 19] ; [79 53],[20.57142857 15.42857143] ; [75.42857143 56.57142857],0
s8,1,0.201789,1.629381,[ 9 27] ; [48 84],[12.21428571 23.78571429] ; [44.78571429 87.21428571],0
n2,1,0.202402,1.624956,[11  1] ; [29 10],[9.41176471 2.58823529] ; [30.58823529  8.41176471],0
d3,1,0.255732,1.291715,[16 19] ; [74 57],[18.97590361 16.02409639] ; [71.02409639 59.97590361],0
b2,1,0.288701,1.125669,[ 6 17] ; [29 47],[ 8.13131313 14.86868687] ; [26.86868687 49.13131313],0
b3,1,0.288701,1.125669,[ 6 17] ; [29 47],[ 8.13131313 14.86868687] ; [26.86868687 49.13131313],0
p6,1,0.300116,1.073678,[ 9 25] ; [46 82],[11.54320988 22.45679012] ; [43.45679012 84.54320988],0
r2,1,0.335521,0.92747,[26  8] ; [107  21],[27.91358025  6.08641975] ; [105.08641975  22.91358025],0
v2,1,0.354867,0.855978,[12 23] ; [55 73],[14.38650307 20.61349693] ; [52.61349693 75.38650307],0
n3,1,0.422534,0.643258,[10  2] ; [28 11],[8.94117647 3.05882353] ; [29.05882353  9.94117647],0
a4,1,0.425031,0.636364,[10 26] ; [46 86],[12. 24.] ; [44. 88.],0
p5,1,0.439087,0.598667,[ 3 33] ; [ 17 113],[ 4.3373494 31.6626506] ; [ 15.6626506 114.3373494],0
p12,1,0.450716,0.568852,[ 1 34] ; [  8 123],[ 1.89759036 33.10240964] ; [  7.10240964 123.89759036],0
p7,1,0.454096,0.560408,[16 18] ; [70 59],[17.93865031 16.06134969] ; [68.06134969 60.93865031],0
s7,1,0.468886,0.524601,[12 24] ; [50 75],[13.86335404 22.13664596] ; [48.13664596 76.86335404],0
d4,1,0.475533,0.509091,[24 12] ; [96 36],[25.71428571 10.28571429] ; [94.28571429 37.71428571],0
a2,1,0.487205,0.482694,[ 5 31] ; [ 13 119],[ 3.85714286 32.14285714] ; [ 14.14285714 117.85714286],0
p1,1,0.496827,0.461708,[ 5 31] ; [ 13 118],[ 3.88023952 32.11976048] ; [ 14.11976048 116.88023952],0
a8,1,0.54146,0.372841,[ 5 30] ; [ 13 110],[ 3.98734177 31.01265823] ; [ 14.01265823 108.98734177],0
s5,1,0.571802,0.319677,[ 8 27] ; [34 89],[ 9.30379747 25.69620253] ; [32.69620253 90.30379747],0
b5,1,0.572101,0.319179,[25 11] ; [85 47],[23.57142857 12.42857143] ; [86.42857143 45.57142857],0
a3,1,0.579543,0.306974,[23 13] ; [77 54],[21.55688623 14.44311377] ; [78.44311377 52.55688623],0
s4,1,0.584218,0.299465,[ 8 28] ; [ 24 108],[ 6.85714286 29.14285714] ; [ 25.14285714 106.85714286],0
s2,1,0.627179,0.235906,[15 21] ; [61 71],[16.28571429 19.71428571] ; [59.71428571 72.28571429],0
u2,1,0.669751,0.181893,[7 6] ; [26 29],[6.30882353 6.69117647] ; [26.69117647 28.30882353],0
a7,1,0.76622,0.088401,[21 15] ; [80 51],[21.77245509 14.22754491] ; [79.22754491 51.77245509],0
a6,1,0.787288,0.07281,[19 17] ; [73 59],[19.71428571 16.28571429] ; [72.28571429 59.71428571],0
v1,1,0.79232,0.069326,[16 18] ; [57 71],[15.32098765 18.67901235] ; [57.67901235 70.32098765],0
u1,1,0.800838,0.063636,[ 2 34] ; [  6 126],[ 1.71428571 34.28571429] ; [  6.28571429 125.71428571],0
s3,1,0.831048,0.045521,[17 19] ; [64 66],[17.56626506 18.43373494] ; [63.43373494 66.56626506],0
d2,1,0.911777,0.012276,[13 23] ; [46 85],[12.71856287 23.28143713] ; [46.28143713 84.71856287],0
s1,1,0.937005,0.006247,[ 1 35] ; [  4 128],[ 1.07142857 34.92857143] ; [  3.92857143 128.07142857],0
