Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,70.285254,[ 62 112] ; [109  21],[97.875 76.125] ; [73.125 56.875],1
p8,1,1e-06,25.051916,[ 61 112] ; [83 46],[82.49006623 90.50993377] ; [61.50993377 67.49006623],1
p6,1,4e-06,21.241406,[ 40 133] ; [63 67],[ 58.80858086 114.19141914] ; [44.19141914 85.80858086],1
p7,1,4e-06,21.202714,[75 95] ; [92 38],[94.63333333 75.36666667] ; [72.36666667 57.63333333],1
p5,1,8.5e-05,15.451166,[ 12 161] ; [29 99],[ 23.56478405 149.43521595] ; [ 17.43521595 110.56478405],1
s7,1,8.6e-05,15.421607,[ 62 109] ; [72 49],[78.47260274 92.52739726] ; [55.52739726 65.47260274],1
p10,1,0.000109,14.979337,[113  59] ; [111  19],[127.57615894  44.42384106] ; [96.42384106 33.57615894],1
d5,1,0.000344,12.815355,[117  57] ; [110  19],[130.35643564  43.64356436] ; [96.64356436 32.35643564],1
n6,1,0.000383,12.612142,[140  34] ; [122   7],[150.45544554  23.54455446] ; [111.54455446  17.45544554],1
p9,1,0.000537,11.98234,[123  48] ; [114  15],[135.09  35.91] ; [101.91  27.09],1
r3,1,0.000576,11.850845,[141  33] ; [122   7],[151.02970297  22.97029703] ; [111.97029703  17.02970297],1
s2,1,0.000737,11.392966,[ 66 107] ; [75 55],[80.5049505 92.4950495] ; [60.4950495 69.5049505],1
s8,1,0.00083,11.172087,[ 55 120] ; [65 64],[ 69.07894737 105.92105263] ; [50.92105263 78.07894737],1
r4,1,0.000833,11.16682,[133  42] ; [118  12],[144.01639344  30.98360656] ; [106.98360656  23.01639344],1
s3,1,0.001372,10.243342,[82 90] ; [86 44],[95.68211921 76.31788079] ; [72.31788079 57.68211921],0
u1,1,0.001391,10.21758,[ 17 158] ; [ 30 100],[ 26.96721311 148.03278689] ; [ 20.03278689 109.96721311],0
d1,1,0.001754,9.790435,[76 99] ; [80 50],[89.50819672 85.49180328] ; [66.49180328 63.50819672],0
s6,1,0.003511,8.52079,[99 75] ; [91 33],[110.93959732  63.06040268] ; [79.06040268 44.93959732],0
p11,1,0.003732,8.410038,[115  60] ; [105  25],[126.2295082  48.7704918] ; [93.7704918 36.2295082],0
p2,1,0.005048,7.862082,[125  49] ; [111  19],[135.07894737  38.92105263] ; [100.92105263  29.07894737],0
n4,1,0.010016,6.632051,[141  33] ; [119  11],[148.81578947  25.18421053] ; [111.18421053  18.81578947],0
s5,1,0.021513,5.284789,[ 44 129] ; [47 77],[ 53.00673401 119.99326599] ; [37.99326599 86.00673401],0
d4,1,0.033652,4.512323,[120  54] ; [103  26],[128.05940594  45.94059406] ; [94.94059406 34.05940594],0
r1,1,0.042028,4.134094,[116  57] ; [101  29],[123.89768977  49.10231023] ; [93.10231023 36.89768977],0
v4,1,0.045764,3.990253,[152  23] ; [122   8],[157.21311475  17.78688525] ; [116.78688525  13.21311475],0
d3,1,0.060706,3.517991,[96 77] ; [86 44],[103.91419142  69.08580858] ; [78.08580858 51.91419142],0
a6,1,0.074607,3.178632,[106  68] ; [92 38],[113.32894737  60.67105263] ; [84.67105263 45.32894737],0
u2,1,0.081999,3.024834,[26 37] ; [23 16],[30.26470588 32.73529412] ; [18.73529412 20.26470588],0
p12,1,0.101005,2.689606,[  7 167] ; [ 11 118],[ 10.33663366 163.66336634] ; [  7.66336634 121.33663366],0
p1,1,0.10304,2.657846,[ 14 160] ; [ 18 112],[ 18.31578947 155.68421053] ; [ 13.68421053 116.31578947],0
v3,1,0.107042,2.59736,[ 28 145] ; [30 97],[ 33.44666667 139.55333333] ; [ 24.55333333 102.44666667],0
u3,1,0.113567,2.503872,[27 36] ; [23 16],[30.88235294 32.11764706] ; [19.11764706 19.88235294],0
v1,1,0.124367,2.36145,[ 63 110] ; [57 69],[ 69.43143813 103.56856187] ; [50.56856187 75.43143813],0
s4,1,0.156426,2.008439,[ 30 141] ; [31 97],[ 34.88628763 136.11371237] ; [ 26.11371237 101.88628763],0
a7,1,0.215685,1.532851,[105  70] ; [87 43],[110.16393443  64.83606557] ; [81.83606557 48.16393443],0
r2,1,0.250126,1.3226,[156  17] ; [122   8],[158.72607261  14.27392739] ; [119.27392739  10.72607261],0
n2,1,0.260133,1.268051,[49 18] ; [12  8],[46.97701149 20.02298851] ; [14.02298851  5.97701149],0
a4,1,0.266311,1.235649,[ 71 101] ; [62 68],[75.74834437 96.25165563] ; [57.25165563 72.74834437],0
a3,1,0.287941,1.129222,[112  61] ; [91 38],[116.28807947  56.71192053] ; [86.71192053 42.28807947],0
a8,1,0.350164,0.872861,[ 26 140] ; [ 14 105],[ 23.29824561 142.70175439] ; [ 16.70175439 102.29824561],0
d2,1,0.455561,0.556778,[77 96] ; [63 66],[80.1986755 92.8013245] ; [59.8013245 69.1986755],0
a1,1,0.4556,0.556682,[ 10 165] ; [  5 125],[  8.60655738 166.39344262] ; [  6.39344262 123.60655738],0
a5,1,0.466912,0.529274,[117  58] ; [92 38],[119.91803279  55.08196721] ; [89.08196721 40.91803279],0
b4,1,0.521984,0.409972,[98 77] ; [68 62],[95.24590164 79.75409836] ; [70.75409836 59.24590164],0
b1,1,0.521984,0.409972,[77 98] ; [62 68],[79.75409836 95.24590164] ; [59.24590164 70.75409836],0
n1,1,0.740556,0.109639,[32 33] ; [ 9 11],[31.35294118 33.64705882] ; [ 9.64705882 10.35294118],0
