Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000693,11.506845,[14  1] ; [2 6],[10.43478261  4.56521739] ; [5.56521739 2.43478261],1
p9,1,0.000693,11.506845,[14  1] ; [2 6],[10.43478261  4.56521739] ; [5.56521739 2.43478261],1
p8,1,0.010049,6.62619,[12  3] ; [2 6],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
n5,1,0.014658,5.957068,[13  2] ; [3 5],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
a5,1,0.025944,4.959744,[11  4] ; [2 6],[8.47826087 6.52173913] ; [4.52173913 3.47826087],0
b5,1,0.056745,3.630051,[ 5 10] ; [6 2],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
a8,1,0.063155,3.452522,[ 1 14] ; [3 5],[ 2.60869565 12.39130435] ; [1.39130435 6.60869565],0
u2,1,0.078983,3.085714,[5 2] ; [1 4],[3.5 3.5] ; [2.5 2.5],0
d2,1,0.172208,1.863616,[6 9] ; [1 7],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
s4,1,0.172208,1.863616,[6 9] ; [1 7],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
s5,1,0.172208,1.863616,[6 9] ; [1 7],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
p5,1,0.172208,1.863616,[6 9] ; [1 7],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
d1,1,0.172208,1.863616,[6 9] ; [1 7],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
a4,1,0.172208,1.863616,[6 9] ; [1 7],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
p2,1,0.180802,1.791019,[13  2] ; [5 3],[11.73913043  3.26086957] ; [6.26086957 1.73913043],0
p7,1,0.180802,1.791019,[13  2] ; [5 3],[11.73913043  3.26086957] ; [6.26086957 1.73913043],0
s7,1,0.263552,1.25,[6 6] ; [2 6],[4.8 7.2] ; [3.2 4.8],0
s6,1,0.303552,1.058523,[9 6] ; [3 5],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
p6,1,0.310557,1.028307,[7 8] ; [2 6],[5.86956522 9.13043478] ; [3.13043478 4.86956522],0
v1,1,0.310557,1.028307,[7 8] ; [2 6],[5.86956522 9.13043478] ; [3.13043478 4.86956522],0
b3,1,0.329642,0.950303,[4 6] ; [1 5],[3.125 6.875] ; [1.875 4.125],0
b2,1,0.329642,0.950303,[4 6] ; [1 5],[3.125 6.875] ; [1.875 4.125],0
r3,1,0.362656,0.828676,[12  3] ; [5 3],[11.08695652  3.91304348] ; [5.91304348 2.08695652],0
b1,1,0.435366,0.608466,[10  5] ; [4 4],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
a3,1,0.469064,0.524179,[8 7] ; [3 5],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
r1,1,0.47191,0.5175,[6 9] ; [2 6],[5.2173913 9.7826087] ; [2.7826087 5.2173913],0
v3,1,0.47191,0.5175,[6 9] ; [2 6],[5.2173913 9.7826087] ; [2.7826087 5.2173913],0
r4,1,0.47191,0.5175,[6 9] ; [2 6],[5.2173913 9.7826087] ; [2.7826087 5.2173913],0
u3,1,0.558185,0.342857,[4 3] ; [2 3],[3.5 3.5] ; [2.5 2.5],0
v4,1,0.590726,0.289211,[11  4] ; [5 3],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
d4,1,0.590726,0.289211,[11  4] ; [5 3],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
n4,1,0.590726,0.289211,[11  4] ; [5 3],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
b4,1,0.590726,0.289211,[ 4 11] ; [3 5],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
s3,1,0.644965,0.212308,[6 9] ; [4 4],[6.52173913 8.47826087] ; [3.47826087 4.52173913],0
s2,1,0.672754,0.178397,[7 8] ; [3 5],[6.52173913 8.47826087] ; [3.47826087 4.52173913],0
d3,1,0.672754,0.178397,[7 8] ; [3 5],[6.52173913 8.47826087] ; [3.47826087 4.52173913],0
n3,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
n1,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
a7,1,0.906855,0.01369,[6 9] ; [3 5],[5.86956522 9.13043478] ; [3.13043478 4.86956522],0
a6,1,0.906855,0.01369,[9 6] ; [5 3],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
n6,1,0.930912,0.007516,[11  4] ; [6 2],[11.08695652  3.91304348] ; [5.91304348 2.08695652],0
d5,1,0.930912,0.007516,[11  4] ; [6 2],[11.08695652  3.91304348] ; [5.91304348 2.08695652],0
