Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.001586,9.975429,[ 1 24] ; [4 4],[ 3.78787879 21.21212121] ; [1.21212121 6.78787879],0
s7,1,0.002777,8.948609,[ 5 17] ; [6 1],[ 8.34482759 13.65517241] ; [2.65517241 4.34482759],0
s1,1,0.011507,6.385216,[ 1 24] ; [3 5],[ 3.03030303 21.96969697] ; [0.96969697 7.03030303],0
r4,1,0.017884,5.607462,[ 7 18] ; [6 2],[ 9.84848485 15.15151515] ; [3.15151515 4.84848485],0
p3,1,0.02226,5.225371,[ 7 17] ; [6 2],[ 9.75 14.25] ; [3.25 4.75],0
s8,1,0.02767,4.848485,[ 5 19] ; [5 3],[ 7.5 16.5] ; [2.5 5.5],0
b5,1,0.0315,4.6255,[11 14] ; [7 1],[13.63636364 11.36363636] ; [4.36363636 3.63636364],0
s6,1,0.03965,4.232804,[ 8 16] ; [6 2],[10.5 13.5] ; [3.5 4.5],0
v1,1,0.044368,4.0425,[ 6 19] ; [5 3],[ 8.33333333 16.66666667] ; [2.66666667 5.33333333],0
s5,1,0.050802,3.8148,[ 4 21] ; [4 4],[ 6.06060606 18.93939394] ; [1.93939394 6.06060606],0
v2,1,0.059346,3.555556,[ 4 20] ; [4 4],[ 6. 18.] ; [2. 6.],0
p6,1,0.103604,2.649167,[ 3 22] ; [3 5],[ 4.54545455 20.45454545] ; [1.45454545 6.54545455],0
v3,1,0.186449,1.745455,[ 6 18] ; [4 4],[ 7.5 16.5] ; [2.5 5.5],0
n6,1,0.208082,1.584717,[16  9] ; [7 1],[17.42424242  7.57575758] ; [5.57575758 2.42424242],0
a6,1,0.265953,1.2375,[10 15] ; [5 3],[11.36363636 13.63636364] ; [3.63636364 4.36363636],0
r2,1,0.345779,0.888889,[17  7] ; [7 1],[18.  6.] ; [6. 2.],0
p11,1,0.356957,0.848571,[ 8 17] ; [4 4],[ 9.09090909 15.90909091] ; [2.90909091 5.09090909],0
n1,1,0.363646,0.825263,[11  8] ; [4 1],[11.875  7.125] ; [3.125 1.875],0
s4,1,0.372078,0.796714,[ 3 22] ; [2 6],[ 3.78787879 21.21212121] ; [1.21212121 6.78787879],0
n5,1,0.373247,0.792825,[18  7] ; [7 1],[18.93939394  6.06060606] ; [6.06060606 1.93939394],0
u1,1,0.380492,0.769113,[ 1 24] ; [1 7],[ 1.51515152 23.48484848] ; [0.48484848 7.51515152],0
a4,1,0.399075,0.711111,[10 14] ; [2 6],[ 9. 15.] ; [3. 5.],0
p2,1,0.414216,0.666667,[11 13] ; [5 3],[12. 12.] ; [4. 4.],0
b2,1,0.423206,0.641394,[ 3 14] ; [2 4],[ 3.69565217 13.30434783] ; [1.30434783 4.69565217],0
b3,1,0.423206,0.641394,[ 3 14] ; [2 4],[ 3.69565217 13.30434783] ; [1.30434783 4.69565217],0
a5,1,0.442695,0.589286,[15 10] ; [6 2],[15.90909091  9.09090909] ; [5.09090909 2.90909091],0
b4,1,0.455522,0.556875,[19  6] ; [5 3],[18.18181818  6.81818182] ; [5.81818182 2.18181818],0
d2,1,0.480584,0.497538,[ 9 16] ; [4 4],[ 9.84848485 15.15151515] ; [3.15151515 4.84848485],0
n2,1,0.549185,0.358779,[14  5] ; [3 2],[13.45833333  5.54166667] ; [3.54166667 1.45833333],0
b1,1,0.565659,0.33,[16  9] ; [6 2],[16.66666667  8.33333333] ; [5.33333333 2.66666667],0
a7,1,0.603667,0.2695,[13 12] ; [5 3],[13.63636364 11.36363636] ; [4.36363636 3.63636364],0
d3,1,0.618402,0.24812,[15 10] ; [4 4],[14.39393939 10.60606061] ; [4.60606061 3.39393939],0
p8,1,0.680724,0.169312,[10 14] ; [4 4],[10.5 13.5] ; [3.5 4.5],0
p9,1,0.680724,0.169312,[13 11] ; [5 3],[13.5 10.5] ; [4.5 3.5],0
n3,1,0.692103,0.156818,[9 9] ; [3 2],[9.39130435 8.60869565] ; [2.60869565 2.39130435],0
p12,1,0.699973,0.1485,[ 2 23] ; [1 7],[ 2.27272727 22.72727273] ; [0.72727273 7.27272727],0
p7,1,0.718567,0.12987,[ 7 15] ; [2 6],[ 6.6 15.4] ; [2.4 5.6],0
d1,1,0.766735,0.088,[11 14] ; [4 4],[11.36363636 13.63636364] ; [3.63636364 4.36363636],0
d4,1,0.773938,0.0825,[17  8] ; [5 3],[16.66666667  8.33333333] ; [5.33333333 2.66666667],0
p5,1,0.804997,0.060952,[ 5 19] ; [2 6],[ 5.25 18.75] ; [1.75 6.25],0
a2,1,0.810088,0.05775,[ 4 21] ; [1 7],[ 3.78787879 21.21212121] ; [1.21212121 6.78787879],0
p4,1,0.829856,0.046176,[ 8 16] ; [3 5],[ 8.25 15.75] ; [2.75 5.25],0
d5,1,0.899765,0.015865,[15 10] ; [5 3],[15.15151515  9.84848485] ; [4.84848485 3.15151515],0
p10,1,0.899765,0.015865,[15 10] ; [5 3],[15.15151515  9.84848485] ; [4.84848485 3.15151515],0
v4,1,0.95419,0.0033,[19  6] ; [6 2],[18.93939394  6.06060606] ; [6.06060606 1.93939394],0
