Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.000437,12.367472,[ 2 68] ; [11 35],[ 7.84482759 62.15517241] ; [ 5.15517241 40.84482759],1
n4,1,0.000581,11.836977,[30 46] ; [36 15],[39.49606299 36.50393701] ; [26.50393701 24.49606299],1
p9,1,0.040549,4.194778,[46 28] ; [39 10],[51.13821138 22.86178862] ; [33.86178862 15.13821138],0
p1,1,0.040726,4.187391,[ 9 66] ; [ 1 50],[ 5.95238095 69.04761905] ; [ 4.04761905 46.95238095],0
p7,1,0.047777,3.917823,[32 42] ; [29 18],[37.30578512 36.69421488] ; [23.69421488 23.30578512],0
a7,1,0.048493,3.892805,[47 29] ; [40 11],[52.06299213 23.93700787] ; [34.93700787 16.06299213],0
p3,1,0.062767,3.462727,[36 39] ; [16 35],[30.95238095 44.04761905] ; [21.04761905 29.95238095],0
a3,1,0.102588,2.664838,[46 30] ; [38 13],[50.26771654 25.73228346] ; [33.73228346 17.26771654],0
s6,1,0.137636,2.204194,[37 38] ; [32 19],[41.07142857 33.92857143] ; [27.92857143 23.07142857],0
a6,1,0.170928,1.874784,[49 27] ; [38 12],[52.47619048 23.52380952] ; [34.52380952 15.47619048],0
n3,1,0.18042,1.794158,[17  6] ; [12  1],[18.52777778  4.47222222] ; [10.47222222  2.52777778],0
b4,1,0.193722,1.689084,[49 27] ; [27 24],[45.48031496 30.51968504] ; [30.51968504 20.48031496],0
p6,1,0.202467,1.624488,[14 59] ; [14 34],[16.89256198 56.10743802] ; [11.10743802 36.89256198],0
b1,1,0.204262,1.611633,[33 43] ; [28 23],[36.50393701 39.49606299] ; [24.49606299 26.50393701],0
v2,1,0.223123,1.48417,[31 38] ; [26 20],[34.2 34.8] ; [22.8 23.2],0
v1,1,0.227192,1.458353,[30 45] ; [25 24],[33.26612903 41.73387097] ; [21.73387097 27.26612903],0
v4,1,0.231807,1.429739,[70  5] ; [49  1],[71.4  3.6] ; [47.6  2.4],0
n1,1,0.23568,1.40625,[ 9 15] ; [7 5],[10.66666667 13.33333333] ; [5.33333333 6.66666667],0
s3,1,0.314831,1.010299,[38 38] ; [29 20],[40.736 35.264] ; [26.264 22.736],0
p12,1,0.352988,0.862685,[ 1 72] ; [ 2 48],[ 1.7804878 71.2195122] ; [ 1.2195122 48.7804878],0
b2,1,0.38287,0.761468,[14 30] ; [ 6 21],[12.3943662 31.6056338] ; [ 7.6056338 19.3943662],0
b3,1,0.38287,0.761468,[14 30] ; [ 6 21],[12.3943662 31.6056338] ; [ 7.6056338 19.3943662],0
d1,1,0.405183,0.692891,[40 36] ; [23 28],[37.7007874 38.2992126] ; [25.2992126 25.7007874],0
r1,1,0.406175,0.689968,[67  8] ; [43  8],[65.47619048  9.52380952] ; [44.52380952  6.47619048],0
p10,1,0.42303,0.641883,[43 31] ; [32 17],[45.12195122 28.87804878] ; [29.87804878 19.12195122],0
p11,1,0.433213,0.614193,[47 29] ; [35 16],[49.07086614 26.92913386] ; [32.92913386 18.07086614],0
n2,1,0.434519,0.610714,[18  6] ; [12  2],[18.94736842  5.05263158] ; [11.05263158  2.94736842],0
p4,1,0.440851,0.594066,[33 42] ; [26 25],[35.11904762 39.88095238] ; [23.88095238 27.11904762],0
s2,1,0.467829,0.527098,[30 46] ; [23 27],[31.96825397 44.03174603] ; [21.03174603 28.96825397],0
b5,1,0.48232,0.493612,[46 30] ; [34 17],[47.87401575 28.12598425] ; [32.12598425 18.87401575],0
p2,1,0.514291,0.425327,[55 20] ; [40 11],[56.54761905 18.45238095] ; [38.45238095 12.54761905],0
a4,1,0.519735,0.414419,[27 49] ; [21 30],[28.72440945 47.27559055] ; [19.27559055 31.72440945],0
s5,1,0.554041,0.350128,[16 54] ; [ 9 40],[14.70588235 55.29411765] ; [10.29411765 38.70588235],0
a2,1,0.577255,0.310693,[12 64] ; [10 41],[13.16535433 62.83464567] ; [ 8.83464567 42.16535433],0
d2,1,0.589516,0.2911,[31 45] ; [18 32],[29.55555556 46.44444444] ; [19.44444444 30.55555556],0
s4,1,0.608235,0.262754,[13 63] ; [ 7 44],[11.96850394 64.03149606] ; [ 8.03149606 42.96850394],0
r2,1,0.614365,0.253867,[73  3] ; [48  3],[72.40944882  3.59055118] ; [48.59055118  2.40944882],0
