Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.076808,[30  5] ; [43 62],[18.25 16.75] ; [54.75 50.25],1
n4,1,0.090969,2.857143,[30  5] ; [75 30],[26.25  8.75] ; [78.75 26.25],0
n5,1,0.102536,2.665651,[29  6] ; [72 33],[25.25  9.75] ; [75.75 29.25],0
d1,1,0.103151,2.656141,[24 11] ; [56 50],[19.85815603 15.14184397] ; [60.14184397 45.85815603],0
u2,1,0.123503,2.372326,[4 8] ; [19 13],[6.27272727 5.72727273] ; [16.72727273 15.27272727],0
v1,1,0.182866,1.774175,[24 11] ; [58 46],[20.64748201 14.35251799] ; [61.35251799 42.64748201],0
d2,1,0.204143,1.612486,[20 15] ; [47 58],[16.75 18.25] ; [50.25 54.75],0
p1,1,0.232175,1.427486,[ 5 30] ; [ 8 98],[ 3.22695035 31.77304965] ; [ 9.77304965 96.22695035],0
b1,1,0.236627,1.400578,[14 21] ; [31 75],[11.17021277 23.82978723] ; [33.82978723 72.17021277],0
r3,1,0.255623,1.292308,[34  1] ; [96  9],[32.5  2.5] ; [97.5  7.5],0
a8,1,0.269548,1.219048,[ 2 28] ; [14 84],[ 3.75 26.25] ; [12.25 85.75],0
a7,1,0.287602,1.130811,[28  6] ; [77 28],[25.68345324  8.31654676] ; [79.31654676 25.68345324],0
s3,1,0.292861,1.106421,[17 18] ; [40 64],[14.35251799 20.64748201] ; [42.64748201 61.35251799],0
d5,1,0.365756,0.818031,[29  6] ; [80 26],[27.05673759  7.94326241] ; [81.94326241 24.05673759],0
n6,1,0.399042,0.711212,[30  5] ; [84 22],[28.29787234  6.70212766] ; [85.70212766 20.29787234],0
s5,1,0.406519,0.688957,[ 9 24] ; [21 82],[ 7.27941176 25.72058824] ; [22.72058824 80.27941176],0
p5,1,0.430223,0.622222,[ 5 30] ; [10 95],[ 3.75 31.25] ; [11.25 93.75],0
r1,1,0.45939,0.54738,[26  9] ; [85 21],[27.55319149  7.44680851] ; [83.44680851 22.55319149],0
u3,1,0.498404,0.458333,[5 7] ; [17 15],[6. 6.] ; [16. 16.],0
v4,1,0.507975,0.438237,[34  1] ; [100   6],[33.26241135  1.73758865] ; [100.73758865   5.26241135],0
s6,1,0.517288,0.419296,[18 15] ; [50 54],[16.37956204 16.62043796] ; [51.62043796 52.37956204],0
a2,1,0.539033,0.377334,[ 9 26] ; [22 84],[ 7.69503546 27.30496454] ; [23.30496454 82.69503546],0
a5,1,0.543398,0.369277,[26  9] ; [73 33],[24.57446809 10.42553191] ; [74.42553191 31.57446809],0
s4,1,0.589835,0.290602,[ 4 30] ; [ 9 95],[ 3.20289855 30.79710145] ; [ 9.79710145 94.20289855],0
r2,1,0.623321,0.241228,[34  1] ; [99  5],[33.48920863  1.51079137] ; [99.51079137  4.48920863],0
a4,1,0.66266,0.190308,[16 19] ; [44 62],[14.89361702 20.10638298] ; [45.10638298 60.89361702],0
n2,1,0.679708,0.170455,[4 2] ; [18  6],[4.4 1.6] ; [17.6  6.4],0
a3,1,0.728569,0.12043,[23 12] ; [73 33],[23.82978723 11.17021277] ; [72.17021277 33.82978723],0
d3,1,0.782778,0.076011,[24 11] ; [70 36],[23.33333333 11.66666667] ; [70.66666667 35.33333333],0
b5,1,0.811171,0.057081,[21 14] ; [66 40],[21.59574468 13.40425532] ; [65.40425532 40.59574468],0
n3,1,0.842103,0.039683,[4 2] ; [17  7],[4.2 1.8] ; [16.8  7.2],0
a1,1,0.851935,0.034838,[ 2 33] ; [ 7 99],[ 2.23404255 32.76595745] ; [ 6.76595745 99.23404255],0
a6,1,0.890126,0.019084,[24 11] ; [74 32],[24.32624113 10.67375887] ; [73.67375887 32.32624113],0
s1,1,0.993158,7.4e-05,[ 1 33] ; [  3 100],[ 0.99270073 33.00729927] ; [ 3.00729927 99.99270073],0
s2,1,1.0,0.0,[11 24] ; [33 72],[11. 24.] ; [33. 72.],0
d4,1,1.0,0.0,[28  7] ; [84 21],[28.  7.] ; [84. 21.],0
