Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,24.524941,[38 91] ; [35 15],[52.60893855 76.39106145] ; [20.39106145 29.60893855],1
v1,1,0.000391,12.575175,[41 84] ; [31 19],[51.42857143 73.57142857] ; [20.57142857 29.42857143],1
n4,1,0.000724,11.426689,[72 58] ; [42  9],[81.87845304 48.12154696] ; [32.12154696 18.87845304],1
d4,1,0.00118,10.522023,[83 47] ; [45  6],[91.93370166 38.06629834] ; [36.06629834 14.93370166],0
d1,1,0.001648,9.904793,[41 89] ; [29 22],[50.27624309 79.72375691] ; [19.72375691 31.27624309],0
a3,1,0.022669,5.193663,[67 62] ; [36 15],[73.81666667 55.18333333] ; [29.18333333 21.81666667],0
d5,1,0.022967,5.170999,[84 45] ; [42  9],[90.3 38.7] ; [35.7 15.3],0
b2,1,0.026014,4.955111,[21 52] ; [16 15],[25.97115385 47.02884615] ; [11.02884615 19.97115385],0
b3,1,0.026014,4.955111,[21 52] ; [16 15],[25.97115385 47.02884615] ; [11.02884615 19.97115385],0
n6,1,0.026225,4.941102,[98 32] ; [46  5],[103.42541436  26.57458564] ; [40.57458564 10.42541436],0
p6,1,0.026394,4.930053,[37 91] ; [22 25],[43.15428571 84.84571429] ; [15.84571429 31.15428571],0
d3,1,0.034448,4.472339,[63 65] ; [34 17],[69.36312849 58.63687151] ; [27.63687151 23.36312849],0
r4,1,0.037062,4.347549,[78 52] ; [39 12],[84.03314917 45.96685083] ; [32.96685083 18.03314917],0
d2,1,0.04264,4.109628,[40 89] ; [24 27],[45.86666667 83.13333333] ; [18.13333333 32.86666667],0
s6,1,0.048744,3.884154,[64 66] ; [31 16],[69.7740113 60.2259887] ; [25.2259887 21.7740113],0
r2,1,0.050799,3.814886,[101  25] ; [47  4],[105.3559322  20.6440678] ; [42.6440678  8.3559322],0
s7,1,0.060885,3.513103,[40 82] ; [24 26],[45.39534884 76.60465116] ; [18.60465116 31.39534884],0
r3,1,0.066795,3.36007,[109  21] ; [48  3],[112.76243094  17.23756906] ; [44.23756906  6.76243094],0
b1,1,0.103037,2.6579,[58 72] ; [16 35],[53.14917127 76.85082873] ; [20.85082873 30.14917127],0
s8,1,0.105747,2.616658,[35 95] ; [20 31],[39.50276243 90.49723757] ; [15.49723757 35.50276243],0
