Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,107.417416,[261  92] ; [ 2 56],[225.88564477 127.11435523] ; [37.11435523 20.88564477],1
d5,1,0.0,83.550298,[320  33] ; [25 33],[296.31386861  56.68613139] ; [48.68613139  9.31386861],1
d3,1,0.0,50.747939,[276  77] ; [19 39],[253.36982968  99.63017032] ; [41.63017032 16.36982968],1
d2,1,3e-06,21.674282,[195 157] ; [13 45],[178.57560976 173.42439024] ; [29.42439024 28.57560976],1
a4,1,3.1e-05,17.372516,[170 182] ; [11 47],[155.39512195 196.60487805] ; [25.60487805 32.39512195],1
a5,1,0.000662,11.593708,[284  69] ; [35 23],[273.98296837  79.01703163] ; [45.01703163 12.98296837],1
a2,1,0.001388,10.221516,[ 92 261] ; [ 4 54],[ 82.45255474 270.54744526] ; [13.54744526 44.45255474],0
a3,1,0.00162,9.936578,[279  73] ; [35 23],[269.5804878  82.4195122] ; [44.4195122 13.5804878],0
u1,1,0.002105,9.455747,[ 80 273] ; [ 3 55],[ 71.28710462 281.71289538] ; [11.71289538 46.28710462],0
s2,1,0.006316,7.457785,[187 162] ; [19 37],[177.51604938 171.48395062] ; [28.48395062 27.51604938],0
s3,1,0.01795,5.601012,[199 144] ; [23 33],[190.84210526 152.15789474] ; [31.15789474 24.84210526],0
a8,1,0.027742,4.844046,[ 54 263] ; [ 3 52],[ 48.57258065 268.42741935] ; [ 8.42741935 46.57258065],0
s7,1,0.04494,4.020901,[185 155] ; [21 32],[178.21882952 161.78117048] ; [27.78117048 25.21882952],0
r3,1,0.056822,3.627783,[345   5] ; [55  3],[343.1372549   6.8627451] ; [56.8627451  1.1372549],0
s6,1,0.078689,3.091772,[234 110] ; [32 25],[228.18952618 115.81047382] ; [37.81047382 19.18952618],0
n6,1,0.081603,3.03268,[310  38] ; [47 11],[306.  42.] ; [51.  7.],0
v1,1,0.10733,2.593098,[235 107] ; [33 24],[229.71428571 112.28571429] ; [38.28571429 18.71428571],0
n1,1,0.109196,2.565818,[16 44] ; [6 6],[18.33333333 41.66666667] ; [3.66666667 8.33333333],0
p2,1,0.11171,2.529867,[309  41] ; [46 11],[305.28255528  44.71744472] ; [49.71744472  7.28255528],0
s5,1,0.132298,2.265335,[123 213] ; [15 42],[117.98473282 218.01526718] ; [20.01526718 36.98473282],0
s8,1,0.134227,2.242925,[172 177] ; [22 35],[166.7635468 182.2364532] ; [27.2364532 29.7635468],0
a6,1,0.154879,2.02353,[251 101] ; [36 22],[246.4 105.6] ; [40.6 17.4],0
