Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,47.077982,[475  65] ; [54 37],[452.70998415  87.29001585] ; [76.29001585 14.70998415],1
p10,1,0.0,43.400877,[449  89] ; [47 42],[425.59489633 112.40510367] ; [70.40510367 18.59489633],1
r4,1,0.0,36.428465,[495  47] ; [63 28],[477.78199052  64.21800948] ; [80.21800948 10.78199052],1
p9,1,0.0,29.946282,[455  79] ; [55 35],[436.44230769  97.55769231] ; [73.55769231 16.44230769],1
r3,1,0.0,28.069242,[514  25] ; [73 18],[502.21111111  36.78888889] ; [84.78888889  6.21111111],1
v4,1,0.0,28.049726,[516  26] ; [71 18],[504.20602219  37.79397781] ; [82.79397781  6.20602219],1
p11,1,3e-06,21.541583,[444  98] ; [55 36],[427.26382306 114.73617694] ; [71.73617694 19.26382306],1
p4,1,5.6e-05,16.24257,[326 213] ; [34 56],[308.48966614 230.51033386] ; [51.51033386 38.48966614],1
s6,1,5.8e-05,16.174013,[357 176] ; [41 50],[339.95833333 193.04166667] ; [58.04166667 32.95833333],1
p8,1,6.7e-05,15.896734,[274 257] ; [26 64],[256.52173913 274.47826087] ; [43.47826087 46.52173913],1
s8,1,8.7e-05,15.40191,[249 290] ; [22 69],[231.85555556 307.14444444] ; [39.14444444 51.85555556],1
p2,1,0.000252,13.398585,[454  87] ; [61 29],[441.5451664  99.4548336] ; [73.4548336 16.5451664],1
r2,1,0.000667,11.579635,[510  24] ; [76 12],[503.09324759  30.90675241] ; [82.90675241  5.09324759],1
u1,1,0.000823,11.1883,[117 425] ; [ 6 85],[105.31753555 436.68246445] ; [17.68246445 73.31753555],1
d1,1,0.001048,10.740171,[337 205] ; [40 51],[322.80252765 219.19747235] ; [54.19747235 36.80252765],0
p6,1,0.001163,10.547892,[203 331] ; [18 71],[189.42857143 344.57142857] ; [31.57142857 57.42857143],0
s2,1,0.001349,10.274232,[276 259] ; [30 60],[261.936 273.064] ; [44.064 45.936],0
b1,1,0.002316,9.280485,[206 336] ; [50 41],[219.19747235 322.80252765] ; [36.80252765 54.19747235],0
