Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.00775,7.090336,[ 1 16] ; [5 5],[ 3.77777778 13.22222222] ; [2.22222222 7.77777778],0
s6,1,0.027532,4.857112,[ 1 16] ; [4 6],[ 3.14814815 13.85185185] ; [1.85185185 8.14814815],0
p3,1,0.088349,2.904202,[ 2 15] ; [4 6],[ 3.77777778 13.22222222] ; [2.22222222 7.77777778],0
r1,1,0.092521,2.829947,[9 8] ; [2 8],[ 6.92592593 10.07407407] ; [4.07407407 5.92592593],0
p9,1,0.106864,2.6,[ 6 10] ; [7 3],[8. 8.] ; [5. 5.],0
b2,1,0.124283,2.3625,[1 7] ; [3 3],[2.28571429 5.71428571] ; [1.71428571 4.28571429],0
b3,1,0.124283,2.3625,[1 7] ; [3 3],[2.28571429 5.71428571] ; [1.71428571 4.28571429],0
n2,1,0.143235,2.142857,[4 6] ; [4 1],[5.33333333 4.66666667] ; [2.66666667 2.33333333],0
p10,1,0.147758,2.095249,[ 7 10] ; [7 3],[8.81481481 8.18518519] ; [5.18518519 4.81481481],0
p7,1,0.148856,2.083939,[ 5 11] ; [6 4],[6.76923077 9.23076923] ; [4.23076923 5.76923077],0
v4,1,0.158834,1.985294,[13  4] ; [5 5],[11.33333333  5.66666667] ; [6.66666667 3.33333333],0
v2,1,0.238821,1.38754,[ 2 15] ; [3 7],[ 3.14814815 13.85185185] ; [1.85185185 8.14814815],0
p2,1,0.246671,1.342059,[8 9] ; [7 3],[9.44444444 7.55555556] ; [5.55555556 4.44444444],0
s2,1,0.259656,1.270588,[ 1 16] ; [2 8],[ 1.88888889 15.11111111] ; [1.11111111 8.88888889],0
a2,1,0.259656,1.270588,[ 1 16] ; [2 8],[ 1.88888889 15.11111111] ; [1.11111111 8.88888889],0
b1,1,0.259656,1.270588,[10  7] ; [8 2],[11.33333333  5.66666667] ; [6.66666667 3.33333333],0
a6,1,0.284711,1.144464,[ 5 12] ; [5 5],[ 6.2962963 10.7037037] ; [3.7037037 6.2962963],0
p4,1,0.284711,1.144464,[ 5 12] ; [5 5],[ 6.2962963 10.7037037] ; [3.7037037 6.2962963],0
s7,1,0.323727,0.97383,[ 3 11] ; [4 6],[4.08333333 9.91666667] ; [2.91666667 7.08333333],0
b5,1,0.344503,0.893601,[10  7] ; [4 6],[8.81481481 8.18518519] ; [5.18518519 4.81481481],0
s4,1,0.382143,0.763797,[ 4 13] ; [1 9],[ 3.14814815 13.85185185] ; [1.85185185 8.14814815],0
s3,1,0.382143,0.763797,[ 4 13] ; [1 9],[ 3.14814815 13.85185185] ; [1.85185185 8.14814815],0
n6,1,0.383666,0.758924,[8 9] ; [3 7],[ 6.92592593 10.07407407] ; [4.07407407 5.92592593],0
n1,1,0.438578,0.6,[4 6] ; [1 4],[3.33333333 6.66666667] ; [1.66666667 3.33333333],0
n3,1,0.464214,0.535714,[4 6] ; [3 2],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
u2,1,0.490153,0.47619,[3 4] ; [2 1],[3.5 3.5] ; [1.5 1.5],0
p6,1,0.560776,0.338363,[ 2 15] ; [2 8],[ 2.51851852 14.48148148] ; [1.48148148 8.51851852],0
a3,1,0.561411,0.337266,[10  7] ; [7 3],[10.7037037  6.2962963] ; [6.2962963 3.7037037],0
r2,1,0.65591,0.198529,[10  7] ; [5 5],[9.44444444 7.55555556] ; [5.55555556 4.44444444],0
s5,1,0.693196,0.155647,[ 1 16] ; [1 9],[ 1.25925926 15.74074074] ; [0.74074074 9.25925926],0
p1,1,0.693196,0.155647,[ 1 16] ; [1 9],[ 1.25925926 15.74074074] ; [0.74074074 9.25925926],0
a4,1,0.711011,0.137269,[ 4 13] ; [3 7],[ 4.40740741 12.59259259] ; [2.59259259 7.40740741],0
n5,1,0.721501,0.127059,[8 9] ; [4 6],[7.55555556 9.44444444] ; [4.44444444 5.55555556],0
d3,1,0.721501,0.127059,[9 8] ; [6 4],[9.44444444 7.55555556] ; [5.55555556 4.44444444],0
p11,1,0.806824,0.059792,[ 6 11] ; [4 6],[ 6.2962963 10.7037037] ; [3.7037037 6.2962963],0
d2,1,0.83131,0.045378,[ 4 13] ; [2 8],[ 3.77777778 13.22222222] ; [2.22222222 7.77777778],0
d1,1,0.83131,0.045378,[ 4 13] ; [2 8],[ 3.77777778 13.22222222] ; [2.22222222 7.77777778],0
a7,1,0.882577,0.021816,[8 9] ; [5 5],[8.18518519 8.81481481] ; [4.81481481 5.18518519],0
d5,1,0.882577,0.021816,[9 8] ; [5 5],[8.81481481 8.18518519] ; [5.18518519 4.81481481],0
b4,1,0.882577,0.021816,[9 8] ; [5 5],[8.81481481 8.18518519] ; [5.18518519 4.81481481],0
s1,1,0.887949,0.019853,[ 2 15] ; [1 9],[ 1.88888889 15.11111111] ; [1.11111111 8.88888889],0
s8,1,0.887949,0.019853,[ 2 15] ; [1 9],[ 1.88888889 15.11111111] ; [1.11111111 8.88888889],0
p8,1,0.898564,0.01625,[ 6 10] ; [4 6],[6.15384615 9.84615385] ; [3.84615385 6.15384615],0
a5,1,0.952092,0.00361,[ 7 10] ; [4 6],[ 6.92592593 10.07407407] ; [4.07407407 5.92592593],0
d4,1,0.974213,0.001045,[12  5] ; [7 3],[11.96296296  5.03703704] ; [7.03703704 2.96296296],0
