Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.002701,8.999288,[25  1] ; [5 4],[22.28571429  3.71428571] ; [7.71428571 1.28571429],0
p9,1,0.006615,7.374545,[22  5] ; [3 6],[18.75  8.25] ; [6.25 2.75],0
a7,1,0.02507,5.019048,[17  9] ; [2 7],[14.11428571 11.88571429] ; [4.88571429 4.11428571],0
r1,1,0.027547,4.856187,[20  7] ; [3 6],[17.25  9.75] ; [5.75 3.25],0
p10,1,0.031686,4.615385,[22  5] ; [4 5],[19.5  7.5] ; [6.5 2.5],0
a6,1,0.033987,4.495356,[17 10] ; [2 7],[14.25 12.75] ; [4.75 4.25],0
v1,1,0.048398,3.896104,[13 14] ; [1 8],[10.5 16.5] ; [3.5 5.5],0
s2,1,0.049589,3.855288,[17  7] ; [3 6],[14.54545455  9.45454545] ; [5.45454545 3.54545455],0
s1,1,0.08964,2.880832,[ 1 25] ; [2 7],[ 2.22857143 23.77142857] ; [0.77142857 8.22857143],0
d5,1,0.100709,2.694276,[14 12] ; [2 7],[11.88571429 14.11428571] ; [4.11428571 4.88571429],0
s8,1,0.10247,2.666667,[11 16] ; [1 8],[ 9. 18.] ; [3. 6.],0
n6,1,0.121335,2.4,[24  3] ; [6 3],[22.5  4.5] ; [7.5 1.5],0
s3,1,0.212422,1.554839,[17  8] ; [4 5],[15.44117647  9.55882353] ; [5.55882353 3.44117647],0
a4,1,0.224114,1.477833,[ 4 23] ; [3 6],[ 5.25 21.75] ; [1.75 7.25],0
b1,1,0.29627,1.090909,[ 7 20] ; [4 5],[ 8.25 18.75] ; [2.75 6.25],0
v2,1,0.305724,1.04906,[ 7 18] ; [1 8],[ 5.88235294 19.11764706] ; [2.11764706 6.88235294],0
d2,1,0.354539,0.857143,[ 5 22] ; [3 6],[ 6. 21.] ; [2. 7.],0
s6,1,0.455522,0.556875,[19  5] ; [6 3],[18.18181818  5.81818182] ; [6.81818182 2.18181818],0
u2,1,0.477395,0.504808,[ 5 10] ; [3 3],[5.71428571 9.28571429] ; [2.28571429 3.71428571],0
a5,1,0.558185,0.342857,[12 15] ; [3 6],[11.25 15.75] ; [3.75 5.25],0
a3,1,0.558185,0.342857,[12 15] ; [3 6],[11.25 15.75] ; [3.75 5.25],0
p2,1,0.667436,0.184615,[20  7] ; [6 3],[19.5  7.5] ; [6.5 2.5],0
p7,1,0.693012,0.155844,[17 10] ; [5 4],[16.5 10.5] ; [5.5 3.5],0
b4,1,0.700311,0.148148,[14 13] ; [4 5],[13.5 13.5] ; [4.5 4.5],0
s7,1,0.773795,0.082607,[13 13] ; [5 4],[13.37142857 12.62857143] ; [4.62857143 4.37142857],0
p1,1,0.780826,0.077419,[ 4 23] ; [1 8],[ 3.75 23.25] ; [1.25 7.75],0
p6,1,0.807903,0.059113,[ 5 22] ; [2 7],[ 5.25 21.75] ; [1.75 7.25],0
s5,1,0.824624,0.049107,[ 9 15] ; [3 6],[ 8.72727273 15.27272727] ; [3.27272727 5.72727273],0
n4,1,0.834532,0.043636,[19  8] ; [6 3],[18.75  8.25] ; [6.25 2.75],0
p11,1,0.834532,0.043636,[19  8] ; [6 3],[18.75  8.25] ; [6.25 2.75],0
p3,1,0.841219,0.040134,[10 17] ; [3 6],[ 9.75 17.25] ; [3.25 5.75],0
u3,1,0.890106,0.019091,[8 7] ; [3 3],[7.85714286 7.14285714] ; [3.14285714 2.85714286],0
d3,1,0.944322,0.004877,[ 9 17] ; [3 6],[ 8.91428571 17.08571429] ; [3.08571429 5.91428571],0
p4,1,1.0,0.0,[12 15] ; [4 5],[12. 15.] ; [4. 5.],0
n1,1,1.0,0.0,[2 5] ; [2 5],[2. 5.] ; [2. 5.],0
p8,1,1.0,0.0,[12 15] ; [4 5],[12. 15.] ; [4. 5.],0
b5,1,1.0,0.0,[15 12] ; [5 4],[15. 12.] ; [5. 4.],0
