Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,36.35364,[26 33] ; [198  43],[44.05333333 14.94666667] ; [179.94666667  61.05333333],1
b5,1,0.172307,1.862753,[31 28] ; [150  91],[35.59666667 23.40333333] ; [145.40333333  95.59666667],0
b4,1,0.174329,1.845317,[29 30] ; [142  99],[33.63 25.37] ; [137.37 103.63],0
d2,1,0.189233,1.723579,[24 35] ; [121 120],[28.51666667 30.48333333] ; [116.48333333 124.51666667],0
v1,1,0.19404,1.686674,[20 37] ; [103 128],[24.34375 32.65625] ; [ 98.65625 132.34375],0
p7,1,0.194869,1.68042,[32 25] ; [151  80],[36.21875 20.78125] ; [146.78125  84.21875],0
s1,1,0.247351,1.338206,[ 5 54] ; [ 11 225],[ 3.2 55.8] ; [ 12.8 223.2],0
a4,1,0.280185,1.166191,[21 38] ; [104 136],[24.66555184 34.33444816] ; [100.33444816 139.66555184],0
d3,1,0.307639,1.040784,[35 24] ; [160  81],[38.35 20.65] ; [156.65  84.35],0
u2,1,0.338175,0.917338,[11 12] ; [38 26],[12.95402299 10.04597701] ; [36.04597701 27.95402299],0
p1,1,0.397375,0.716255,[ 3 56] ; [ 20 219],[ 4.55369128 54.44630872] ; [ 18.44630872 220.55369128],0
a6,1,0.436996,0.604157,[36 23] ; [160  81],[38.54666667 20.45333333] ; [157.45333333  83.54666667],0
a8,1,0.47476,0.510876,[ 7 49] ; [ 37 189],[ 8.73758865 47.26241135] ; [ 35.26241135 190.73758865],0
a1,1,0.635218,0.225051,[ 3 56] ; [  9 232],[ 2.36 56.64] ; [  9.64 231.36],0
n3,1,0.725134,0.123626,[11  5] ; [41 15],[11.55555556  4.44444444] ; [40.44444444 15.55555556],0
n2,1,0.854492,0.033632,[13  4] ; [44 12],[13.2739726  3.7260274] ; [43.7260274 12.2739726],0
b1,1,0.902296,0.01507,[25 34] ; [100 141],[24.58333333 34.41666667] ; [100.41666667 140.58333333],0
b2,1,0.998366,4e-06,[13 25] ; [51 98],[13.00534759 24.99465241] ; [50.99465241 98.00534759],0
b3,1,0.998366,4e-06,[13 25] ; [51 98],[13.00534759 24.99465241] ; [50.99465241 98.00534759],0
