Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,27.481728,[38 26] ; [ 68 200],[20.43373494 43.56626506] ; [ 85.56626506 182.43373494],1
s3,1,7e-06,20.283896,[39 23] ; [ 85 180],[23.51070336 38.48929664] ; [100.48929664 164.51070336],1
s6,1,8.1e-05,15.544084,[42 20] ; [107 160],[28.07902736 33.92097264] ; [120.92097264 146.07902736],1
s1,1,0.001346,10.277691,[ 8 55] ; [  8 257],[ 3.07317073 59.92682927] ; [ 12.92682927 252.07317073],0
a3,1,0.010422,6.561389,[48 16] ; [155 114],[39.01501502 24.98498498] ; [163.98498498 105.01501502],0
n4,1,0.011706,6.354924,[49 15] ; [161 109],[40.23952096 23.76047904] ; [169.76047904 100.23952096],0
u1,1,0.014442,5.983239,[11 53] ; [ 20 252],[ 5.9047619 58.0952381] ; [ 25.0952381 246.9047619],0
s5,1,0.019795,5.429879,[18 44] ; [ 43 222],[11.56574924 50.43425076] ; [ 49.43425076 215.56574924],0
a5,1,0.025262,5.005848,[46 18] ; [154 118],[38.0952381 25.9047619] ; [161.9047619 110.0952381],0
a2,1,0.038066,4.302069,[16 48] ; [ 39 233],[10.47619048 53.52380952] ; [ 44.52380952 227.47619048],0
s4,1,0.062147,3.479134,[14 50] ; [ 34 233],[ 9.28096677 54.71903323] ; [ 38.71903323 228.28096677],0
d2,1,0.06944,3.296218,[31 32] ; [ 99 170],[24.6686747 38.3313253] ; [105.3313253 163.6686747],0
r2,1,0.08605,2.946757,[59  3] ; [233  33],[55.19512195  6.80487805] ; [236.80487805  29.19512195],0
a8,1,0.104745,2.631775,[10 48] ; [ 25 230],[ 6.485623 51.514377] ; [ 28.514377 226.485623],0
d1,1,0.1409,2.1681,[35 29] ; [121 151],[29.71428571 34.28571429] ; [126.28571429 145.71428571],0
a4,1,0.152678,2.045289,[28 36] ; [ 92 177],[23.06306306 40.93693694] ; [ 96.93693694 172.06306306],0
n2,1,0.157239,2.000583,[21  5] ; [61 31],[18.06779661  7.93220339] ; [63.93220339 28.06779661],0
r1,1,0.179704,1.800067,[48 16] ; [179  91],[43.49700599 20.50299401] ; [183.50299401  86.49700599],0
b5,1,0.186352,1.746226,[35 29] ; [173  99],[39.61904762 24.38095238] ; [168.38095238 103.61904762],0
p6,1,0.197344,1.661919,[14 49] ; [ 41 224],[10.56402439 52.43597561] ; [ 44.43597561 220.56402439],0
n1,1,0.216388,1.528163,[12 14] ; [30 61],[ 9.33333333 16.66666667] ; [32.66666667 58.33333333],0
u3,1,0.336019,0.92556,[9 7] ; [50 65],[7.20610687 8.79389313] ; [51.79389313 63.20610687],0
p12,1,0.340285,0.909357,[ 1 62] ; [ 11 259],[ 2.27027027 60.72972973] ; [  9.72972973 260.27027027],0
p4,1,0.352243,0.865361,[22 42] ; [ 76 191],[18.94864048 45.05135952] ; [ 79.05135952 187.94864048],0
a6,1,0.374447,0.788853,[37 26] ; [176  96],[40.05671642 22.94328358] ; [172.94328358  99.05671642],0
n6,1,0.404772,0.694104,[48 14] ; [195  75],[45.37951807 16.62048193] ; [197.62048193  72.37951807],0
r3,1,0.42939,0.624473,[56  6] ; [233  36],[54.13293051  7.86706949] ; [234.86706949  34.13293051],0
d3,1,0.444072,0.585738,[42 21] ; [166 104],[39.35135135 23.64864865] ; [168.64864865 101.35135135],0
a7,1,0.444999,0.583358,[46 18] ; [180  89],[43.43543544 20.56456456] ; [182.56456456  86.43543544],0
d5,1,0.445251,0.582713,[47 16] ; [189  82],[44.51497006 18.48502994] ; [191.48502994  79.51497006],0
u2,1,0.553158,0.351691,[8 7] ; [52 63],[6.92307692 8.07692308] ; [53.07692308 61.92307692],0
p2,1,0.587113,0.294875,[47 17] ; [189  81],[45.22155689 18.77844311] ; [190.77844311  79.22155689],0
v3,1,0.592361,0.286672,[14 48] ; [ 67 192],[15.64485981 46.35514019] ; [ 65.35514019 193.64485981],0
r4,1,0.600497,0.274246,[50 14] ; [204  68],[48.38095238 15.61904762] ; [205.61904762  66.38095238],0
d4,1,0.633527,0.227308,[49 14] ; [203  68],[47.53293413 15.46706587] ; [204.46706587  66.53293413],0
v2,1,0.639492,0.219408,[29 33] ; [110 143],[27.35873016 34.64126984] ; [111.64126984 141.35873016],0
b4,1,0.667299,0.184778,[36 28] ; [161 111],[37.52380952 26.47619048] ; [159.47619048 112.52380952],0
b1,1,0.705974,0.142331,[23 41] ; [ 91 181],[21.71428571 42.28571429] ; [ 92.28571429 179.71428571],0
b2,1,0.707808,0.140476,[15 27] ; [44 91],[14. 28.] ; [45. 90.],0
