Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000235,13.531344,[1 2] ; [52  3],[2.74137931 0.25862069] ; [50.25862069  4.74137931],1
r4,1,0.003264,8.653457,[2 1] ; [55  1],[2.89830508 0.10169492] ; [54.10169492  1.89830508],0
r1,1,0.011016,6.462685,[1 2] ; [49  7],[2.54237288 0.45762712] ; [47.45762712  8.54237288],0
s7,1,0.011981,6.313722,[1 2] ; [48  7],[2.53448276 0.46551724] ; [46.46551724  8.53448276],0
d5,1,0.030446,4.683922,[1 2] ; [46  9],[2.43103448 0.56896552] ; [44.56896552 10.43103448],0
n5,1,0.060403,3.526272,[2 1] ; [53  3],[2.79661017 0.20338983] ; [52.20338983  3.79661017],0
n4,1,0.060403,3.526272,[2 1] ; [53  3],[2.79661017 0.20338983] ; [52.20338983  3.79661017],0
s8,1,0.097421,2.747268,[1 2] ; [42 13],[2.22413793 0.77586207] ; [40.77586207 14.22413793],0
a7,1,0.113759,2.501211,[1 2] ; [42 14],[2.18644068 0.81355932] ; [40.81355932 15.18644068],0
d1,1,0.137299,2.207975,[1 2] ; [41 15],[2.13559322 0.86440678] ; [39.86440678 16.13559322],0
p12,1,0.218435,1.514621,[2 1] ; [18 38],[1.01694915 1.98305085] ; [18.98305085 37.01694915],0
p8,1,0.304489,1.054432,[2 1] ; [49  7],[2.59322034 0.40677966] ; [48.40677966  7.59322034],0
a1,1,0.437528,0.602758,[1 2] ; [ 9 47],[0.50847458 2.49152542] ; [ 9.49152542 46.50847458],0
b5,1,0.455691,0.556458,[2 1] ; [25 31],[1.37288136 1.62711864] ; [25.62711864 30.37288136],0
a3,1,0.502511,0.44963,[2 1] ; [46 10],[2.44067797 0.55932203] ; [45.55932203 10.44067797],0
p3,1,0.578779,0.308213,[2 1] ; [44 11],[2.37931034 0.62068966] ; [43.62068966 11.37931034],0
v1,1,0.578779,0.308213,[2 1] ; [44 11],[2.37931034 0.62068966] ; [43.62068966 11.37931034],0
s5,1,0.619438,0.246658,[2 1] ; [41 11],[2.34545455 0.65454545] ; [40.65454545 11.34545455],0
v2,1,0.637396,0.222164,[2 1] ; [29 26],[1.60344828 1.39655172] ; [29.39655172 25.60344828],0
d2,1,0.681004,0.168998,[2 1] ; [30 25],[1.65517241 1.34482759] ; [30.34482759 24.65517241],0
b4,1,0.700683,0.147762,[2 1] ; [31 25],[1.6779661 1.3220339] ; [31.3220339 24.6779661],0
b1,1,0.700683,0.147762,[1 2] ; [25 31],[1.3220339 1.6779661] ; [24.6779661 31.3220339],0
a6,1,0.725657,0.123137,[2 1] ; [31 24],[1.70689655 1.29310345] ; [31.29310345 23.70689655],0
d3,1,0.761521,0.092102,[2 1] ; [41 14],[2.22413793 0.77586207] ; [40.77586207 14.22413793],0
a5,1,0.803728,0.061765,[2 1] ; [41 15],[2.18644068 0.81355932] ; [40.81355932 15.18644068],0
v3,1,0.818199,0.052836,[2 1] ; [33 22],[1.81034483 1.18965517] ; [33.18965517 21.81034483],0
p6,1,0.819093,0.052309,[2 1] ; [40 15],[2.17241379 0.82758621] ; [39.82758621 15.17241379],0
b2,1,0.915277,0.011318,[1 1] ; [18 21],[0.92682927 1.07317073] ; [18.07317073 20.92682927],0
b3,1,0.915277,0.011318,[1 1] ; [18 21],[0.92682927 1.07317073] ; [18.07317073 20.92682927],0
