Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,107.158676,[33 78] ; [247  50],[76.17647059 34.82352941] ; [203.82352941  93.17647059],1
n6,1,9.1e-05,15.315365,[73 39] ; [246  50],[87.56862745 24.43137255] ; [231.43137255  64.56862745],1
a5,1,0.000197,13.857181,[65 48] ; [227  71],[80.28223844 32.71776156] ; [211.71776156  86.28223844],1
p3,1,0.000243,13.465095,[31 81] ; [141 154],[47.33169533 64.66830467] ; [124.66830467 170.33169533],1
p11,1,0.000472,12.221579,[72 41] ; [240  59],[85.57281553 27.42718447] ; [226.42718447  72.57281553],1
a8,1,0.001654,9.898228,[ 3 99] ; [ 39 229],[11.57837838 90.42162162] ; [ 30.42162162 237.57837838],0
p4,1,0.002591,9.075299,[45 66] ; [169 126],[58.50738916 52.49261084] ; [155.49261084 139.50738916],0
p10,1,0.003372,8.594306,[71 40] ; [230  64],[82.4962963 28.5037037] ; [218.5037037  75.4962963],0
p6,1,0.003493,8.53036,[19 89] ; [ 95 198],[30.7032419 77.2967581] ; [ 83.2967581 209.7032419],0
d2,1,0.004178,8.204696,[35 78] ; [138 158],[47.79706601 65.20293399] ; [125.20293399 170.79706601],0
a2,1,0.004553,8.049144,[15 98] ; [ 79 220],[25.7815534 87.2184466] ; [ 68.2184466 230.7815534],0
s7,1,0.005082,7.850017,[19 89] ; [ 90 193],[30.10741688 77.89258312] ; [ 78.89258312 204.10741688],0
a4,1,0.006271,7.470595,[38 75] ; [144 152],[50.28361858 62.71638142] ; [131.71638142 164.28361858],0
p2,1,0.010125,6.612842,[80 31] ; [247  49],[89.18181818 21.81818182] ; [237.81818182  58.18181818],0
n1,1,0.013129,6.151663,[ 8 33] ; [24 31],[13.66666667 27.33333333] ; [18.33333333 36.66666667],0
b2,1,0.020195,5.394935,[ 8 42] ; [ 57 116],[14.57399103 35.42600897] ; [ 50.42600897 122.57399103],0
b3,1,0.020195,5.394935,[ 8 42] ; [ 57 116],[14.57399103 35.42600897] ; [ 50.42600897 122.57399103],0
u1,1,0.030509,4.680373,[ 10 103] ; [ 52 247],[17.00485437 95.99514563] ; [ 44.99514563 254.00485437],0
r4,1,0.031161,4.644068,[99 14] ; [281  18],[104.22330097   8.77669903] ; [275.77669903  23.22330097],0
p5,1,0.031654,4.61713,[  3 109] ; [ 26 269],[  7.98034398 104.01965602] ; [ 21.01965602 273.98034398],0
r2,1,0.039212,4.251674,[104   8] ; [288   8],[107.60784314   4.39215686] ; [284.39215686  11.60784314],0
r3,1,0.051725,3.784628,[102  10] ; [284  12],[105.96078431   6.03921569] ; [280.03921569  15.96078431],0
b1,1,0.070617,3.268614,[33 80] ; [116 183],[40.86650485 72.13349515] ; [108.13349515 190.86650485],0
p9,1,0.078083,3.104367,[77 34] ; [228  65],[83.79950495 27.20049505] ; [221.20049505  71.79950495],0
