Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,86.908714,[233  20] ; [50 54],[200.55742297  52.44257703] ; [82.44257703 21.55742297],1
r2,1,0.0,39.619559,[239  11] ; [73 28],[222.22222222  27.77777778] ; [89.77777778 11.22222222],1
r3,1,0.0,27.592253,[235  17] ; [75 28],[220.05633803  31.94366197] ; [89.94366197 13.05633803],1
v4,1,0.0,26.664262,[236  16] ; [77 27],[221.56179775  30.43820225] ; [91.43820225 12.56179775],1
a5,1,1e-06,24.578657,[180  73] ; [45 59],[159.45378151  93.54621849] ; [65.54621849 38.45378151],1
v1,1,9e-06,19.718582,[124 124] ; [25 78],[105.27635328 142.72364672] ; [43.72364672 59.27635328],1
d4,1,1.2e-05,19.121527,[202  50] ; [60 44],[185.46067416  66.53932584] ; [76.53932584 27.46067416],1
v2,1,1.4e-05,18.842511,[135 106] ; [31 71],[116.63556851 124.36443149] ; [49.36443149 52.63556851],1
a6,1,5.3e-05,16.339932,[183  70] ; [52 52],[166.54061625  86.45938375] ; [68.45938375 35.54061625],1
p2,1,0.000115,14.870904,[200  51] ; [61 41],[185.58356941  65.41643059] ; [75.41643059 26.58356941],1
d1,1,0.000132,14.606826,[139 114] ; [34 70],[122.6022409 130.3977591] ; [50.3977591 53.6022409],1
p11,1,0.00023,13.567954,[195  58] ; [60 44],[180.71428571  72.28571429] ; [74.28571429 29.71428571],1
d5,1,0.000311,13.000627,[202  51] ; [64 40],[188.50980392  64.49019608] ; [77.49019608 26.50980392],1
d3,1,0.000524,12.028456,[168  85] ; [48 55],[153.50561798  99.49438202] ; [62.49438202 40.50561798],1
p10,1,0.000543,11.962924,[180  69] ; [53 47],[166.23782235  82.76217765] ; [66.76217765 33.23782235],1
p8,1,0.000995,10.836562,[124 124] ; [31 70],[110.14326648 137.85673352] ; [44.85673352 56.14326648],1
s6,1,0.001175,10.528559,[105 141] ; [25 78],[ 91.63323782 154.36676218] ; [38.36676218 64.63323782],0
u3,1,0.0014,10.205964,[52 42] ; [13 35],[43.02816901 50.97183099] ; [21.97183099 26.02816901],0
a7,1,0.001468,10.118675,[182  70] ; [57 47],[169.17977528  82.82022472] ; [69.82022472 34.17977528],0
p4,1,0.002519,9.126427,[122 127] ; [32 70],[109.24786325 139.75213675] ; [44.75213675 57.24786325],0
s5,1,0.007072,7.254695,[ 48 196] ; [ 8 93],[ 39.6057971 204.3942029] ; [16.3942029 84.6057971],0
