Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.002229,9.35101,[ 3 41] ; [5 7],[ 6.28571429 37.71428571] ; [ 1.71428571 10.28571429],0
s2,1,0.002469,9.163636,[12 32] ; [9 3],[16.5 27.5] ; [4.5 7.5],0
s3,1,0.013225,6.138761,[15 28] ; [9 3],[18.76363636 24.23636364] ; [5.23636364 6.76363636],0
p5,1,0.013823,6.060606,[ 3 41] ; [4 8],[ 5.5 38.5] ; [ 1.5 10.5],0
b5,1,0.028451,4.800519,[30 14] ; [4 8],[26.71428571 17.28571429] ; [7.28571429 4.71428571],0
s6,1,0.031484,4.626365,[24 19] ; [10  1],[27.07407407 15.92592593] ; [6.92592593 4.07407407],0
r4,1,0.034631,4.463296,[26 18] ; [11  1],[29.07142857 14.92857143] ; [7.92857143 4.07142857],0
a5,1,0.050699,3.818182,[19 25] ; [9 3],[22. 22.] ; [6. 6.],0
s8,1,0.065063,3.403367,[13 31] ; [7 5],[15.71428571 28.28571429] ; [4.28571429 7.71428571],0
p8,1,0.077712,3.11211,[18 24] ; [8 3],[20.60377358 21.39622642] ; [5.39622642 5.60377358],0
p4,1,0.078983,3.085714,[16 26] ; [8 4],[18.66666667 23.33333333] ; [5.33333333 6.66666667],0
s7,1,0.095119,2.78553,[17 26] ; [8 4],[19.54545455 23.45454545] ; [5.45454545 6.54545455],0
p2,1,0.095701,2.775759,[29 14] ; [11  1],[31.27272727 11.72727273] ; [8.72727273 3.27272727],0
p10,1,0.095701,2.775759,[29 14] ; [11  1],[31.27272727 11.72727273] ; [8.72727273 3.27272727],0
d2,1,0.122543,2.384516,[22 22] ; [3 9],[19.64285714 24.35714286] ; [5.35714286 6.64285714],0
b2,1,0.146306,2.110345,[13 16] ; [4 1],[14.5 14.5] ; [2.5 2.5],0
b3,1,0.146306,2.110345,[13 16] ; [4 1],[14.5 14.5] ; [2.5 2.5],0
v1,1,0.230309,1.438953,[24 19] ; [9 3],[25.8 17.2] ; [7.2 4.8],0
d1,1,0.244486,1.354542,[21 23] ; [8 4],[22.78571429 21.21428571] ; [6.21428571 5.78571429],0
a6,1,0.281815,1.158319,[26 18] ; [5 7],[24.35714286 19.64285714] ; [6.64285714 5.35714286],0
b1,1,0.312951,1.018182,[15 29] ; [6 6],[16.5 27.5] ; [4.5 7.5],0
p7,1,0.335375,0.92803,[25 19] ; [8 3],[26.4 17.6] ; [6.6 4.4],0
u3,1,0.350201,0.872727,[3 9] ; [2 2],[3.75 8.25] ; [1.25 2.75],0
n3,1,0.372374,0.795726,[11  4] ; [2 2],[10.26315789  4.73684211] ; [2.73684211 1.26315789],0
d4,1,0.410281,0.677986,[36  8] ; [11  1],[36.92857143  7.07142857] ; [10.07142857  1.92857143],0
a4,1,0.425482,0.635123,[13 31] ; [5 7],[14.14285714 29.85714286] ; [3.85714286 8.14285714],0
a1,1,0.45199,0.565657,[ 4 40] ; [ 2 10],[ 4.71428571 39.28571429] ; [ 1.28571429 10.71428571],0
r3,1,0.506198,0.441919,[37  7] ; [11  1],[37.71428571  6.28571429] ; [10.28571429  1.71428571],0
n6,1,0.506198,0.441919,[37  7] ; [11  1],[37.71428571  6.28571429] ; [10.28571429  1.71428571],0
p1,1,0.506198,0.441919,[ 7 37] ; [ 1 11],[ 6.28571429 37.71428571] ; [ 1.71428571 10.28571429],0
n2,1,0.539222,0.376984,[10  5] ; [2 2],[9.47368421 5.52631579] ; [2.52631579 1.47368421],0
d3,1,0.550034,0.357257,[29 15] ; [9 3],[29.85714286 14.14285714] ; [8.14285714 3.85714286],0
n1,1,0.580543,0.305357,[6 9] ; [1 3],[5.52631579 9.47368421] ; [1.47368421 2.52631579],0
a2,1,0.622461,0.242424,[ 6 38] ; [ 1 11],[ 5.5 38.5] ; [ 1.5 10.5],0
n5,1,0.648874,0.207322,[30 14] ; [9 3],[30.64285714 13.35714286] ; [8.35714286 3.64285714],0
v2,1,0.66582,0.186531,[28 15] ; [7 5],[27.36363636 15.63636364] ; [7.63636364 4.36363636],0
a3,1,0.680381,0.169697,[32 12] ; [8 4],[31.42857143 12.57142857] ; [8.57142857 3.42857143],0
p11,1,0.680381,0.169697,[32 12] ; [8 4],[31.42857143 12.57142857] ; [8.57142857 3.42857143],0
p6,1,0.69954,0.14895,[16 25] ; [5 6],[16.55769231 24.44230769] ; [4.44230769 6.55769231],0
p3,1,0.720612,0.127907,[19 24] ; [6 6],[19.54545455 23.45454545] ; [5.45454545 6.54545455],0
n4,1,0.733743,0.115702,[35  9] ; [9 3],[34.57142857  9.42857143] ; [9.42857143 2.57142857],0
r2,1,0.79031,0.070707,[38  6] ; [10  2],[37.71428571  6.28571429] ; [10.28571429  1.71428571],0
a7,1,0.846026,0.03771,[28 16] ; [8 4],[28.28571429 15.71428571] ; [7.71428571 4.28571429],0
u2,1,0.875996,0.024351,[5 6] ; [2 2],[5.13333333 5.86666667] ; [1.86666667 2.13333333],0
b4,1,0.960815,0.002414,[29 15] ; [8 4],[29.07142857 14.92857143] ; [7.92857143 4.07142857],0
