Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,34.42796,[ 86 135] ; [47 10],[105.73021583 115.26978417] ; [27.26978417 29.73021583],1
p4,1,1e-06,24.538693,[ 69 154] ; [38 19],[ 85.21785714 137.78214286] ; [21.78214286 35.21785714],1
p2,1,3e-06,22.090889,[140  84] ; [54  3],[154.64768683  69.35231317] ; [39.35231317 17.64768683],1
p3,1,0.000447,12.324059,[ 63 161] ; [30 27],[ 74.13523132 149.86476868] ; [18.86476868 38.13523132],1
p8,1,0.001428,10.169364,[ 74 149] ; [32 25],[ 84.42142857 138.57857143] ; [21.57857143 35.42142857],0
v4,1,0.005103,7.842595,[180  41] ; [55  2],[186.81654676  34.18345324] ; [48.18345324  8.81654676],0
b3,1,0.021115,5.317266,[40 89] ; [16 14],[45.43396226 83.56603774] ; [10.56603774 19.43396226],0
b2,1,0.021115,5.317266,[40 89] ; [16 14],[45.43396226 83.56603774] ; [10.56603774 19.43396226],0
a7,1,0.025786,4.970313,[140  83] ; [44 12],[147.06810036  75.93189964] ; [36.93189964 19.06810036],0
s7,1,0.026177,4.94426,[ 26 184] ; [13 40],[ 31.14068441 178.85931559] ; [ 7.85931559 45.14068441],0
a2,1,0.036922,4.353987,[ 30 195] ; [14 43],[ 35.10638298 189.89361702] ; [ 8.89361702 48.10638298],0
n6,1,0.040012,4.217369,[148  74] ; [46 11],[154.3655914  67.6344086] ; [39.6344086 17.3655914],0
p9,1,0.0442,4.048903,[138  81] ; [44 13],[144.41304348  74.58695652] ; [37.58695652 19.41304348],0
u1,1,0.054941,3.683887,[ 17 208] ; [ 9 48],[ 20.74468085 204.25531915] ; [ 5.25531915 51.74468085],0
r3,1,0.090453,2.866287,[182  40] ; [52  5],[186.19354839  35.80645161] ; [47.80645161  9.19354839],0
r4,1,0.100904,2.691193,[157  68] ; [46 11],[161.96808511  63.03191489] ; [41.03191489 15.96808511],0
v1,1,0.128464,2.310973,[ 76 143] ; [26 31],[ 80.93478261 138.06521739] ; [21.06521739 35.93478261],0
a6,1,0.134293,2.242163,[142  83] ; [42 15],[146.80851064  78.19148936] ; [37.19148936 19.80851064],0
p12,1,0.138073,2.199305,[  2 221] ; [ 2 55],[  3.18571429 219.81428571] ; [ 0.81428571 56.18571429],0
n3,1,0.140437,2.173167,[40 26] ; [15  4],[42.70588235 23.29411765] ; [12.29411765  6.70588235],0
d3,1,0.143914,2.135603,[127  98] ; [37 18],[131.78571429  93.21428571] ; [32.21428571 22.78571429],0
d4,1,0.196335,1.669431,[164  59] ; [37 20],[160.08214286  62.91785714] ; [40.91785714 16.08214286],0
n2,1,0.220819,1.499038,[39 28] ; [14  5],[41.29069767 25.70930233] ; [11.70930233  7.29069767],0
b4,1,0.242633,1.36523,[126  99] ; [27 30],[122.07446809 102.92553191] ; [30.92553191 26.07446809],0
a1,1,0.249748,1.324712,[ 12 213] ; [ 1 56],[ 10.37234043 214.62765957] ; [ 2.62765957 54.37234043],0
n4,1,0.251345,1.315814,[143  81] ; [41 16],[146.67615658  77.32384342] ; [37.32384342 19.67615658],0
p1,1,0.26231,1.256523,[ 17 206] ; [ 7 50],[ 19.11428571 203.88571429] ; [ 4.88571429 52.11428571],0
v2,1,0.274754,1.192855,[ 88 127] ; [27 28],[ 91.57407407 123.42592593] ; [23.42592593 31.57407407],0
p11,1,0.281752,1.15862,[149  76] ; [42 15],[152.39361702  72.60638298] ; [38.60638298 18.39361702],0
r1,1,0.295204,1.095737,[144  79] ; [41 16],[147.33928571  75.66071429] ; [37.66071429 19.33928571],0
n1,1,0.314339,1.012356,[20 47] ; [ 8 11],[21.81395349 45.18604651] ; [ 6.18604651 12.81395349],0
