Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,9e-06,19.783678,[94 37] ; [16 30],[81.41242938 49.58757062] ; [28.58757062 17.41242938],1
d3,1,6.6e-05,15.917766,[99 32] ; [20 26],[88.07344633 42.92655367] ; [30.92655367 15.07344633],1
a2,1,0.001557,10.010484,[43 89] ; [ 4 42],[34.85393258 97.14606742] ; [12.14606742 33.85393258],0
r1,1,0.002987,8.815624,[115  15] ; [32 14],[108.57954545  21.42045455] ; [38.42045455  7.57954545],0
u1,1,0.003118,8.737369,[ 32 100] ; [ 2 44],[ 25.21348315 106.78651685] ; [ 8.78651685 37.21348315],0
d5,1,0.01137,6.406519,[113  18] ; [32 14],[107.31638418  23.68361582] ; [37.68361582  8.31638418],0
b5,1,0.046584,3.960342,[93 39] ; [25 21],[87.50561798 44.49438202] ; [30.49438202 15.50561798],0
a5,1,0.193307,1.692231,[94 38] ; [28 18],[90.47191011 41.52808989] ; [31.52808989 14.47191011],0
p9,1,0.200982,1.635225,[88 37] ; [27 18],[84.55882353 40.44117647] ; [30.44117647 14.55882353],0
s2,1,0.204801,1.607804,[74 57] ; [21 25],[70.31073446 60.68926554] ; [24.68926554 21.31073446],0
d1,1,0.21676,1.525694,[77 55] ; [22 24],[73.41573034 58.58426966] ; [25.58426966 20.41573034],0
v3,1,0.220501,1.501109,[42 84] ; [18 23],[45.26946108 80.73053892] ; [14.73053892 26.26946108],0
b1,1,0.228363,1.45103,[61 71] ; [26 20],[64.51685393 67.48314607] ; [22.48314607 23.51685393],0
a3,1,0.255399,1.293525,[91 39] ; [28 18],[87.89772727 42.10227273] ; [31.10227273 14.89772727],0
p7,1,0.26993,1.217105,[63 65] ; [27 19],[66.20689655 61.79310345] ; [23.79310345 22.20689655],0
v1,1,0.293942,1.101477,[63 68] ; [18 28],[59.94915254 71.05084746] ; [21.05084746 24.94915254],0
p10,1,0.300765,1.070799,[75 50] ; [23 22],[72.05882353 52.94117647] ; [25.94117647 19.05882353],0
n1,1,0.313017,1.017905,[18 23] ; [11  8],[19.81666667 21.18333333] ; [9.18333333 9.81666667],0
p4,1,0.322792,0.977599,[64 66] ; [26 19],[66.85714286 63.14285714] ; [23.14285714 21.85714286],0
p2,1,0.349615,0.874855,[95 36] ; [30 16],[92.51412429 38.48587571] ; [32.48587571 13.51412429],0
b4,1,0.360729,0.835353,[73 59] ; [29 17],[75.64044944 56.35955056] ; [26.35955056 19.64044944],0
s5,1,0.364747,0.821481,[42 81] ; [18 25],[44.45783133 78.54216867] ; [15.54216867 27.45783133],0
n6,1,0.378665,0.775033,[99 32] ; [31 14],[96.76136364 34.23863636] ; [33.23863636 11.76136364],0
p3,1,0.384295,0.756918,[53 78] ; [22 24],[55.50847458 75.49152542] ; [19.49152542 26.50847458],0
d4,1,0.44183,0.591524,[106  25] ; [34 11],[104.20454545  26.79545455] ; [35.79545455  9.20454545],0
s7,1,0.466125,0.531148,[63 59] ; [18 22],[61. 61.] ; [20. 20.],0
p5,1,0.507147,0.439948,[ 10 120] ; [ 5 41],[ 11.07954545 118.92045455] ; [ 3.92045455 42.07954545],0
u2,1,0.509263,0.435582,[18 21] ; [10  8],[19.15789474 19.84210526] ; [8.84210526 9.15789474],0
u3,1,0.537806,0.37962,[25 14] ; [10  8],[23.94736842 15.05263158] ; [11.05263158  6.94736842],0
d2,1,0.589608,0.290956,[68 63] ; [26 20],[69.57062147 61.42937853] ; [24.42937853 21.57062147],0
p8,1,0.603077,0.270381,[46 83] ; [18 27],[47.44827586 81.55172414] ; [16.55172414 28.44827586],0
n3,1,0.605,0.267521,[32 10] ; [14  3],[32.74576271  9.25423729] ; [13.25423729  3.74576271],0
b3,1,0.626578,0.23673,[17 49] ; [ 8 18],[17.93478261 48.06521739] ; [ 7.06521739 18.93478261],0
b2,1,0.626578,0.23673,[17 49] ; [ 8 18],[17.93478261 48.06521739] ; [ 7.06521739 18.93478261],0
v2,1,0.634576,0.225906,[62 64] ; [24 21],[63.36842105 62.63157895] ; [22.63157895 22.36842105],0
p6,1,0.665266,0.18719,[41 87] ; [16 29],[42.1734104 85.8265896] ; [14.8265896 30.1734104],0
a1,1,0.669833,0.181798,[  4 128] ; [ 2 44],[  4.4494382 127.5505618] ; [ 1.5505618 44.4494382],0
n5,1,0.688035,0.161221,[83 48] ; [27 18],[81.875 49.125] ; [28.125 16.875],0
n2,1,0.70107,0.147361,[32 11] ; [15  4],[32.59677419 10.40322581] ; [14.40322581  4.59677419],0
v4,1,0.732236,0.117069,[125   7] ; [42  3],[124.54237288   7.45762712] ; [42.45762712  2.54237288],0
n4,1,0.757863,0.095042,[84 47] ; [30 15],[84.85227273 46.14772727] ; [29.14772727 15.85227273],0
p12,1,0.766756,0.087984,[  4 126] ; [ 1 44],[  3.71428571 126.28571429] ; [ 1.28571429 43.71428571],0
s1,1,0.78347,0.075515,[  7 122] ; [ 3 43],[  7.37142857 121.62857143] ; [ 2.62857143 43.37142857],0
s4,1,0.804349,0.061366,[ 29 102] ; [11 35],[ 29.60451977 101.39548023] ; [10.39548023 35.60451977],0
s6,1,0.846257,0.037596,[92 37] ; [30 13],[91.5 37.5] ; [30.5 12.5],0
s3,1,0.880265,0.02269,[74 57] ; [26 19],[74.43181818 56.56818182] ; [25.56818182 19.43181818],0
r3,1,0.881052,0.022391,[125   5] ; [44  2],[124.82954545   5.17045455] ; [44.17045455  1.82954545],0
a4,1,0.882767,0.021745,[61 70] ; [22 24],[61.42937853 69.57062147] ; [21.57062147 24.42937853],0
s8,1,0.906411,0.013822,[54 77] ; [19 26],[54.33522727 76.66477273] ; [18.66477273 26.33522727],0
p1,1,0.924673,0.00894,[ 12 119] ; [ 4 42],[ 11.84180791 119.15819209] ; [ 4.15819209 41.84180791],0
u4,1,0.968939,0.001516,[  3 129] ; [ 1 45],[  2.96629213 129.03370787] ; [ 1.03370787 44.96629213],0
a8,1,0.992134,9.7e-05,[15 98] ; [ 6 39],[15.01898734 97.98101266] ; [ 5.98101266 39.01898734],0
