Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,72.907364,[121  34] ; [35 93],[85.44169611 69.55830389] ; [70.55830389 57.44169611],1
s2,1,0.0,49.925959,[123  34] ; [47 80],[93.97887324 63.02112676] ; [76.02112676 50.97887324],1
s3,1,0.0,36.947546,[117  38] ; [50 76],[92.11743772 62.88256228] ; [74.88256228 51.11743772],1
s6,1,0.0,33.319597,[136  19] ; [73 54],[114.87588652  40.12411348] ; [94.12411348 32.87588652],1
v3,1,0.000229,13.579749,[98 54] ; [50 69],[83.01107011 68.98892989] ; [64.98892989 54.01107011],1
a3,1,0.000331,12.887441,[140  16] ; [94 34],[128.53521127  27.46478873] ; [105.46478873  22.53521127],1
s5,1,0.00058,11.839005,[81 69] ; [42 84],[66.84782609 83.15217391] ; [56.15217391 69.84782609],1
p6,1,0.000681,11.54047,[89 67] ; [45 78],[74.92473118 81.07526882] ; [59.07526882 63.92473118],1
u1,1,0.001459,10.129418,[ 58 100] ; [ 25 103],[ 45.85314685 112.14685315] ; [37.14685315 90.85314685],0
p3,1,0.01533,5.878113,[104  53] ; [65 60],[94.08865248 62.91134752] ; [74.91134752 50.08865248],0
n2,1,0.020877,5.33699,[23  2] ; [17  9],[19.60784314  5.39215686] ; [20.39215686  5.60784314],0
p5,1,0.022752,5.18732,[ 33 123] ; [ 14 113],[ 25.90812721 130.09187279] ; [ 21.09187279 105.90812721],0
n6,1,0.02506,5.019732,[142  12] ; [107  21],[135.9787234  18.0212766] ; [113.0212766  14.9787234],0
p4,1,0.032444,4.57487,[121  35] ; [84 43],[113.00353357  42.99646643] ; [91.99646643 35.00353357],0
d3,1,0.035281,4.431543,[144  13] ; [107  21],[138.27017544  18.72982456] ; [112.72982456  15.27017544],0
d2,1,0.042206,4.126926,[122  35] ; [85 42],[114.43309859  42.56690141] ; [92.56690141 34.43309859],0
a2,1,0.04485,4.024276,[65 93] ; [38 90],[ 56.9020979 101.0979021] ; [46.0979021 81.9020979],0
p12,1,0.045052,4.016679,[ 23 134] ; [  9 118],[ 17.69014085 139.30985915] ; [ 14.30985915 112.69014085],0
a1,1,0.047612,3.923625,[ 12 146] ; [  3 125],[  8.28671329 149.71328671] ; [  6.71328671 121.28671329],0
n4,1,0.058654,3.575027,[138  19] ; [102  26],[132.21052632  24.78947368] ; [107.78947368  20.21052632],0
n3,1,0.062621,3.466573,[13 12] ; [20  6],[16.17647059  8.82352941] ; [16.82352941  9.17647059],0
n1,1,0.068957,3.307683,[14 11] ; [ 8 18],[10.78431373 14.21568627] ; [11.21568627 14.78431373],0
s4,1,0.073352,3.206367,[ 30 127] ; [ 14 110],[ 24.58362989 132.41637011] ; [ 19.41637011 104.58362989],0
a4,1,0.077598,3.114505,[102  55] ; [70 58],[94.75087719 62.24912281] ; [77.24912281 50.75087719],0
r2,1,0.080565,3.053464,[155   2] ; [121   6],[152.57746479   4.42253521] ; [123.42253521   3.57746479],0
a8,1,0.089286,2.887191,[ 24 110] ; [ 12 104],[ 19.296 114.704] ; [16.704 99.296],0
p1,1,0.093354,2.815571,[ 19 138] ; [  8 120],[ 14.87368421 142.12631579] ; [ 12.12631579 115.87368421],0
p7,1,0.105588,2.619048,[114  36] ; [84 41],[108.  42.] ; [90. 35.],0
n5,1,0.123326,2.374559,[136  20] ; [103  25],[131.28169014  24.71830986] ; [107.71830986  20.28169014],0
u4,1,0.159697,1.977091,[  9 149] ; [  3 125],[  6.62937063 151.37062937] ; [  5.37062937 122.62937063],0
v2,1,0.160024,1.973995,[118  36] ; [85 38],[112.85920578  41.14079422] ; [90.14079422 32.85920578],0
r1,1,0.160104,1.973244,[140  17] ; [106  21],[135.99295775  21.00704225] ; [110.00704225  16.99295775],0
a5,1,0.164507,1.932298,[143  15] ; [109  19],[139.21678322  18.78321678] ; [112.78321678  15.21678322],0
p9,1,0.225212,1.470848,[145  12] ; [111  15],[142.02120141  14.97879859] ; [113.97879859  12.02120141],0
r4,1,0.341115,0.906236,[150   8] ; [118  10],[148.05594406   9.94405594] ; [119.94405594   8.05594406],0
p2,1,0.358294,0.843864,[136  22] ; [113  13],[138.52816901  19.47183099] ; [110.47183099  15.52816901],0
p11,1,0.402299,0.701445,[130  28] ; [110  18],[132.58741259  25.41258741] ; [107.41258741  20.58741259],0
u3,1,0.450788,0.56867,[13  5] ; [21 13],[11.76923077  6.23076923] ; [22.23076923 11.76923077],0
p10,1,0.495199,0.465209,[139  18] ; [109  18],[137.09859155  19.90140845] ; [110.90140845  16.09859155],0
