Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.009109,6.801349,[17 19] ; [13  2],[21.17647059 14.82352941] ; [8.82352941 6.17647059],0
p10,1,0.025327,5.001367,[28  8] ; [8 9],[24.45283019 11.54716981] ; [11.54716981  5.45283019],0
n6,1,0.097666,2.743249,[32  4] ; [12  5],[29.88679245  6.11320755] ; [14.11320755  2.88679245],0
u1,1,0.130416,2.287542,[ 6 30] ; [ 6 11],[ 8.1509434 27.8490566] ; [ 3.8490566 13.1509434],0
d3,1,0.171713,1.867926,[23 13] ; [14  3],[25.13207547 10.86792453] ; [11.86792453  5.13207547],0
a2,1,0.177597,1.81762,[ 5 31] ; [ 5 12],[ 6.79245283 29.20754717] ; [ 3.20754717 13.79245283],0
v4,1,0.186322,1.74646,[35  1] ; [15  2],[33.96226415  2.03773585] ; [16.03773585  0.96226415],0
u4,1,0.186322,1.74646,[ 1 35] ; [ 2 15],[ 2.03773585 33.96226415] ; [ 0.96226415 16.03773585],0
r1,1,0.198724,1.651726,[21 15] ; [13  4],[23.09433962 12.90566038] ; [10.90566038  6.09433962],0
s2,1,0.261059,1.263132,[19 16] ; [12  5],[20.86538462 14.13461538] ; [10.13461538  6.86538462],0
b2,1,0.283391,1.150758,[10 12] ; [6 3],[11.35483871 10.64516129] ; [4.64516129 4.35483871],0
b3,1,0.283391,1.150758,[10 12] ; [6 3],[11.35483871 10.64516129] ; [4.64516129 4.35483871],0
n5,1,0.313682,1.015107,[28  8] ; [11  6],[26.49056604  9.50943396] ; [12.50943396  4.49056604],0
p9,1,0.317854,0.997758,[33  3] ; [14  3],[31.9245283  4.0754717] ; [15.0754717  1.9245283],0
s6,1,0.329342,0.951482,[26 10] ; [10  7],[24.45283019 11.54716981] ; [11.54716981  5.45283019],0
n1,1,0.376954,0.780612,[5 5] ; [5 2],[5.88235294 4.11764706] ; [4.11764706 2.88235294],0
s4,1,0.408512,0.683126,[ 5 30] ; [ 4 13],[ 6.05769231 28.94230769] ; [ 2.94230769 14.05769231],0
u3,1,0.408961,0.681818,[8 3] ; [2 2],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
