Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.028885,4.774468,[22 29] ; [33 18],[27.5 23.5] ; [27.5 23.5],0
n4,1,0.035692,4.411765,[29 22] ; [39 12],[34. 17.] ; [34. 17.],0
b1,1,0.038706,4.273713,[32 20] ; [21 30],[26.75728155 25.24271845] ; [26.24271845 24.75728155],0
s8,1,0.056745,3.630057,[15 37] ; [24 27],[19.68932039 32.31067961] ; [19.31067961 31.68932039],0
p2,1,0.079872,3.067503,[28 24] ; [36 15],[32.31067961 19.68932039] ; [31.68932039 19.31067961],0
n1,1,0.082751,3.010033,[14  9] ; [4 9],[11.5 11.5] ; [6.5 6.5],0
p3,1,0.083345,2.998442,[25 27] ; [16 35],[20.69902913 31.30097087] ; [20.30097087 30.69902913],0
p5,1,0.14873,2.085225,[ 6 46] ; [ 2 49],[ 4.03883495 47.96116505] ; [ 3.96116505 47.03883495],0
n5,1,0.149419,2.07817,[29 22] ; [36 15],[32.5 18.5] ; [32.5 18.5],0
p6,1,0.2384,1.390032,[11 41] ; [16 35],[13.63106796 38.36893204] ; [13.36893204 37.63106796],0
s1,1,0.250988,1.317796,[ 5 47] ; [ 2 49],[ 3.53398058 48.46601942] ; [ 3.46601942 47.53398058],0
n6,1,0.272417,1.204535,[34 17] ; [39 12],[36.5 14.5] ; [36.5 14.5],0
s5,1,0.289483,1.122026,[14 38] ; [18 31],[16.47524752 35.52475248] ; [15.52475248 33.47524752],0
r3,1,0.309469,1.032942,[46  6] ; [48  3],[47.45631068  4.54368932] ; [46.54368932  4.45631068],0
p9,1,0.326677,0.962027,[19 32] ; [23 26],[21.42 29.58] ; [20.58 28.42],0
p8,1,0.331072,0.9447,[17 35] ; [21 29],[19.37254902 32.62745098] ; [18.62745098 31.37254902],0
v4,1,0.355978,0.852032,[45  7] ; [47  4],[46.44660194  5.55339806] ; [45.55339806  5.44660194],0
d2,1,0.428203,0.627692,[24 27] ; [28 23],[26. 25.] ; [26. 25.],0
d5,1,0.462564,0.539683,[39 12] ; [42  9],[40.5 10.5] ; [40.5 10.5],0
n2,1,0.463956,0.536333,[15  8] ; [10  3],[15.97222222  7.02777778] ; [9.02777778 3.97222222],0
s3,1,0.471255,0.519031,[33 18] ; [35 14],[34.68 16.32] ; [33.32 15.68],0
r2,1,0.485219,0.487111,[48  4] ; [45  6],[46.95145631  5.04854369] ; [46.04854369  4.95145631],0
v3,1,0.579011,0.307836,[15 32] ; [19 32],[16.30612245 30.69387755] ; [17.69387755 33.30612245],0
r4,1,0.584665,0.298753,[43  9] ; [40 11],[41.90291262 10.09708738] ; [41.09708738  9.90291262],0
b4,1,0.587562,0.294168,[32 20] ; [34 17],[33.32038835 18.67961165] ; [32.67961165 18.32038835],0
d1,1,0.618443,0.248062,[26 26] ; [28 23],[27.26213592 24.73786408] ; [26.73786408 24.26213592],0
a7,1,0.625367,0.238396,[36 16] ; [33 18],[34.83495146 17.16504854] ; [34.16504854 16.83495146],0
p7,1,0.639787,0.219021,[22 30] ; [23 26],[23.16831683 28.83168317] ; [21.83168317 27.16831683],0
u4,1,0.662659,0.190309,[ 3 49] ; [ 2 49],[ 2.52427184 49.47572816] ; [ 2.47572816 48.52427184],0
a3,1,0.687409,0.161905,[29 22] ; [31 20],[30. 21.] ; [30. 21.],0
a4,1,0.687409,0.161905,[22 29] ; [20 31],[21. 30.] ; [21. 30.],0
a1,1,0.715177,0.133161,[ 4 48] ; [ 3 48],[ 3.53398058 48.46601942] ; [ 3.46601942 47.53398058],0
u3,1,0.738514,0.111437,[15  8] ; [14  6],[15.51162791  7.48837209] ; [13.48837209  6.51162791],0
a8,1,0.742062,0.108322,[ 7 39] ; [ 8 37],[ 7.58241758 38.41758242] ; [ 7.41758242 37.58241758],0
u1,1,0.768416,0.086699,[10 42] ; [11 40],[10.60194175 41.39805825] ; [10.39805825 40.60194175],0
p4,1,0.770919,0.084781,[28 24] ; [26 25],[27.26213592 24.73786408] ; [26.73786408 24.26213592],0
r1,1,0.775166,0.081581,[40 12] ; [38 13],[39.37864078 12.62135922] ; [38.62135922 12.37864078],0
d4,1,0.799247,0.06468,[42  9] ; [41 10],[41.5  9.5] ; [41.5  9.5],0
