Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.004345,8.133843,[ 1 15] ; [7 6],[ 4.4137931 11.5862069] ; [3.5862069 9.4137931],0
a4,1,0.012511,6.236919,[ 1 15] ; [6 7],[ 3.86206897 12.13793103] ; [3.13793103 9.86206897],0
n4,1,0.014372,5.991873,[11  5] ; [ 3 10],[7.72413793 8.27586207] ; [6.27586207 6.72413793],0
a3,1,0.027469,4.861111,[ 4 12] ; [8 4],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
d1,1,0.043742,4.066506,[ 2 14] ; [6 7],[ 4.4137931 11.5862069] ; [3.5862069 9.4137931],0
p3,1,0.07776,3.111111,[ 6 10] ; [ 1 11],[ 4. 12.] ; [3. 9.],0
b3,1,0.110149,2.552083,[ 1 11] ; [3 5],[2.4 9.6] ; [1.6 6.4],0
b2,1,0.110149,2.552083,[ 1 11] ; [3 5],[2.4 9.6] ; [1.6 6.4],0
d3,1,0.111349,2.534965,[ 4 12] ; [7 6],[6.06896552 9.93103448] ; [4.93103448 8.06896552],0
s4,1,0.119355,2.425759,[ 5 11] ; [ 1 12],[ 3.31034483 12.68965517] ; [ 2.68965517 10.31034483],0
p7,1,0.137276,2.208236,[8 8] ; [ 3 10],[6.06896552 9.93103448] ; [4.93103448 8.06896552],0
n6,1,0.170007,1.882882,[9 7] ; [4 9],[7.17241379 8.82758621] ; [5.82758621 7.17241379],0
p2,1,0.170007,1.882882,[9 7] ; [4 9],[7.17241379 8.82758621] ; [5.82758621 7.17241379],0
s2,1,0.185116,1.756067,[ 6 10] ; [ 2 11],[ 4.4137931 11.5862069] ; [3.5862069 9.4137931],0
r3,1,0.197631,1.659799,[ 6 10] ; [8 5],[7.72413793 8.27586207] ; [6.27586207 6.72413793],0
v2,1,0.233297,1.420648,[ 4 12] ; [6 7],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
d4,1,0.295694,1.093514,[8 8] ; [9 4],[9.37931034 6.62068966] ; [7.62068966 5.37931034],0
n5,1,0.295694,1.093514,[8 8] ; [4 9],[6.62068966 9.37931034] ; [5.37931034 7.62068966],0
n3,1,0.333998,0.933333,[3 3] ; [6 2],[3.85714286 2.14285714] ; [5.14285714 2.85714286],0
s3,1,0.338939,0.91444,[6 9] ; [ 3 10],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
d5,1,0.340405,0.908906,[7 9] ; [8 5],[8.27586207 7.72413793] ; [6.72413793 6.27586207],0
s7,1,0.356216,0.85119,[ 3 11] ; [ 1 11],[ 2.15384615 11.84615385] ; [ 1.84615385 10.15384615],0
a8,1,0.377822,0.777778,[ 1 15] ; [ 2 10],[ 1.71428571 14.28571429] ; [ 1.28571429 10.71428571],0
a6,1,0.378715,0.774871,[ 6 10] ; [7 6],[7.17241379 8.82758621] ; [5.82758621 7.17241379],0
v3,1,0.390447,0.737548,[ 3 13] ; [ 1 12],[ 2.20689655 13.79310345] ; [ 1.79310345 11.20689655],0
n1,1,0.393153,0.729167,[1 5] ; [3 5],[1.71428571 4.28571429] ; [2.28571429 5.71428571],0
p4,1,0.403755,0.697115,[ 6 10] ; [ 3 10],[ 4.96551724 11.03448276] ; [4.03448276 8.96551724],0
s1,1,0.421806,0.645279,[ 1 15] ; [ 2 11],[ 1.65517241 14.34482759] ; [ 1.34482759 11.65517241],0
d2,1,0.435819,0.607265,[ 4 12] ; [5 8],[ 4.96551724 11.03448276] ; [4.03448276 8.96551724],0
s6,1,0.473701,0.51333,[7 9] ; [4 9],[6.06896552 9.93103448] ; [4.93103448 8.06896552],0
u3,1,0.536268,0.3825,[3 9] ; [2 3],[3.52941176 8.47058824] ; [1.47058824 3.52941176],0
v4,1,0.588439,0.292788,[7 9] ; [7 6],[7.72413793 8.27586207] ; [6.27586207 6.72413793],0
b5,1,0.588439,0.292788,[9 7] ; [6 7],[8.27586207 7.72413793] ; [6.72413793 6.27586207],0
p8,1,0.594853,0.282828,[ 4 12] ; [ 2 10],[ 3.42857143 12.57142857] ; [2.57142857 9.42857143],0
p1,1,0.672452,0.178748,[ 2 14] ; [ 1 12],[ 1.65517241 14.34482759] ; [ 1.34482759 11.65517241],0
r4,1,0.672452,0.178748,[ 2 14] ; [ 1 12],[ 1.65517241 14.34482759] ; [ 1.34482759 11.65517241],0
p11,1,0.684498,0.165106,[ 5 11] ; [5 8],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
r1,1,0.684498,0.165106,[ 5 11] ; [5 8],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
u2,1,0.70663,0.141667,[6 6] ; [2 3],[5.64705882 6.35294118] ; [2.35294118 2.64705882],0
p10,1,0.822729,0.050192,[ 2 14] ; [ 2 11],[ 2.20689655 13.79310345] ; [ 1.79310345 11.20689655],0
p6,1,0.824653,0.049091,[ 3 12] ; [ 2 10],[ 2.77777778 12.22222222] ; [2.22222222 9.77777778],0
s8,1,0.878842,0.023237,[ 1 15] ; [ 1 12],[ 1.10344828 14.89655172] ; [ 0.89655172 12.10344828],0
v1,1,0.904201,0.014486,[ 4 12] ; [ 3 10],[ 3.86206897 12.13793103] ; [3.13793103 9.86206897],0
b4,1,0.957675,0.002817,[10  6] ; [8 5],[9.93103448 6.06896552] ; [8.06896552 4.93103448],0
b1,1,0.957675,0.002817,[10  6] ; [8 5],[9.93103448 6.06896552] ; [8.06896552 4.93103448],0
n2,1,1.0,0.0,[3 3] ; [4 4],[3. 3.] ; [4. 4.],0
