Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.260056,[287  18] ; [4 6],[281.76190476  23.23809524] ; [9.23809524 0.76190476],1
p11,1,0.00013,14.645392,[245  60] ; [3 7],[240.12698413  64.87301587] ; [7.87301587 2.12698413],1
v4,1,0.000144,14.445879,[292  12] ; [7 3],[289.47770701  14.52229299] ; [9.52229299 0.47770701],1
p7,1,0.000685,11.53015,[195 100] ; [1 8],[190.19736842 104.80263158] ; [5.80263158 3.19736842],1
s6,1,0.001003,10.822144,[260  39] ; [5 5],[256.42394822  42.57605178] ; [8.57605178 1.42394822],0
p2,1,0.002257,9.328085,[261  44] ; [5 5],[257.55555556  47.44444444] ; [8.44444444 1.55555556],0
n6,1,0.019284,5.475574,[261  41] ; [6 4],[258.44230769  43.55769231] ; [8.55769231 1.44230769],0
s1,1,0.022454,5.210227,[ 13 289] ; [2 8],[ 14.51923077 287.48076923] ; [0.48076923 9.51923077],0
p1,1,0.041099,4.171946,[ 30 274] ; [3 7],[ 31.94904459 272.05095541] ; [1.05095541 8.94904459],0
v2,1,0.04347,4.077045,[179 111] ; [3 7],[175.93333333 114.06666667] ; [6.06666667 3.93333333],0
s2,1,0.046497,3.963504,[256  49] ; [6 4],[253.68253968  51.31746032] ; [8.31746032 1.68253968],0
n1,1,0.050771,3.815802,[29 33] ; [6 1],[31.44927536 30.55072464] ; [3.55072464 3.44927536],0
p4,1,0.060144,3.533407,[207  96] ; [4 6],[204.25878594  98.74121406] ; [6.74121406 3.25878594],0
p9,1,0.062387,3.472774,[270  33] ; [7 3],[268.15015974  34.84984026] ; [8.84984026 1.15015974],0
v1,1,0.078323,3.099359,[170 123] ; [3 7],[167.29042904 125.70957096] ; [5.70957096 4.29042904],0
u3,1,0.108854,2.570783,[40 13] ; [1 2],[38.80357143 14.19642857] ; [2.19642857 0.80357143],0
u2,1,0.108854,2.570783,[40 13] ; [1 2],[38.80357143 14.19642857] ; [2.19642857 0.80357143],0
v3,1,0.108907,2.570009,[131 156] ; [2 8],[128.52188552 158.47811448] ; [4.47811448 5.52188552],0
r1,1,0.127426,2.323583,[264  40] ; [7 3],[262.36942675  41.63057325] ; [8.63057325 1.36942675],0
p10,1,0.128943,2.305181,[263  40] ; [7 3],[261.37380192  41.62619808] ; [8.62619808 1.37380192],0
p5,1,0.155885,2.013696,[ 42 259] ; [3 7],[ 43.55305466 257.44694534] ; [1.44694534 8.55305466],0
d5,1,0.171807,1.867104,[294   8] ; [9 1],[293.28846154   8.71153846] ; [9.71153846 0.28846154],0
b3,1,0.209487,1.574968,[ 85 111] ; [2 7],[ 83.1804878 112.8195122] ; [3.8195122 5.1804878],0
b2,1,0.209487,1.574968,[ 85 111] ; [2 7],[ 83.1804878 112.8195122] ; [3.8195122 5.1804878],0
a3,1,0.291169,1.114207,[252  52] ; [7 3],[250.75159236  53.24840764] ; [8.24840764 1.75159236],0
n2,1,0.3389,0.914588,[43 20] ; [6 1],[44.1 18.9] ; [4.9 2.1],0
p8,1,0.360785,0.83516,[165 137] ; [4 6],[163.58333333 138.41666667] ; [5.41666667 4.58333333],0
p6,1,0.373635,0.79154,[133 168] ; [3 7],[131.62700965 169.37299035] ; [4.37299035 5.62700965],0
n5,1,0.407503,0.686075,[241  63] ; [9 1],[242.03821656  61.96178344] ; [7.96178344 2.03821656],0
n3,1,0.433944,0.612245,[45 18] ; [4 3],[44.1 18.9] ; [4.9 2.1],0
s4,1,0.541442,0.372874,[ 66 236] ; [3 7],[ 66.78846154 235.21153846] ; [2.21153846 7.78846154],0
u1,1,0.542023,0.371803,[ 88 217] ; [2 8],[ 87.14285714 217.85714286] ; [2.85714286 7.14285714],0
b4,1,0.564654,0.33171,[186 119] ; [7 3],[186.87301587 118.12698413] ; [6.12698413 3.87301587],0
b1,1,0.568762,0.324759,[125 180] ; [5 5],[125.87301587 179.12698413] ; [4.12698413 5.87301587],0
s7,1,0.594001,0.284139,[205  90] ; [7 2],[205.72368421  89.27631579] ; [6.27631579 2.72368421],0
p3,1,0.647052,0.209637,[173 129] ; [5 5],[172.29487179 129.70512821] ; [5.70512821 4.29487179],0
a1,1,0.667597,0.184426,[ 20 285] ; [1 9],[ 20.33333333 284.66666667] ; [0.66666667 9.33333333],0
a2,1,0.678882,0.171387,[111 194] ; [3 7],[110.38095238 194.61904762] ; [3.61904762 6.38095238],0
s8,1,0.729129,0.119913,[196 107] ; [7 3],[196.514377 106.485623] ; [6.485623 3.514377],0
a5,1,0.762434,0.091377,[255  50] ; [8 2],[254.65079365  50.34920635] ; [8.34920635 1.65079365],0
p12,1,0.767826,0.087155,[ 40 263] ; [1 9],[ 39.69009585 263.30990415] ; [1.30990415 8.69009585],0
a7,1,0.791231,0.070072,[233  72] ; [8 2],[233.34920635  71.65079365] ; [7.65079365 2.34920635],0
d3,1,0.833158,0.044375,[266  37] ; [9 1],[266.21405751  36.78594249] ; [8.78594249 1.21405751],0
s5,1,0.902936,0.014873,[133 153] ; [4 5],[132.82033898 153.17966102] ; [4.17966102 4.82033898],0
a6,1,0.916415,0.011015,[216  86] ; [7 3],[215.8525641  86.1474359] ; [7.1474359 2.8525641],0
a4,1,0.933938,0.006871,[179 126] ; [6 4],[179.12698413 125.87301587] ; [5.87301587 4.12698413],0
b5,1,0.949976,0.003936,[186 119] ; [6 4],[185.9047619 119.0952381] ; [6.0952381 3.9047619],0
