Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.178799,[67 12] ; [ 2 23],[52.41346154 26.58653846] ; [16.58653846  8.41346154],1
r2,1,5e-06,20.662357,[71  8] ; [12 13],[63.04807692 15.95192308] ; [19.95192308  5.04807692],1
v4,1,7e-06,20.324425,[70  8] ; [12 13],[62.09708738 15.90291262] ; [19.90291262  5.09708738],1
r1,1,0.000395,12.555718,[59 20] ; [ 9 16],[51.65384615 27.34615385] ; [16.34615385  8.65384615],1
p11,1,0.001831,9.711486,[44 35] ; [ 5 20],[37.22115385 41.77884615] ; [11.77884615 13.22115385],0
a7,1,0.008413,6.943347,[46 33] ; [ 7 18],[40.25961538 38.74038462] ; [12.74038462 12.25961538],0
n5,1,0.01079,6.49953,[37 42] ; [19  6],[42.53846154 36.46153846] ; [13.46153846 11.53846154],0
a1,1,0.011828,6.33654,[ 2 77] ; [ 4 21],[ 4.55769231 74.44230769] ; [ 1.44230769 23.55769231],0
p3,1,0.015016,5.914645,[30 49] ; [ 3 22],[25.06730769 53.93269231] ; [ 7.93269231 17.06730769],0
s6,1,0.020083,5.404648,[36 42] ; [ 5 20],[31.04854369 46.95145631] ; [ 9.95145631 15.04854369],0
u3,1,0.032636,4.56475,[23 22] ; [ 2 10],[19.73684211 25.26315789] ; [5.26315789 6.73684211],0
v2,1,0.034346,4.477403,[30 47] ; [ 4 21],[25.66666667 51.33333333] ; [ 8.33333333 16.66666667],0
n3,1,0.035322,4.429538,[19  4] ; [7 7],[16.16216216  6.83783784] ; [9.83783784 4.16216216],0
d4,1,0.038898,4.265316,[44 35] ; [ 8 17],[39.5 39.5] ; [12.5 12.5],0
s3,1,0.04021,4.209007,[38 40] ; [ 6 18],[33.64705882 44.35294118] ; [10.35294118 13.64705882],0
d5,1,0.050547,3.823206,[43 36] ; [ 8 17],[38.74038462 40.25961538] ; [12.25961538 12.74038462],0
p2,1,0.052316,3.76562,[46 33] ; [ 9 16],[41.77884615 37.22115385] ; [13.22115385 11.77884615],0
v1,1,0.052505,3.759591,[29 50] ; [ 4 21],[25.06730769 53.93269231] ; [ 7.93269231 17.06730769],0
d2,1,0.054951,3.68356,[14 65] ; [ 9 16],[17.47115385 61.52884615] ; [ 5.52884615 19.47115385],0
p4,1,0.056542,3.636007,[32 46] ; [ 5 20],[28.01941748 49.98058252] ; [ 8.98058252 16.01941748],0
a4,1,0.067603,3.340293,[12 66] ; [ 8 17],[15.14563107 62.85436893] ; [ 4.85436893 20.14563107],0
n2,1,0.089026,2.891898,[19  5] ; [8 7],[16.61538462  7.38461538] ; [10.38461538  4.61538462],0
