Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000877,11.071714,[28 10] ; [10 20],[21.23529412 16.76470588] ; [16.76470588 13.23529412],1
r4,1,0.000972,10.880852,[29  9] ; [11 19],[22.35294118 15.64705882] ; [17.64705882 12.35294118],1
n4,1,0.005376,7.748457,[15 23] ; [22  8],[20.67647059 17.32352941] ; [16.32352941 13.67647059],0
u3,1,0.010587,6.533333,[11  4] ; [ 4 11],[7.5 7.5] ; [7.5 7.5],0
u2,1,0.020137,5.4,[13  2] ; [7 8],[10.  5.] ; [10.  5.],0
r3,1,0.024644,5.048702,[32  6] ; [18 12],[27.94117647 10.05882353] ; [22.05882353  7.94117647],0
d4,1,0.030131,4.701811,[27 11] ; [13 16],[22.68656716 15.31343284] ; [17.31343284 11.68656716],0
v3,1,0.030763,4.666119,[11 22] ; [ 3 26],[ 7.4516129 25.5483871] ; [ 6.5483871 22.4516129],0
p3,1,0.064394,3.42044,[16 22] ; [ 6 23],[12.47761194 25.52238806] ; [ 9.52238806 19.47761194],0
a5,1,0.082016,3.024495,[22 16] ; [11 19],[18.44117647 19.55882353] ; [14.55882353 15.44117647],0
s4,1,0.123113,2.377261,[11 27] ; [ 4 26],[ 8.38235294 29.61764706] ; [ 6.61764706 23.38235294],0
p9,1,0.128805,2.306843,[16 21] ; [18 11],[19.06060606 17.93939394] ; [14.93939394 14.06060606],0
p8,1,0.152276,2.049299,[14 24] ; [ 6 23],[11.34328358 26.65671642] ; [ 8.65671642 20.34328358],0
p1,1,0.156122,2.011394,[ 5 33] ; [ 1 29],[ 3.35294118 34.64705882] ; [ 2.64705882 27.35294118],0
a4,1,0.157763,1.995534,[15 23] ; [ 7 23],[12.29411765 25.70588235] ; [ 9.70588235 20.29411765],0
p2,1,0.172521,1.860902,[18 20] ; [18 10],[20.72727273 17.27272727] ; [15.27272727 12.72727273],0
a2,1,0.199767,1.644079,[ 1 37] ; [ 3 27],[ 2.23529412 35.76470588] ; [ 1.76470588 28.23529412],0
s3,1,0.204669,1.60874,[23 14] ; [14 16],[20.43283582 16.56716418] ; [16.56716418 13.43283582],0
d3,1,0.267702,1.228484,[15 23] ; [ 8 22],[12.85294118 25.14705882] ; [10.14705882 19.85294118],0
n1,1,0.273322,1.2,[9 6] ; [6 9],[7.5 7.5] ; [7.5 7.5],0
p10,1,0.296691,1.08901,[15 22] ; [15 13],[17.07692308 19.92307692] ; [12.92307692 15.07692308],0
v4,1,0.339183,0.913517,[29  8] ; [19  9],[27.32307692  9.67692308] ; [20.67692308  7.32307692],0
a3,1,0.385382,0.753463,[23 15] ; [15 15],[21.23529412 16.76470588] ; [16.76470588 13.23529412],0
n3,1,0.389414,0.740772,[10  4] ; [9 7],[8.86666667 5.13333333] ; [10.13333333  5.86666667],0
s8,1,0.397529,0.715789,[11 27] ; [ 6 24],[ 9.5 28.5] ; [ 7.5 22.5],0
a8,1,0.431448,0.618923,[ 1 35] ; [ 2 27],[ 1.66153846 34.33846154] ; [ 1.33846154 27.66153846],0
a6,1,0.470597,0.520574,[12 26] ; [12 18],[13.41176471 24.58823529] ; [10.58823529 19.41176471],0
s7,1,0.478045,0.50332,[ 9 24] ; [10 18],[10.27868852 22.72131148] ; [ 8.72131148 19.27868852],0
d5,1,0.516321,0.421236,[22 16] ; [15 15],[20.67647059 17.32352941] ; [16.32352941 13.67647059],0
p11,1,0.516321,0.421236,[22 16] ; [15 15],[20.67647059 17.32352941] ; [16.32352941 13.67647059],0
b3,1,0.58208,0.302885,[10 14] ; [ 6 12],[ 9.14285714 14.85714286] ; [ 6.85714286 11.14285714],0
b2,1,0.58208,0.302885,[10 14] ; [ 6 12],[ 9.14285714 14.85714286] ; [ 6.85714286 11.14285714],0
s5,1,0.585679,0.297143,[ 9 26] ; [ 6 24],[ 8.07692308 26.92307692] ; [ 6.92307692 23.07692308],0
r2,1,0.606729,0.264965,[30  7] ; [22  7],[29.15151515  7.84848485] ; [22.84848485  6.15151515],0
b5,1,0.665927,0.186404,[17 21] ; [15 15],[17.88235294 20.11764706] ; [14.11764706 15.88235294],0
b4,1,0.706811,0.141484,[22 16] ; [16 14],[21.23529412 16.76470588] ; [16.76470588 13.23529412],0
d2,1,0.706811,0.141484,[16 22] ; [14 16],[16.76470588 21.23529412] ; [13.23529412 16.76470588],0
p6,1,0.732678,0.116667,[ 8 28] ; [ 7 20],[ 8.57142857 27.42857143] ; [ 6.42857143 20.57142857],0
n2,1,0.739332,0.110714,[12  3] ; [12  4],[11.61290323  3.38709677] ; [12.38709677  3.61290323],0
a1,1,0.761198,0.09236,[ 3 35] ; [ 3 27],[ 3.35294118 34.64705882] ; [ 2.64705882 27.35294118],0
s6,1,0.830663,0.045732,[17 20] ; [13 17],[16.56716418 20.43283582] ; [13.43283582 16.56716418],0
p12,1,0.860788,0.030755,[ 1 36] ; [ 1 28],[ 1.12121212 35.87878788] ; [ 0.87878788 28.12121212],0
v2,1,0.881807,0.022105,[14 22] ; [11 16],[14.28571429 21.71428571] ; [10.71428571 16.28571429],0
d1,1,0.939486,0.005763,[13 25] ; [10 20],[12.85294118 25.14705882] ; [10.14705882 19.85294118],0
b1,1,0.939486,0.005763,[25 13] ; [20 10],[25.14705882 12.85294118] ; [19.85294118 10.14705882],0
p7,1,0.941267,0.005428,[18 20] ; [14 15],[18.14925373 19.85074627] ; [13.85074627 15.14925373],0
p4,1,0.9524,0.003563,[16 22] ; [12 17],[15.88059701 22.11940299] ; [12.11940299 16.88059701],0
v1,1,0.954094,0.003314,[18 20] ; [14 16],[17.88235294 20.11764706] ; [14.11764706 15.88235294],0
s2,1,0.988114,0.000222,[14 24] ; [11 19],[13.97058824 24.02941176] ; [11.02941176 18.97058824],0
