Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,101.272891,[41 75] ; [208  30],[81.59322034 34.40677966] ; [167.40677966  70.59322034],1
n6,1,0.0,38.783808,[68 48] ; [208  29],[90.69688385 25.30311615] ; [185.30311615  51.69688385],1
p10,1,2.4e-05,17.846859,[70 46] ; [191  44],[86.25641026 29.74358974] ; [174.74358974  60.25641026],1
v1,1,0.000276,13.223539,[41 71] ; [134  99],[56.8115942 55.1884058] ; [118.1884058 114.8115942],1
a2,1,0.002882,8.880742,[ 13 103] ; [ 59 179],[23.59322034 92.40677966] ; [ 48.40677966 189.59322034],0
p9,1,0.004763,7.967392,[78 38] ; [190  45],[88.56980057 27.43019943] ; [179.43019943  55.56980057],0
p4,1,0.005201,7.808188,[47 69] ; [133 103],[59.31818182 56.68181818] ; [120.68181818 115.31818182],0
p11,1,0.005365,7.752094,[81 35] ; [197  41],[91.0960452 24.9039548] ; [186.9039548  51.0960452],0
a8,1,0.021606,5.277263,[  6 101] ; [ 31 187],[12.18153846 94.81846154] ; [ 24.81846154 193.18153846],0
r4,1,0.024631,5.049626,[104  12] ; [228  10],[108.79096045   7.20903955] ; [223.20903955  14.79096045],0
s1,1,0.032222,4.586644,[  6 110] ; [  3 228],[  3.00864553 112.99135447] ; [  5.99135447 225.00864553],0
p8,1,0.037023,4.349343,[47 69] ; [122 111],[56.17191977 59.82808023] ; [112.82808023 120.17191977],0
p7,1,0.044033,4.055298,[57 57] ; [143  90],[65.70605187 48.29394813] ; [134.29394813  98.70605187],0
d2,1,0.053183,3.73816,[41 75] ; [109 127],[49.43181818 66.56818182] ; [100.56818182 135.43181818],0
d5,1,0.056852,3.626904,[86 30] ; [197  41],[92.73446328 23.26553672] ; [190.26553672  47.73446328],0
p5,1,0.060531,3.522764,[  3 113] ; [ 18 218],[  6.92045455 109.07954545] ; [ 14.07954545 221.92045455],0
p6,1,0.080565,3.053458,[24 90] ; [ 70 164],[30.79310345 83.20689655] ; [ 63.20689655 170.79310345],0
p2,1,0.080894,3.046858,[86 29] ; [196  41],[92.13068182 22.86931818] ; [189.86931818  47.13068182],0
p3,1,0.091449,2.848686,[40 76] ; [104 133],[47.32011331 68.67988669] ; [ 96.67988669 140.32011331],0
a5,1,0.100125,2.703545,[76 40] ; [176  62],[82.57627119 33.42372881] ; [169.42372881  68.57627119],0
b3,1,0.10475,2.631687,[14 44] ; [48 85],[18.82722513 39.17277487] ; [43.17277487 89.82722513],0
b2,1,0.10475,2.631687,[14 44] ; [48 85],[18.82722513 39.17277487] ; [43.17277487 89.82722513],0
u1,1,0.106685,2.602651,[ 10 106] ; [ 35 203],[ 14.74576271 101.25423729] ; [ 30.25423729 207.74576271],0
a6,1,0.117027,2.456663,[77 39] ; [177  61],[83.23163842 32.76836158] ; [170.76836158  67.23163842],0
v3,1,0.123484,2.372567,[30 80] ; [ 81 146],[36.23145401 73.76854599] ; [ 74.76854599 152.23145401],0
a3,1,0.127895,2.317865,[66 50] ; [154  82],[72.5 43.5] ; [147.5  88.5],0
n1,1,0.137803,2.202326,[ 9 28] ; [19 29],[12.18823529 24.81176471] ; [15.81176471 32.18823529],0
v4,1,0.157302,1.999969,[106   9] ; [228  10],[108.8101983   6.1898017] ; [225.1898017  12.8101983],0
a4,1,0.159404,1.979872,[42 74] ; [104 132],[48.11363636 67.88636364] ; [ 97.88636364 138.11363636],0
s6,1,0.184932,1.757541,[54 60] ; [128 105],[59.7925072 54.2074928] ; [122.2074928 110.7925072],0
r2,1,0.189873,1.718602,[108   6] ; [230   6],[110.09142857   3.90857143] ; [227.90857143   8.09142857],0
s5,1,0.288305,1.127518,[22 87] ; [ 59 173],[25.8914956 83.1085044] ; [ 55.1085044 176.8914956],0
d1,1,0.376011,0.783704,[61 55] ; [137 101],[64.88135593 51.11864407] ; [133.11864407 104.88135593],0
d4,1,0.490267,0.47594,[97 19] ; [191  46],[94.64022663 21.35977337] ; [193.35977337  43.64022663],0
p12,1,0.526765,0.400628,[  5 111] ; [ 14 222],[  6.26136364 109.73863636] ; [ 12.73863636 223.26136364],0
r3,1,0.637403,0.222155,[111   5] ; [224  13],[110.08498584   5.91501416] ; [224.91501416  12.08498584],0
n2,1,0.642183,0.215899,[25 11] ; [37 13],[25.95348837 10.04651163] ; [36.04651163 13.95348837],0
p1,1,0.704585,0.143746,[  7 108] ; [ 17 220],[  7.84090909 107.15909091] ; [ 16.15909091 220.84090909],0
b4,1,0.715611,0.132737,[73 43] ; [145  93],[71.43502825 44.56497175] ; [146.56497175  91.43502825],0
a7,1,0.72344,0.125221,[89 27] ; [177  59],[87.65909091 28.34090909] ; [178.34090909  57.65909091],0
s2,1,0.725637,0.123155,[31 84] ; [ 67 166],[32.38505747 82.61494253] ; [ 65.61494253 167.38505747],0
s4,1,0.745874,0.105031,[ 16 100] ; [ 29 202],[ 15.04322767 100.95677233] ; [ 29.95677233 201.04322767],0
