Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,6e-05,16.090604,[43 29] ; [16 47],[31.46666667 40.53333333] ; [27.53333333 35.46666667],1
a8,1,0.014884,5.93015,[ 9 60] ; [ 1 60],[ 5.30769231 63.69230769] ; [ 4.69230769 56.30769231],0
a5,1,0.024799,5.037854,[48 24] ; [31 34],[41.51824818 30.48175182] ; [37.48175182 27.51824818],0
p8,1,0.040971,4.17722,[16 54] ; [24 37],[21.3740458 48.6259542] ; [18.6259542 42.3740458],0
a3,1,0.04598,3.982313,[51 20] ; [36 29],[45.41911765 25.58088235] ; [41.58088235 23.41911765],0
s1,1,0.058929,3.567263,[ 2 69] ; [ 7 57],[ 4.73333333 66.26666667] ; [ 4.26666667 59.73333333],0
s7,1,0.08874,2.897085,[17 49] ; [ 8 51],[13.2 52.8] ; [11.8 47.2],0
p11,1,0.134424,2.240651,[38 34] ; [26 39],[33.6350365 38.3649635] ; [30.3649635 34.6350365],0
p3,1,0.137699,2.203487,[24 47] ; [14 49],[20.13432836 50.86567164] ; [17.86567164 45.13432836],0
r2,1,0.176252,1.828944,[61 10] ; [50 15],[57.94852941 13.05147059] ; [53.05147059 11.94852941],0
n3,1,0.202052,1.627483,[14 11] ; [19  7],[16.17647059  8.82352941] ; [16.82352941  9.17647059],0
n2,1,0.214729,1.539256,[19  8] ; [14 12],[16.81132075 10.18867925] ; [16.18867925  9.81132075],0
a1,1,0.251196,1.316639,[ 7 65] ; [ 3 62],[ 5.25547445 66.74452555] ; [ 4.74452555 60.25547445],0
r1,1,0.297759,1.084203,[50 22] ; [39 25],[47.11764706 24.88235294] ; [41.88235294 22.11764706],0
n1,1,0.304534,1.054235,[12 15] ; [ 8 18],[10.18867925 16.81132075] ; [ 9.81132075 16.18867925],0
d2,1,0.313551,1.015659,[30 41] ; [22 43],[27.14705882 43.85294118] ; [24.85294118 40.14705882],0
p2,1,0.336912,0.922145,[44 26] ; [35 29],[41.26865672 28.73134328] ; [37.73134328 26.26865672],0
d5,1,0.363137,0.827014,[50 21] ; [41 24],[47.50735294 23.49264706] ; [43.49264706 21.50735294],0
v2,1,0.438114,0.601216,[26 42] ; [27 33],[28.15625 39.84375] ; [24.84375 35.15625],0
u3,1,0.457807,0.55125,[ 9 12] ; [15 13],[10.28571429 10.71428571] ; [13.71428571 14.28571429],0
d3,1,0.480632,0.497429,[42 29] ; [34 30],[39.97037037 31.02962963] ; [36.02962963 27.97037037],0
u2,1,0.493315,0.469288,[11 10] ; [18 11],[12.18  8.82] ; [16.82 12.18],0
p4,1,0.499335,0.456349,[22 49] ; [23 40],[23.84328358 47.15671642] ; [21.15671642 41.84328358],0
d1,1,0.514841,0.424216,[26 46] ; [27 38],[27.8540146 44.1459854] ; [25.1459854 39.8540146],0
a4,1,0.570473,0.321891,[30 42] ; [24 41],[28.37956204 43.62043796] ; [25.62043796 39.37956204],0
d4,1,0.571253,0.320591,[49 22] ; [47 17],[50.48888889 20.51111111] ; [45.51111111 18.48888889],0
p7,1,0.606475,0.265341,[29 41] ; [28 33],[30.45801527 39.54198473] ; [26.54198473 34.45801527],0
p1,1,0.60821,0.26279,[ 6 65] ; [ 4 61],[ 5.22058824 65.77941176] ; [ 4.77941176 60.22058824],0
p5,1,0.631087,0.230589,[ 2 69] ; [ 1 62],[ 1.58955224 69.41044776] ; [ 1.41044776 61.58955224],0
r4,1,0.639513,0.219379,[46 26] ; [39 26],[44.67153285 27.32846715] ; [40.32846715 24.67153285],0
v4,1,0.656938,0.197265,[52 19] ; [49 15],[53.11851852 17.88148148] ; [47.88148148 16.11851852],0
r3,1,0.668048,0.183894,[54 18] ; [50 14],[55.05882353 16.94117647] ; [48.94117647 15.05882353],0
b1,1,0.678344,0.171996,[38 34] ; [32 33],[36.78832117 35.21167883] ; [33.21167883 31.78832117],0
b3,1,0.684401,0.165214,[10 26] ; [ 8 26],[ 9.25714286 26.74285714] ; [ 8.74285714 25.25714286],0
b2,1,0.684401,0.165214,[10 26] ; [ 8 26],[ 9.25714286 26.74285714] ; [ 8.74285714 25.25714286],0
a6,1,0.685332,0.164185,[45 26] ; [39 26],[43.85294118 27.14705882] ; [40.14705882 24.85294118],0
s2,1,0.710634,0.137645,[19 53] ; [19 46],[19.97080292 52.02919708] ; [18.02919708 46.97080292],0
b5,1,0.731593,0.117654,[40 32] ; [38 27],[40.99270073 31.00729927] ; [37.00729927 27.99270073],0
p6,1,0.746869,0.104181,[11 57] ; [11 49],[11.6875 56.3125] ; [10.3125 49.6875],0
v1,1,0.749073,0.102311,[24 46] ; [24 41],[24.88888889 45.11111111] ; [23.11111111 41.88888889],0
p10,1,0.756712,0.095977,[31 38] ; [30 33],[31.88636364 37.11363636] ; [29.11363636 33.88636364],0
s4,1,0.78442,0.074837,[10 62] ; [ 8 57],[ 9.45985401 62.54014599] ; [ 8.54014599 56.45985401],0
a7,1,0.812841,0.056057,[44 28] ; [41 24],[44.67153285 27.32846715] ; [40.32846715 24.67153285],0
a2,1,0.838281,0.041654,[12 60] ; [10 55],[11.5620438 60.4379562] ; [10.4379562 54.5620438],0
v3,1,0.861384,0.03049,[16 51] ; [14 48],[15.58139535 51.41860465] ; [14.41860465 47.58139535],0
u1,1,0.881454,0.022239,[ 4 68] ; [ 4 61],[ 4.20437956 67.79562044] ; [ 3.79562044 61.20437956],0
b4,1,0.886277,0.020454,[39 33] ; [36 29],[39.41605839 32.58394161] ; [35.58394161 29.41605839],0
s6,1,0.914109,0.011633,[25 47] ; [22 43],[24.70072993 47.29927007] ; [22.29927007 42.70072993],0
s5,1,0.927206,0.008347,[ 9 59] ; [ 8 55],[ 8.82442748 59.17557252] ; [ 8.17557252 54.82442748],0
s3,1,0.945176,0.004729,[31 40] ; [28 37],[30.80147059 40.19852941] ; [28.19852941 36.80147059],0
p9,1,0.985322,0.000338,[39 31] ; [35 28],[38.94736842 31.05263158] ; [35.05263158 27.94736842],0
