Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,47.610759,[ 5 49] ; [44 16],[23.21052632 30.78947368] ; [25.78947368 34.21052632],1
s6,1,8e-06,19.954872,[19 35] ; [46 14],[30.78947368 23.21052632] ; [34.21052632 25.78947368],1
d4,1,0.006026,7.542619,[36 18] ; [52  7],[42.05309735 11.94690265] ; [45.94690265 13.05309735],0
s5,1,0.010068,6.622841,[ 6 46] ; [18 38],[11.55555556 40.44444444] ; [12.44444444 43.55555556],0
s7,1,0.014272,6.004203,[13 38] ; [28 30],[19.18348624 31.81651376] ; [21.81651376 36.18348624],0
s4,1,0.06968,3.290548,[ 5 49] ; [13 47],[ 8.52631579 45.47368421] ; [ 9.47368421 50.52631579],0
d3,1,0.107813,2.585993,[30 23] ; [42 17],[34.07142857 18.92857143] ; [37.92857143 21.07142857],0
n2,1,0.114295,2.493808,[9 4] ; [19  2],[10.70588235  2.29411765] ; [17.29411765  3.70588235],0
s8,1,0.120786,2.407095,[15 39] ; [25 35],[18.94736842 35.05263158] ; [21.05263158 38.94736842],0
b1,1,0.133455,2.251852,[31 23] ; [26 34],[27. 27.] ; [30. 30.],0
b4,1,0.142992,2.145458,[25 29] ; [36 24],[28.89473684 25.10526316] ; [32.10526316 27.89473684],0
r3,1,0.175875,1.832143,[45  9] ; [55  5],[47.36842105  6.63157895] ; [52.63157895  7.36842105],0
d1,1,0.17878,1.807737,[22 32] ; [32 28],[25.57894737 28.42105263] ; [28.42105263 31.57894737],0
v2,1,0.205686,1.601531,[28 24] ; [22 31],[24.76190476 27.23809524] ; [25.23809524 27.76190476],0
p8,1,0.213729,1.545986,[25 28] ; [21 38],[21.76785714 31.23214286] ; [24.23214286 34.76785714],0
v3,1,0.226737,1.461217,[17 35] ; [12 42],[14.22641509 37.77358491] ; [14.77358491 39.22641509],0
u1,1,0.226981,1.459683,[ 6 48] ; [ 3 57],[ 4.26315789 49.73684211] ; [ 4.73684211 55.26315789],0
b5,1,0.23429,1.414625,[34 20] ; [44 16],[36.94736842 17.05263158] ; [41.05263158 18.94736842],0
d2,1,0.257467,1.282324,[21 33] ; [17 42],[18.15929204 35.84070796] ; [19.84070796 39.15929204],0
a7,1,0.294285,1.099916,[40 14] ; [39 21],[37.42105263 16.57894737] ; [41.57894737 18.42105263],0
a1,1,0.303908,1.056965,[ 2 52] ; [ 5 55],[ 3.31578947 50.68421053] ; [ 3.68421053 56.31578947],0
r2,1,0.306492,1.045734,[46  8] ; [53  5],[47.73214286  6.26785714] ; [51.26785714  6.73214286],0
p5,1,0.387463,0.74689,[ 5 49] ; [ 3 56],[ 3.82300885 50.17699115] ; [ 4.17699115 54.82300885],0
u3,1,0.415426,0.663219,[10  7] ; [15  6],[11.18421053  5.81578947] ; [13.81578947  7.18421053],0
a4,1,0.419799,0.650878,[21 33] ; [19 41],[18.94736842 35.05263158] ; [21.05263158 38.94736842],0
