Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,181.02375,[496  55] ; [ 78 105],[430.89100817 120.10899183] ; [143.10899183  39.89100817],1
n6,1,0.0,69.319539,[504  46] ; [121  61],[469.60382514  80.39617486] ; [155.39617486  26.60382514],1
p10,1,0.0,36.566165,[483  64] ; [125  56],[456.83516484  90.16483516] ; [151.16483516  29.83516484],1
p4,1,0.0,29.759048,[381 170] ; [85 97],[350.2946794 200.7053206] ; [115.7053206  66.2946794],1
v1,1,0.0,26.98735,[330 208] ; [ 69 108],[300.22657343 237.77342657] ; [98.77342657 78.22657343],1
p9,1,1e-06,24.673569,[494  51] ; [139  43],[474.53232462  70.46767538] ; [158.46767538  23.53232462],1
s7,1,1e-05,19.446384,[288 238] ; [ 63 114],[262.62588905 263.37411095] ; [88.37411095 88.62588905],1
s6,1,7.7e-05,15.634387,[390 149] ; [103  79],[368.55339806 170.44660194] ; [124.44660194  57.55339806],1
v3,1,0.000126,14.70226,[235 302] ; [ 48 127],[213.44241573 323.55758427] ; [ 69.55758427 105.44241573],1
p8,1,0.000341,12.833062,[331 211] ; [83 98],[310.35684647 231.64315353] ; [103.64315353  77.35684647],1
p11,1,0.000551,11.933964,[467  85] ; [134  49],[451.36326531 100.63673469] ; [149.63673469  33.36326531],1
s2,1,0.001342,10.284529,[298 247] ; [ 75 108],[279.23763736 265.76236264] ; [93.76236264 89.23763736],0
p6,1,0.002518,9.127778,[230 316] ; [ 52 125],[212.9626556 333.0373444] ; [ 69.0373444 107.9626556],0
s8,1,0.003076,8.761673,[264 285] ; [ 65 118],[246.75 302.25] ; [ 82.25 100.75],0
r4,1,0.003693,8.429071,[521  31] ; [161  22],[512.19591837  39.80408163] ; [169.80408163  13.19591837],0
p3,1,0.004257,8.170882,[302 249] ; [ 78 105],[285.25885559 265.74114441] ; [94.74114441 88.25885559],0
p5,1,0.004674,8.001335,[ 76 474] ; [ 11 172],[ 65.27967258 484.72032742] ; [ 21.72032742 161.27967258],0
a4,1,0.004828,7.942693,[258 292] ; [ 64 119],[241.60982265 308.39017735] ; [ 80.39017735 102.60982265],0
a2,1,0.006568,7.38749,[145 407] ; [ 30 153],[131.42857143 420.57142857] ; [ 43.57142857 139.42857143],0
a8,1,0.006897,7.299668,[ 84 411] ; [ 14 153],[ 73.27794562 421.72205438] ; [ 24.72205438 142.27794562],0
u1,1,0.009622,6.703494,[110 442] ; [ 21 162],[ 98.38367347 453.61632653] ; [ 32.61632653 150.38367347],0
a3,1,0.01018,6.603041,[408 142] ; [117  65],[394.46721311 155.53278689] ; [130.53278689  51.46721311],0
a5,1,0.016163,5.785102,[418 134] ; [122  61],[405.55102041 146.44897959] ; [134.44897959  48.55102041],0
p7,1,0.020338,5.38266,[384 156] ; [112  69],[371.48404993 168.51595007] ; [124.51595007  56.48404993],0
r2,1,0.022091,5.23863,[526  22] ; [165  15],[520.14835165  27.85164835] ; [170.85164835   9.14835165],0
d2,1,0.02349,5.131883,[276 275] ; [ 74 109],[262.73841962 288.26158038] ; [87.26158038 95.73841962],0
d5,1,0.027707,4.846227,[466  85] ; [141  41],[456.2851296  94.7148704] ; [150.7148704  31.2851296],0
s5,1,0.028846,4.776791,[193 339] ; [ 48 128],[181.09039548 350.90960452] ; [ 59.90960452 116.09039548],0
n1,1,0.038381,4.288063,[38 57] ; [12 40],[32.31292517 62.68707483] ; [17.68707483 34.31292517],0
s3,1,0.046552,3.961505,[326 219] ; [93 88],[314.53856749 230.46143251] ; [104.46143251  76.53856749],0
a7,1,0.052347,3.764654,[399 152] ; [145  37],[408.92769441 142.07230559] ; [135.07230559  46.92769441],0
p12,1,0.055306,3.672829,[ 48 500] ; [  8 174],[ 42.03835616 505.96164384] ; [ 13.96164384 168.03835616],0
r1,1,0.056208,3.645891,[457  92] ; [140  42],[448.3625171 100.6374829] ; [148.6374829  33.3625171],0
d1,1,0.06683,3.359225,[338 214] ; [98 85],[327.44489796 224.55510204] ; [108.55510204  74.44489796],0
b2,1,0.076764,3.132114,[132 200] ; [31 72],[124.4045977 207.5954023] ; [38.5954023 64.4045977],0
b3,1,0.076764,3.132114,[132 200] ; [31 72],[124.4045977 207.5954023] ; [38.5954023 64.4045977],0
v2,1,0.11894,2.431225,[313 220] ; [91 84],[304.14124294 228.85875706] ; [99.85875706 75.14124294],0
