Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,34.959322,[65 28] ; [ 50 109],[42.44047619 50.55952381] ; [72.55952381 86.44047619],1
b1,1,6.1e-05,16.069747,[51 42] ; [ 47 113],[36.02371542 56.97628458] ; [61.97628458 98.02371542],1
p1,1,0.006103,7.519497,[11 82] ; [  5 155],[ 5.88142292 87.11857708] ; [ 10.11857708 149.88142292],0
u1,1,0.008394,6.947427,[26 67] ; [ 23 137],[18.01185771 74.98814229] ; [ 30.98814229 129.01185771],0
d5,1,0.011653,6.362862,[81 12] ; [117  42],[73.07142857 19.92857143] ; [124.92857143  34.07142857],0
n1,1,0.023317,5.14471,[13  7] ; [20 36],[ 8.68421053 11.31578947] ; [24.31578947 31.68421053],0
s7,1,0.024221,5.078734,[58 29] ; [78 73],[49.71428571 37.28571429] ; [86.28571429 64.71428571],0
v3,1,0.038645,4.276395,[34 51] ; [ 41 111],[26.89873418 58.10126582] ; [ 48.10126582 103.89873418],0
s2,1,0.039188,4.252698,[78 15] ; [116  44],[71.31225296 21.68774704] ; [122.68774704  37.31225296],0
s8,1,0.039382,4.244297,[52 41] ; [68 92],[44.11067194 48.88932806] ; [75.88932806 84.11067194],0
n3,1,0.043228,4.086473,[19  1] ; [42 15],[15.84415584  4.15584416] ; [45.15584416 11.84415584],0
n4,1,0.052263,3.767326,[75 17] ; [112  47],[68.54183267 23.45816733] ; [118.45816733  40.54183267],0
p6,1,0.054926,3.684317,[28 65] ; [ 31 128],[21.77380952 71.22619048] ; [ 37.22619048 121.77380952],0
d2,1,0.06262,3.466593,[54 39] ; [73 86],[46.86904762 46.13095238] ; [80.13095238 78.86904762],0
a2,1,0.068389,3.321264,[30 63] ; [ 35 125],[23.89328063 69.10671937] ; [ 41.10671937 118.89328063],0
d1,1,0.073865,3.194979,[59 34] ; [83 77],[52.19762846 40.80237154] ; [89.80237154 70.19762846],0
r1,1,0.076626,3.135061,[65 26] ; [129  30],[70.616 20.384] ; [123.384  35.616],0
a5,1,0.089245,2.887939,[70 23] ; [104  56],[63.96047431 29.03952569] ; [110.03952569  49.96047431],0
u3,1,0.102707,2.662993,[19  5] ; [30 20],[15.89189189  8.10810811] ; [33.10810811 16.89189189],0
a4,1,0.111665,2.530499,[50 43] ; [69 90],[43.91666667 49.08333333] ; [75.08333333 83.91666667],0
p7,1,0.190282,1.71543,[49 44] ; [67 85],[44.03265306 48.96734694] ; [71.96734694 80.03265306],0
p5,1,0.197726,1.659089,[ 6 84] ; [  5 153],[ 3.99193548 86.00806452] ; [  7.00806452 150.99193548],0
p9,1,0.222479,1.48831,[78 14] ; [124  34],[74.336 17.664] ; [127.664  30.336],0
a8,1,0.228778,1.448444,[ 9 80] ; [ 23 124],[12.06779661 76.93220339] ; [ 19.93220339 127.06779661],0
b2,1,0.305359,1.050641,[26 40] ; [28 61],[22.99354839 43.00645161] ; [31.00645161 57.99354839],0
b3,1,0.305359,1.050641,[26 40] ; [28 61],[22.99354839 43.00645161] ; [31.00645161 57.99354839],0
b5,1,0.319988,0.988997,[65 28] ; [102  58],[61.38735178 31.61264822] ; [105.61264822  54.38735178],0
v4,1,0.34009,0.910094,[84  9] ; [147  10],[85.932  7.068] ; [145.068  11.932],0
a3,1,0.342805,0.899914,[69 24] ; [109  50],[65.69047619 27.30952381] ; [112.30952381  46.69047619],0
v1,1,0.344064,0.895229,[44 42] ; [69 85],[40.49166667 45.50833333] ; [72.50833333 81.49166667],0
p10,1,0.3874,0.747088,[73 19] ; [117  40],[70.20080321 21.79919679] ; [119.79919679  37.20080321],0
p12,1,0.4265,0.632336,[ 7 86] ; [  8 150],[ 5.55776892 87.44223108] ; [  9.44223108 148.55776892],0
s5,1,0.453877,0.560952,[32 55] ; [ 49 104],[29.3625 57.6375] ; [ 51.6375 101.3625],0
a6,1,0.464909,0.534051,[65 28] ; [104  55],[62.36904762 30.63095238] ; [106.63095238  52.36904762],0
d3,1,0.467563,0.52773,[59 34] ; [108  51],[61.63095238 31.36904762] ; [105.36904762  53.63095238],0
r4,1,0.481063,0.496452,[82 11] ; [136  24],[80.13438735 12.86561265] ; [137.86561265  22.13438735],0
n6,1,0.482682,0.492799,[73 19] ; [120  39],[70.74103586 21.25896414] ; [122.25896414  36.74103586],0
u4,1,0.495987,0.463513,[ 3 90] ; [  3 157],[ 2.2055336 90.7944664] ; [  3.7944664 156.2055336],0
a7,1,0.499672,0.455634,[66 27] ; [107  53],[63.59288538 29.40711462] ; [109.40711462  50.59288538],0
u2,1,0.514822,0.424253,[15  8] ; [28 21],[13.73611111  9.26388889] ; [29.26388889 19.73611111],0
n5,1,0.521377,0.411168,[67 25] ; [109  49],[64.768 27.232] ; [111.232  46.768],0
v2,1,0.522413,0.409127,[45 41] ; [72 78],[42.63559322 43.36440678] ; [74.36440678 75.63559322],0
s6,1,0.536791,0.38152,[73 19] ; [120  38],[71.024 20.976] ; [121.976  36.024],0
d4,1,0.600021,0.274964,[75 18] ; [123  35],[73.3625498 19.6374502] ; [124.6374502  33.3625498],0
p2,1,0.613831,0.254634,[69 24] ; [114  46],[67.2687747 25.7312253] ; [115.7312253  44.2687747],0
p11,1,0.636856,0.222877,[66 27] ; [109  51],[64.32806324 28.67193676] ; [110.67193676  49.32806324],0
a1,1,0.651034,0.204599,[ 3 90] ; [  7 153],[ 3.67588933 89.32411067] ; [  6.32411067 153.67588933],0
s4,1,0.700371,0.148086,[21 71] ; [ 33 126],[19.79282869 72.20717131] ; [ 34.20717131 124.79282869],0
n2,1,0.704877,0.143448,[16  4] ; [44 14],[15.38461538  4.61538462] ; [44.61538462 13.38461538],0
r3,1,0.79782,0.065622,[87  6] ; [150   9],[87.46428571  5.53571429] ; [149.53571429   9.46428571],0
b4,1,0.816089,0.054093,[55 38] ; [97 63],[55.87351779 37.12648221] ; [96.12648221 63.87351779],0
s1,1,0.887015,0.020187,[ 5 88] ; [  9 146],[ 5.25 87.75] ; [  8.75 146.25],0
r2,1,0.944885,0.004779,[89  4] ; [149   7],[88.89156627  4.10843373] ; [149.10843373   6.89156627],0
