Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,129.199922,[350  29] ; [72 77],[302.91287879  76.08712121] ; [119.08712121  29.91287879],1
r2,1,0.0,55.901764,[362  13] ; [109  36],[339.66346154  35.33653846] ; [131.33653846  13.66346154],1
r3,1,0.0,46.013881,[357  18] ; [111  37],[335.56405354  39.43594646] ; [132.43594646  15.56405354],1
v4,1,0.0,34.160946,[353  22] ; [114  35],[334.20801527  40.79198473] ; [132.79198473  16.20801527],1
a5,1,1e-06,23.52127,[266 113] ; [71 78],[241.89962121 137.10037879] ; [95.10037879 53.89962121],1
a7,1,5e-06,20.693391,[288  90] ; [83 65],[266.6121673 111.3878327] ; [104.3878327  43.6121673],1
d4,1,6e-06,20.420295,[309  67] ; [95 54],[289.34095238  86.65904762] ; [114.65904762  34.34095238],1
v2,1,8e-06,19.873296,[198 161] ; [49 98],[175.243083 183.756917] ; [71.756917 75.243083],1
d1,1,1.1e-05,19.262057,[205 174] ; [ 49 100],[182.3219697 196.6780303] ; [71.6780303 77.3219697],1
p2,1,3.5e-05,17.149097,[303  75] ; [93 55],[284.57794677  93.42205323] ; [111.42205323  36.57794677],1
p11,1,5.8e-05,16.176194,[286  93] ; [86 63],[267.02272727 111.97727273] ; [104.97727273  44.02272727],1
u3,1,0.00016,14.253094,[75 56] ; [19 47],[62.50761421 68.49238579] ; [31.49238579 34.50761421],1
a2,1,0.000267,13.2853,[ 85 294] ; [ 13 136],[ 70.34469697 308.65530303] ; [ 27.65530303 121.34469697],1
a6,1,0.000282,13.184965,[266 112] ; [80 69],[248.17457306 129.82542694] ; [97.82542694 51.17457306],1
d3,1,0.000501,12.112741,[264 114] ; [79 68],[246.96 131.04] ; [96.04 50.96],1
p10,1,0.000575,11.853671,[274 102] ; [83 62],[257.64299424 118.35700576] ; [99.35700576 45.64299424],1
p7,1,0.000782,11.28318,[214 156] ; [61 86],[196.80851064 173.19148936] ; [78.19148936 68.80851064],1
p4,1,0.000899,11.024336,[191 185] ; [51 96],[173.98087954 202.01912046] ; [68.01912046 78.98087954],1
